id,year,african_american,asian,hispanic,white,native,male,female
39010900,2017,11.1,2.2,16.8,64.3,0.3,44.8,55.2
4690505,2017,45.9,1.3,46.7,3.5,0.5,47.7,52.3
1730005,2017,0.9,1.7,3,91.1,0,51.9,48.1
1730010,2017,1.9,1.9,3.3,89.2,0,55.7,44.3
1740305,2017,2.5,1.8,12,80.7,0.2,52.2,47.8
1740010,2017,1.6,1.2,12.7,78.3,0,52.2,47.8
1740505,2017,4.8,3.8,11.2,76.9,0.2,49.2,50.8
1750005,2017,0.8,3.5,4.6,86.4,0.5,52,48
1750007,2017,0.9,2.6,8,85.3,0.9,54.9,45.1
1750305,2017,0.6,4.3,1.9,89.8,0.2,50,50
1760130,2017,8.7,4.4,4,76.9,0,52.5,47.5
1760140,2017,20.4,5.4,12.9,56.6,0,52.3,47.7
1760068,2017,13.8,13.8,11,53.5,1.1,48.5,51.5
1760320,2017,15.3,12.6,14.3,54.6,0.4,52.7,47.3
1760315,2017,8.9,5.1,6.9,74.3,0,52.4,47.6
1760150,2017,8.5,13,10.3,62.6,0.5,50.9,49.1
1770015,2017,1.4,2.4,3.6,88.8,0,46.9,53.1
1770305,2017,1.8,3.9,3.2,89,0.4,49.7,50.3
1780017,2017,2.4,4.8,5.6,81.7,0,51.4,48.6
1780025,2017,3.4,1.9,2.3,89.1,0,44.9,55.1
1780020,2017,8.1,9.1,10,67,0,49.8,50.2
1780305,2017,6.1,4.4,2.3,82.9,0,50.4,49.6
1780035,2017,6.1,5.1,6.1,77.9,0,51.7,48.3
1780050,2017,5.6,2.7,2.1,85.8,0,52,48
7100179,2017,0,0.2,4.7,93.5,0,51.6,48.4
7100001,2017,0.5,5.5,3.9,87,0,55.1,44.9
7100015,2017,0.6,2.3,4.7,89.4,0,48.7,51.3
1810050,2017,1,6,33.6,55.2,0,49.5,50.5
1810060,2017,0.7,3.9,46,43.6,0.1,52.1,47.9
1810030,2017,0.5,2.7,25.9,66.3,0,52.7,47.3
1810055,2017,0.1,3.1,47.8,43.2,0,54,46
1820008,2017,1.7,1,4.2,85.5,0.5,53.6,46.4
1820305,2017,1.8,1.3,4.1,89.1,0.9,49,51
1820010,2017,2.9,0.7,2,90.1,0.9,51,49
1840005,2017,0.8,4.8,4.6,85.6,0,53.8,46.2
1850305,2017,2.8,2.4,24.6,65.8,1.1,52.4,47.6
1850090,2017,2.5,2.1,27.4,61.2,3,52.7,47.3
1860017,2017,2,2.8,6.6,82.2,0,54.5,45.5
1860505,2017,2.5,1.9,7.4,84.9,0.3,49.2,50.8
1860025,2017,1.6,3,8.2,81.9,0,49.4,50.6
1870005,2017,0.6,0.6,5,88.7,0.4,49,51
1870020,2017,1.9,3.3,6.5,85.1,0,57.1,42.9
1890410,2017,16,4.8,4.7,70.7,0.3,50.5,49.5
1890005,2017,3.3,7.4,3,83.3,0,54.3,45.7
1890007,2017,7.9,8.3,3.8,75.8,0.2,52.1,47.9
1890010,2017,8,4.4,3.7,79.3,0,52.3,47.7
1890020,2017,40.7,6,7.6,38.2,0,49.4,50.6
7170005,2017,0.4,0,4.6,90.7,0.8,49.8,50.2
7170010,2017,1.8,0,2.7,94.6,0,42,58
7170505,2017,0.5,1.2,2.8,91.5,0.2,49.8,50.2
7170020,2017,0,0.7,2.8,93,0.7,56.6,43.4
7120001,2017,5.1,0.4,6.2,83.9,0,48,52
7120002,2017,4.4,0.5,7.1,81.8,0.7,51.4,48.6
7120515,2017,6.5,2.2,3.5,83,0.7,50.1,49.9
7120315,2017,4.5,0.9,8.5,80.3,0.7,47.9,52.1
1910310,2017,1,0.6,1.6,93.6,0.3,49.2,50.8
1910025,2017,1.1,1.1,2.4,93.4,0.3,53.3,46.7
7150505,2017,1.4,1.1,2.5,90,0.2,49.3,50.7
4700105,2017,17,17.2,7.8,53.4,0.3,48.5,51.5
1960010,2017,0,0,0,100,0,50.7,49.3
1970010,2017,11.9,1.2,23.2,57.9,0,49.4,50.6
1970005,2017,9.6,2,33.6,51.9,0,51.6,48.4
7200005,2017,0.7,0.4,5.1,89.2,0.4,55.6,44.4
7200305,2017,1,0.2,5.2,90.5,0,52,48
7200003,2017,1.2,0,4.9,88.3,0.6,53.4,46.6
7250020,2017,0.7,4.4,3.4,89.5,0.3,50.1,49.9
7250025,2017,0.4,4.1,3,89.8,0,49.4,50.6
7250310,2017,1.4,4.2,2.4,91.6,0,52.3,47.7
7250305,2017,3.2,2.4,4,87.4,0,53.8,46.2
7250010,2017,0.8,1.2,6.6,88.5,0.2,52.4,47.6
1980005,2017,2.4,10.9,2.6,76.6,0,50.5,49.5
1980010,2017,1.2,23.7,9.3,61.4,0.2,54.2,45.8
1980305,2017,1.8,9.7,3.2,80.7,0.2,48.2,51.8
1980031,2017,2.3,3.6,4.5,81.1,0,56.3,43.7
1980035,2017,3.1,9.4,6.7,76.3,0,48.4,51.6
1980043,2017,1.2,4.8,3.5,85.5,0,54.8,45.2
1980310,2017,3.3,5.6,6.1,78.2,0.1,49.9,50.1
6600305,2017,3.6,1.9,3.7,88,0.4,50.5,49.5
1990005,2017,1.1,7.4,6,79.9,0,47.7,52.3
1990410,2017,1.9,7.1,6.7,78.6,0,47.5,52.5
1990035,2017,3.8,10,7,72.9,0,51.9,48.1
1990020,2017,5.4,13,7.4,70.2,0,48.7,51.3
1990050,2017,4,8.8,6,75.1,0,51.3,48.8
1990405,2017,1.9,8.7,3.9,80.5,0.2,48.7,51.3
1990040,2017,1.2,7.5,4.2,82.4,0,48.9,51.1
4440205,2017,51,4.4,16.2,21,0.9,50.5,49.5
2010095,2017,8.9,0.5,32.7,51.3,0.3,51.7,48.3
2010063,2017,11.9,0.4,65.3,18.8,0.4,53.8,46.2
2010140,2017,6.4,2.7,15.2,65,0.3,45.8,54.2
2010105,2017,16,1,50.9,27,0.5,54.3,45.7
2010123,2017,6.4,1.4,16.1,70.5,0.1,56.4,43.6
2010010,2017,4.2,0.9,22.7,68.3,0.3,53.5,46.5
2010015,2017,9.3,1.7,31.8,50.5,1.4,46.4,53.6
2010075,2017,10.1,1.4,59,22.9,0.7,49.3,50.7
2010020,2017,5.5,1.5,33.1,53.1,0.4,48.4,51.6
2010078,2017,10.9,0.3,54.7,28.3,1,52.3,47.7
2010040,2017,11.8,0.3,42.6,37.9,0.5,43.1,56.9
2010130,2017,3,1.7,18,75.1,0,49.4,50.6
2010115,2017,15.2,0,37.4,39.7,0.3,55.2,44.8
2010050,2017,13,0.9,41.4,41.7,0,52.1,47.9
2010070,2017,13.9,0,52,30.3,0.5,48.5,51.5
2010405,2017,14.9,1.1,36.9,40.2,0.6,51.3,48.7
2010410,2017,7.3,1.1,33,53.1,0.6,53.1,46.9
2010124,2017,17.8,0,59.9,18.6,0,41.3,58.7
2010415,2017,15,0.5,39.9,38.3,0.4,51.8,48.2
2010045,2017,20.1,0.9,30.8,38.2,0.1,57.8,42.2
2010125,2017,6,3.2,36.9,49.3,0,57.6,42.4
2010510,2017,7.9,0,41.3,46,1.6,68.3,31.7
2010515,2017,22.7,0.9,41.8,26.4,0,73.6,26.4
2010135,2017,7.4,0,17.7,67.5,0,48.9,51.1
35130305,2017,86.9,1.3,8.3,2.2,0,52.7,47.3
7280015,2017,0,1.2,4.7,88.2,0,51.5,48.5
2040030,2017,2.1,2.7,2.7,90.6,0,51.4,48.6
2040005,2017,1.1,1.2,2.8,94.1,0.2,50.4,49.6
2040305,2017,0.4,1.5,1.5,94.6,0,53.9,46.1
2070005,2017,3.3,14.7,5.2,70.3,0,46.3,53.7
2070305,2017,5.9,15,9.7,61.9,0.8,48.8,51.2
2070015,2017,6.7,28.8,4.6,54.2,0.2,52.3,47.7
2070020,2017,3.5,20.4,10.9,59.5,0.2,51,49
2070025,2017,3.8,13.3,5.5,71,0,46.8,53.3
2070310,2017,3.9,21.1,6.1,62.8,0.1,54.4,45.6
2070040,2017,3.7,22.7,7.8,58,0.2,47.5,52.5
2070315,2017,6.5,13.6,7.9,64.6,0.2,53.9,46.1
2070055,2017,3.4,12.6,8.7,70.6,0.2,45.7,54.3
2070075,2017,3.8,18.2,8.4,61.9,0,55.9,44.1
2070120,2017,3.2,15.4,3.2,70.8,0,45.2,54.8
2070070,2017,8.7,17.3,13.9,54.6,0,48.6,51.4
2070080,2017,1.4,13.2,3.6,75,0,53.5,46.5
2070105,2017,2.6,25.6,7,58.6,0,52,48
2070320,2017,5,22.1,6.4,58.8,0.2,45.4,54.6
2070100,2017,4.3,19.1,8.7,60.9,0,51.2,48.8
2070115,2017,3.8,17.9,11.8,63.6,0,47.6,52.4
2070125,2017,3.1,25.6,9.9,57,0.3,56.7,43.3
2070130,2017,4.7,18.1,5,64.4,0.3,52.2,47.8
2080005,2017,1.4,1.6,3.6,90.1,0,53.7,46.3
2090035,2017,2.6,0.3,7.2,82.8,0,50.1,49.9
2090008,2017,4.8,0.3,3.9,86,0,50,50
2090505,2017,3.4,0,5.9,82.9,0.2,47.6,52.4
2090015,2017,2.6,2,8.6,78.1,0,53.3,46.7
2110018,2017,1.6,6.7,4.5,82.4,0.7,51.8,48.2
2110001,2017,6.4,11.5,14.8,63.8,0.2,51.2,48.8
2110010,2017,1.7,13.4,6.7,74.8,0.6,55.6,44.4
2110015,2017,3,6.4,6.4,79.4,0,55.4,44.6
2110305,2017,3,7.4,8.6,78.8,0.2,52.1,47.9
2110020,2017,3.3,5.8,16.9,69.6,0,49.2,50.8
2120007,2017,3,8.4,5.6,80,0.5,49.6,50.4
2120030,2017,7.4,3.6,7.1,72.4,0.3,52.8,47.2
2120010,2017,2.8,4.6,5,83.3,0,52.5,47.5
2120013,2017,2.8,5.9,2.8,84,0,49.6,50.4
2120305,2017,2.2,6,4.2,84.1,0.3,52.5,47.5
2120015,2017,0.6,6.7,2.6,85.3,0,45.2,54.8
2150015,2017,0.6,0,3.6,91.8,0,58.4,41.6
2150505,2017,1.3,0.9,5.7,89.6,0,43.9,56.1
7350010,2017,1.4,0,0.9,97.7,0,56,44
7350030,2017,0.6,1,3.9,90.4,0,48.2,51.8
7350310,2017,1.1,1.7,3.6,90.5,0.2,54,46
7350005,2017,1.9,1.9,5.6,87.6,0.2,49.9,50.1
7350035,2017,2.1,0.7,4.4,87.7,0.2,53.1,46.9
2170003,2017,0.6,4.3,4.3,85.4,0,54.7,45.3
2170010,2017,1.5,5.3,1.8,88.6,0,51.3,48.7
2170005,2017,0.2,3.4,4.5,89.5,0,48.4,51.6
2170305,2017,0.7,2.8,2.1,91.1,0,49.3,50.7
2100005,2017,2.6,6,17.7,64.3,0.8,55.6,44.4
2100020,2017,6.1,6.7,20.3,57,0,46.7,53.3
2100410,2017,2.7,2.4,16.8,72.3,0.3,48.6,51.4
2100025,2017,1.5,2.1,18.6,70.5,0.3,54,46
2100029,2017,1.8,3.9,19.3,69.7,0,53.1,46.9
2130015,2017,2.5,13,10.9,70.3,0,54,46
2130003,2017,1.5,10.7,1.9,80.5,1.1,47.5,52.5
2130014,2017,0.7,15.2,11.9,67.3,0.4,52.8,47.2
2130020,2017,2,14.9,8.6,71,0,52.5,47.5
2130305,2017,1.4,9.5,4.8,79.3,0.6,54,46
2140305,2017,0.5,1,5.7,89,0,53.8,46.2
2140001,2017,0.4,0.6,8.9,85.6,0,49.5,50.5
2180060,2017,2.1,2.4,4.6,85,0.3,46.9,53.1
2180015,2017,1,1.2,2.7,89.3,0.7,51.4,48.6
2180010,2017,3,1.9,7.3,83.2,0.3,53.8,46.2
2180305,2017,1.7,1.8,2,91.9,0,50.5,49.5
2190005,2017,0.4,1.9,1.9,92.2,0.2,57.3,42.7
2190405,2017,1,2.1,1.5,94,0,45.1,54.9
2190020,2017,0,1.6,1.8,93.3,0,54.4,45.6
2200005,2017,10.9,3.5,27.4,55.1,0,50.5,49.5
2200025,2017,6.1,20.7,2.4,68.7,0,50.8,49.2
2200010,2017,9.4,5,7.9,74.8,0,48,52
2200305,2017,10.4,5.3,11.3,70.8,0,50.5,49.5
2200015,2017,6.5,10.9,5.9,74.7,0,50,50
2200020,2017,12,7.7,8.1,70.9,0,50.4,49.6
2210005,2017,3.9,1.1,20.6,64.3,2.5,47.6,52.4
7400405,2017,3.3,1.2,1.2,90.4,0,49.1,50.9
2230010,2017,1.5,0.6,7.2,87.7,0,58.1,41.9
2240005,2017,3.3,3.3,2.3,89.8,0,54,46
2260005,2017,1.9,0.5,10.6,81.8,0,51.8,48.2
2260505,2017,1.9,1.7,9.5,82.9,0.4,49.6,50.4
2260405,2017,2.4,1.4,9.7,81.8,0.2,49.8,50.2
2270305,2017,2.8,0.4,8.9,83.5,0,58.1,41.9
2270008,2017,2.9,2.3,12.7,77.5,0,49.2,50.8
2270505,2017,2.9,1.9,6.2,87,0,53.7,46.3
2290005,2017,2.4,1.6,13.3,80.2,0,56.1,43.9
2290015,2017,9.6,2.6,9.1,76.2,0,51.6,48.4
2290305,2017,3.4,1.6,14,78.9,0,52.2,47.8
2290007,2017,0.4,1.5,2.9,92.7,0,48.4,51.6
2290016,2017,2.3,2.8,7.4,85,0,56.7,43.3
2290035,2017,2.8,1.9,6.7,85.8,0,48.2,51.8
2290010,2017,4.4,0.8,17.1,75.8,0,48.8,51.2
2290045,2017,1.3,1.3,2.1,94.5,0,53.8,46.2
2290027,2017,5.9,0.8,32,58.6,0,50,50
2300005,2017,3,1.5,7.6,83.3,0,50.8,49.2
2310003,2017,1,0.4,0,96.1,0.2,51.8,48.2
2310010,2017,0.9,0.2,0.2,98.4,0,57.5,42.5
2310015,2017,0.3,1.7,0.7,94.3,0.2,51,49
2310305,2017,0.8,1.2,1.2,95.8,0,49.6,50.4
7450015,2017,0.6,2.3,1.1,94.8,0,49.4,50.6
7450005,2017,0.6,0.6,3,94.5,0,54.7,45.3
7450010,2017,0,0.4,4.5,92.6,0,53.9,46.1
7450405,2017,0.9,2.8,2.4,92.4,0,52.9,47.1
2340005,2017,0,0.8,2.4,91.1,0,53.2,46.8
4940205,2017,29.7,10.3,29.1,29.3,0.9,51.2,48.8
35060505,2017,35.1,11.5,21.1,29.8,1.2,45,55
7500006,2017,0.6,0,1.7,90.3,0,47.2,52.8
7500008,2017,0,0,2.7,95.7,0,50,50
7500007,2017,0,2.6,5.1,92.3,0,41,59
7500505,2017,2,1,1.7,92.9,0.2,48.7,51.3
7500009,2017,0,1.8,0,98.2,0,49.1,50.9
4970205,2017,4.7,17.6,6.2,58.4,0,46.3,53.5
4790505,2017,8.3,2,13.6,68.8,0.3,32.2,67.3
2360010,2017,6.7,1.4,12.4,68.4,1.1,52.8,47.2
2360065,2017,13.4,1.8,16.4,57.4,0.2,58.5,41.5
2360035,2017,7.5,1.3,9.8,75.1,0,48,52
2360305,2017,11.9,0.7,12.6,64.7,0.2,49,51
2360055,2017,14.6,1.2,17.5,54.2,0.5,49.9,50.1
2360045,2017,2.9,0,5.7,81.3,0,45,55
2360105,2017,20.2,0.6,21.8,40.1,1.1,49.7,50.3
2360090,2017,3.8,1.7,8.5,78.3,0,53.6,46.4
2360310,2017,10.7,1.7,11.3,69.3,0.2,50.6,49.4
2360100,2017,4,5,5.9,78.3,0,51.4,48.6
2380010,2017,2,5.4,6.9,82.8,0.2,52.2,47.8
2380005,2017,1.6,4.6,5.6,85.6,0.7,52.3,47.7
2390005,2017,0.8,2.4,10.9,80.2,0,49.2,50.8
2390011,2017,5.8,0.7,7,82,0,53.2,46.8
2390010,2017,1,3.8,7.1,78.1,0,53.3,46.7
2390012,2017,0.5,0,2.1,95.4,0.2,51.2,48.8
2390015,2017,0.7,0,3,91.8,0,52.6,47.4
2390030,2017,1.4,2.2,4.7,87.3,0.2,50.8,49.2
2390405,2017,2.4,1.7,3.6,87.4,0,54.3,45.7
2390305,2017,0.7,0.7,2.2,93,0.2,51.9,48.1
2390046,2017,1.6,0.4,4.6,88.3,0.5,51.2,48.8
2390047,2017,2.8,1,5.4,86.6,0.3,55.5,44.5
2400010,2017,0,0.5,1,97.1,0,48.8,51.2
4870550,2017,55,8.5,20.8,12.3,0.4,50.6,49.4
2420020,2017,20.2,0,16.3,54.3,0,51.2,48.8
7530005,2017,0.5,0,8.2,89.7,0.5,54.6,45.4
7530010,2017,0.6,0.6,1.6,96.8,0,45.6,54.4
7530025,2017,0,0.7,2.7,95.3,0,45.6,54.4
7530405,2017,0.2,0.5,4.5,91.5,0,49.3,50.7
7530030,2017,0,1.4,5.2,90.5,0,50.8,49.2
7780305,2017,0.4,0,5.9,91.6,0,48.5,51.5
7780005,2017,0.8,0,7.2,89.4,0,49.2,50.8
7780010,2017,0.3,0,5.2,90.2,0,51.8,48.2
2430040,2017,4.1,6,6.3,78.4,0,53.7,46.3
2430305,2017,4.5,50.4,1.9,38.7,0.4,47.4,52.6
2430020,2017,0.6,38.3,1.4,57.7,0,48.6,51.4
2430310,2017,6.9,16.3,4.8,67.7,0.5,52.3,47.7
2430315,2017,2.8,41.5,2.8,49.9,0,52.9,47.1
2430025,2017,1.5,23.7,5,62.9,0,49.1,50.9
2430055,2017,11.3,41.4,7.8,34.6,0,52.7,47.3
2430075,2017,3.4,73.7,3.4,17,0,57.3,42.7
2430035,2017,11.4,32.1,10.2,40.6,0.4,56.9,43.1
2430060,2017,7.4,22.3,2.9,65.7,0.3,51.1,48.9
2430065,2017,2.3,58.3,4.2,31.5,0,50.3,49.7
2430325,2017,10.7,36.4,8.4,40.6,0.3,55.8,44.2
2430320,2017,13.2,26.8,10.6,44.4,0.6,52.6,47.4
2430090,2017,11.7,36.7,7.7,40,0,54.7,45.3
2430095,2017,3.6,26.6,3.8,62.7,0.3,50.9,49.1
2430110,2017,3.3,62.1,1.2,32.2,0,49.7,50.3
7550505,2017,2.4,1.3,6.8,84.6,0.5,50.7,49.3
2440020,2017,47.6,12.5,13.2,20.3,0.7,53.7,46.3
2440018,2017,54.5,13,13.2,14,0.2,57.4,42.6
2440015,2017,46.3,22.8,8.5,16.1,0.2,52.8,47.2
2440040,2017,47.5,18.8,16.6,10.9,0,54.4,45.6
2440410,2017,47.9,16.4,14.4,15.9,0.3,51.5,48.5
2460002,2017,1.8,3.9,1.8,88.3,0.3,47.7,52.3
2460305,2017,1.9,4.3,1.1,90.8,0,53.9,46.1
2460005,2017,1.6,2.1,1,91.6,0.3,54,46
2460017,2017,3.5,6.4,0.5,87.2,0,53.4,46.6
2460010,2017,4.5,6.6,7.1,77.9,0.2,52.5,47.5
2460310,2017,2.3,4.5,2.3,89.5,0.3,51.7,48.3
2460020,2017,2.5,4.4,3.5,87.3,0,51.7,48.3
2480003,2017,2.5,5.5,40.7,48.9,0,52.5,47.5
2480025,2017,4.8,4.8,43,45.9,0,51.1,48.9
2480013,2017,4.1,2.2,47.8,44.6,0,55.4,44.6
2480056,2017,2,6.3,62.9,27.5,0.1,48.6,51.4
2480057,2017,3.1,6.8,55.1,32.5,0.4,48.6,51.4
2480050,2017,3.6,6.5,42.5,42.3,0.2,49.2,50.8
2480014,2017,4.4,4.9,41.3,45.7,1,54.8,45.2
2480035,2017,4.5,3,58.8,30.6,0.3,49.6,50.4
2480305,2017,4.1,4.7,54.6,33.9,0.5,46,54
2490005,2017,2.9,0,5.2,89,0,44.5,55.5
4830305,2017,1.1,3,2.1,89.6,0.5,48.1,51.9
4820050,2017,0.3,3.8,2.8,89.2,0.3,41.7,58.3
2500005,2017,1.5,0,1.5,91.4,0,53.2,46.8
2510060,2017,3.9,1.5,11.7,79.5,0,47.6,52.4
2510305,2017,5,1.2,10.1,79.1,0,51.3,48.7
2510020,2017,4.4,1.1,12.4,77.5,0,51.3,48.7
2510025,2017,7.6,1.3,15.1,73,0,55.3,44.7
2520005,2017,0,2.2,1.5,94.3,0,53.1,46.9
2520305,2017,0.9,1.3,0.9,92.1,0,52,48
2530005,2017,0,0,3.4,91.5,0,45.8,54.2
4840505,2017,56.4,0.8,40.7,0.7,0.1,50,50
4410505,2017,29.8,4.1,37.6,23.5,0,50.1,49.9
2580003,2017,8.3,1.2,27.5,56.3,0,49.2,50.8
2580015,2017,4.6,1.3,26.4,61.9,0,47.3,52.7
2580305,2017,5.7,2.8,33,54.9,0,52.7,47.3
2580030,2017,7.7,0.7,39.4,45.6,0,52.3,47.7
2580025,2017,5.9,2.7,69.1,19.8,0.2,53.4,46.6
2580050,2017,3.5,2.4,30.4,56.7,0,47.8,52.2
2580070,2017,5.8,5.2,24.6,60.5,0,54.9,45.1
4850485,2017,8.8,5.4,36.7,47.3,0,45.5,54.5
2610025,2017,1.2,1.8,1.8,93.8,0.8,49.1,50.9
2610305,2017,1.3,2.6,0.6,93.8,1.1,51.7,48.3
2620305,2017,4.8,3.2,13.7,76.4,0.5,51.5,48.5
2620067,2017,2.9,7.3,13.1,72.8,0.5,50.5,49.5
2620040,2017,2.6,9.8,17,69.8,0,47.7,52.3
2620050,2017,4.7,4.2,18.7,66.8,0.5,54.7,45.3
2620065,2017,3.7,4.1,18.7,71.9,0.2,52.8,47.2
2630010,2017,2,0,4.1,93.9,0,46.9,53.1
2640007,2017,2.2,1.1,0.8,94.8,0.3,54.8,45.2
2640305,2017,3.5,1.7,0.4,93.3,0,48.6,51.4
2640010,2017,2.6,1.3,1,93.9,0,52.1,47.9
2640015,2017,2.2,0.9,1.1,94.2,0,49.2,50.8
2640020,2017,3.5,0.9,1.4,91.6,0,54.3,45.7
2650405,2017,1.3,2.7,4.8,88.4,0.2,49.7,50.1
2650007,2017,2.1,2.7,7.1,83.8,0,50.1,49.9
2650015,2017,2.2,3.1,3.1,88.7,0,50.1,49.9
4860105,2017,47.1,0.1,41.5,7.6,0,52.9,47.1
2660005,2017,3,27.2,3,59.2,0.2,51.2,48.8
2660010,2017,4.2,26.7,6.8,57.8,0,50.5,49.5
2660015,2017,2.1,33.3,3,54.1,0.2,52.2,47.8
2660305,2017,3.9,28,5,58.5,0.1,51.3,48.7
2690010,2017,1.9,8.6,2.3,80.9,0,53.1,46.9
2710015,2017,2.7,30.3,14.2,47.4,0.2,51.1,48.9
2710020,2017,1.5,46.3,7.8,40.2,0.4,50.1,49.9
2710030,2017,1.8,26.1,8.1,60.2,0.3,50.9,49.1
2710305,2017,2.8,27.9,6.3,59.8,0.2,50.5,49.5
2710035,2017,1.1,23.4,5.4,64.5,0,49.2,50.8
2710025,2017,0.5,17.2,7.7,70.2,0.3,55.5,44.5
2720005,2017,0.8,0,6.6,81.8,0.8,42.1,57.9
4770010,2017,2.8,2.5,18.7,74.3,0.2,51.3,48.7
7600405,2017,1.2,1.2,0.7,96.3,0,51.8,48.2
4740505,2017,4.3,2.2,16.8,75.1,0,47.6,52.4
2730005,2017,1.5,0,2.7,93.6,0,52.7,47.3
2730008,2017,1.6,1.2,3.6,91.9,0,49,51
2730305,2017,1,0.2,3.4,92.7,0.2,52.8,47.2
2730015,2017,0.8,0.4,5.3,90.6,0,49.2,50.8
2740087,2017,5.7,10.3,39.4,41,0,51.1,48.9
2740075,2017,13.8,6.8,48.4,28,0,49.5,50.5
2740015,2017,0,9.7,8.5,72,0.4,49.2,50.8
2740111,2017,4.4,3.2,71.3,18.6,0,51.6,48.4
2740083,2017,10.2,5.5,17.4,61.6,0,54.6,45.4
2740410,2017,18.8,0,68.8,12.5,0,68.8,31.3
2740115,2017,13.8,4,20.7,55.7,0,53.8,46.2
2740120,2017,12.6,8.2,53.5,22.9,0,55,45
2780305,2017,2,1.8,12.5,79.5,0,49.6,50.4
2780020,2017,1.4,1.6,15.7,79.4,0.2,49.3,50.7
4880550,2017,25.1,4.6,2.8,62.5,0.3,50.5,49.5
2750005,2017,0.4,1.5,4.4,90.8,0.2,51.5,48.5
2760050,2017,1.6,18.4,6.9,67.3,0,50.6,49.4
2760020,2017,0.3,16.1,6.4,71.5,0.3,50.7,49.3
2760305,2017,0.4,14.4,4.4,77.6,0,50.5,49.5
2770005,2017,3.1,1.4,46.6,45.1,0.2,52.3,47.7
2770315,2017,1.4,1,57.8,37.7,0.6,51.9,48.1
2770020,2017,1.4,2.3,52.2,41.3,0.7,49.4,50.6
7650505,2017,0.7,0,6.8,87,0,51,49
7650018,2017,0,0,1.1,92.2,3.3,50,50
7650035,2017,1.2,0,7.6,85.8,0.3,53,47
7660215,2017,0,0,1.2,92.7,1.2,52.4,47.6
7660315,2017,2.3,1.3,5.9,88.8,0,48.7,51.3
7660505,2017,1.9,0.4,3.8,92.8,0,50.6,49.4
7670008,2017,0.9,0.5,6.1,87.3,0.5,54.2,45.8
7670415,2017,1,0.5,9.7,85.3,0.2,54.8,45.2
7670040,2017,0.9,1.4,8.8,85.3,0,49.3,50.7
2810095,2017,25.3,0.2,48.4,21.9,0,47,53
2810175,2017,13.8,9.1,54,20.3,0,50.7,49.3
2810165,2017,30,1.9,48.1,16.3,0.4,53,47
2810360,2017,19.6,0,73.9,6.5,0,69.6,30.4
2810025,2017,16.4,0,82.4,1.2,0,52,48
2810365,2017,8.7,0.3,88.3,2.3,0.3,54,46
2810366,2017,12.9,0.3,83.9,2.8,0,49.5,50.5
2810367,2017,21.1,2.8,60.4,13,0.4,43.9,56.1
2810475,2017,25.8,0,61.4,11.6,0,24,76
2810035,2017,20.3,1.5,60.8,15.5,0,49.3,50.7
2810010,2017,10,1.3,78,8.9,0.1,56.3,43.7
2810030,2017,24,0.3,64.9,8.4,0.8,51.7,48.3
2810325,2017,17.8,7.8,67.8,5.3,0.1,48.9,51.1
2810075,2017,25.1,1,55.2,17.1,0,55.9,44.1
2810080,2017,19.7,3.2,56.9,17,0,51.2,48.8
2810195,2017,14.5,0.7,80.7,3.6,0,49.9,50.1
2810065,2017,14,2.3,66.8,14.3,0,53.8,46.2
2810068,2017,22.8,3.6,53.8,17.5,0,50.1,49.9
2810050,2017,27.9,1.2,57.6,12.4,0,49.8,50.2
2810085,2017,24.1,1.6,64.2,9.2,0,52.5,47.5
2810100,2017,17,1.7,62.6,15.6,0,52.9,47.1
2810328,2017,19.1,0.7,70.6,8.5,0.2,54.9,45.1
2810320,2017,27.4,2.5,53.6,15.5,0,58.3,41.7
2810110,2017,21.2,5.2,67.6,4.6,0,51.3,48.7
2810115,2017,8.7,2.1,74,14.6,0,48.6,51.4
2810120,2017,10.1,0.2,85.6,3.2,0,57.4,42.6
2810330,2017,21.2,3,62.4,12.6,0.2,53.3,46.7
2810125,2017,14.5,7.2,52.1,23.2,0,47.3,52.7
2810140,2017,18,0,73.3,7.5,0,47.7,52.3
2810155,2017,14.3,1,68.8,13.6,0,55.2,44.8
2810145,2017,11.4,2,69.7,15.2,0.2,51.6,48.4
2810023,2017,16.7,0,80,2.8,0,52.3,47.7
2810055,2017,28,0.3,65.2,5,0.1,51.1,48.9
2810020,2017,16.8,0.3,68.5,12,0,51.4,48.6
2810355,2017,14.2,0.4,81.7,2.4,0,49.6,50.4
2810005,2017,25.9,0,59.3,14.8,0,81.5,18.5
2810345,2017,25,0,64.3,10.7,0,87.5,12.5
2810350,2017,25.7,1.4,59.7,13.2,0,64.9,35.1
2810160,2017,17,4.7,61.3,13.9,0.2,52.3,47.7
2810205,2017,25.2,1.4,47,25.4,0,51.6,48.4
2810015,2017,23.8,1.2,61,11.5,0,51.1,48.9
2810480,2017,19.1,1.8,69.1,8.5,0,52.7,47.3
2810485,2017,11.8,2.5,72.9,12.3,0,55.6,44.4
2810180,2017,16.5,2.9,60.6,16.1,0.7,53.4,46.6
2810185,2017,19.6,7.1,58.3,11.3,0,54.6,45.4
2810190,2017,16.3,4.9,68.8,8.7,0,51.2,48.8
2810045,2017,16.1,0,79.5,3,0.3,49,51
2840005,2017,1.5,3.8,5.3,85.3,0,57.1,42.9
2840025,2017,0.8,7.1,8.2,82.1,0.3,50.8,49.2
2840030,2017,2.7,3.6,7.8,79.9,1.2,48.5,51.5
2840405,2017,1.6,4.5,7.1,83,0,50.6,49.4
