id,year,african_american,asian,hispanic,white,native,male,female
6100025,2017,0.2,0.4,5.8,92.4,0,52.1,47.9
6100305,2017,0,0.9,3.3,94.6,0,49.1,50.9
6100005,2017,1.6,0.3,7,88.4,0.3,52.7,47.3
140405,2017,2.4,12.1,11.2,71,0.3,48.7,51.3
140015,2017,2.1,13.5,9.5,70.5,1,50.6,49.4
6150020,2017,0.7,1.2,9.9,84.7,0.2,50.3,49.7
6150305,2017,1.8,0,9.3,85.3,0.3,52.7,47.3
6150050,2017,2.1,0.7,2.8,93.8,0,49.3,50.7
4910550,2017,4.7,1.9,9.9,80,0.1,46.7,53.3
160001,2017,3.9,1.8,27.9,59.2,0.2,52.6,47.4
160315,2017,4.2,4.9,18.1,64.9,0.4,53.3,46.7
160045,2017,6,3.9,12.8,68.3,0.9,55,45
160040,2017,4.3,6.3,12.6,70.7,0,47.2,52.8
160050,2017,3.8,6.1,11.7,68.8,0,53.8,46.2
160305,2017,3.6,3.6,10.6,76.8,0,51,49
160035,2017,6.2,9.4,9.8,65,0,52.3,47.7
160320,2017,6,5.9,18.7,64.9,0,53.7,46.3
170305,2017,1.8,4.2,5.4,85.6,0.3,50.6,49.4
170030,2017,1.5,3.4,7.6,84,0,49.3,50.7
180510,2017,37.3,5.6,4.7,48.3,0.6,48.3,51.4
180010,2017,23.3,3.8,6.8,59,1.3,52.2,47.8
6160305,2017,4.8,2,10.6,75.2,0.8,47.1,52.9
6160001,2017,2.1,2.6,9.8,81.2,0,52.7,47.3
6160002,2017,3.2,3.8,11.7,76.5,0.2,54,46
200505,2017,8.4,2.8,11.5,72.2,0.9,48.7,51.3
200315,2017,8,1.7,9.9,74.7,0.5,48.7,51.3
200050,2017,6.7,2.1,11.7,75.6,0,52,48
200010,2017,4.8,1.4,8.5,82.3,0.3,53.9,46.1
200025,2017,17.1,2.5,27.5,42.7,0.3,54.8,45.2
200005,2017,4.6,1.9,6.5,83.5,0,56.5,43.5
200045,2017,2,0.7,5.2,88,0.5,50.3,49.7
4270010,2017,17.9,3.1,20.7,51.7,1,51.7,48.3
35020405,2017,27.6,0.8,65.3,5.9,0,50.5,49.5
230305,2017,5.8,15.5,5.9,69.2,0,50.2,49.8
230012,2017,5.7,15.7,4.4,70.3,0,53.4,46.6
240006,2017,2.6,2.4,4,88.4,0,50.5,49.5
240025,2017,2.3,1.5,1.5,92.2,0,51.9,48.1
240018,2017,2,1.2,5,88.6,0.6,52.1,47.9
250505,2017,1.8,3.1,5.3,88.4,0.3,54.5,45.5
250315,2017,1.7,4.2,3.5,88.9,0.3,49.9,50.1
250020,2017,1.8,1.2,2.1,91.9,0,50.1,49.9
250025,2017,1.8,2,3.5,87.4,0,46.8,53.2
260015,2017,4.4,23.7,8.8,56.7,0.6,52.6,47.4
260010,2017,2.1,20.6,4.3,65.1,0,49.6,50.4
260035,2017,3.1,15.3,2.2,69,0,55.1,44.9
260005,2017,1.7,24.8,3.4,63,0.2,51.3,48.7
260305,2017,3.5,16.1,4.9,69.3,0.1,49.7,50.3
4200205,2017,79.5,2.6,13.3,2.6,0.9,51.9,48.1
4470205,2017,1.6,23,2.7,69.4,0.2,51.7,48.3
35110205,2017,12.5,3.1,48.6,32.7,0,51.4,48.6
270010,2017,0,0.2,0.9,96.1,0,49.5,50.5
270305,2017,1,0.8,1.5,94.1,0,48,52
4140305,2017,14.6,2.5,6.7,71.9,0,48,51.7
6180310,2017,1.6,3.1,7.2,84,0.3,46.3,53.7
6180035,2017,1.7,3.1,11.1,77.3,0,56.3,43.8
280005,2017,0.5,2.1,3.7,88.9,0.5,57.4,42.6
6200505,2017,1,3.1,2.6,91.3,0,52.2,47.8
300055,2017,3.4,4.4,17,73.1,0,52,48
300305,2017,3,2.4,9.5,82.2,0,53.9,46.1
300010,2017,3.9,0.6,15.4,76.3,0,52.2,47.8
300015,2017,3,1.3,11.4,77.4,0,52.2,47.8
300033,2017,1.3,1.3,11.8,80.8,0,51.4,48.6
300040,2017,2,2,10.5,82.6,0.3,51.9,48.1
310030,2017,2,4.6,10.2,76.6,0,53.8,46.2
310007,2017,4.3,3.3,5.6,84.5,0,50.2,49.8
310026,2017,4.6,8.6,8.4,76.9,0.4,53.2,46.8
310012,2017,1.6,2.8,2.8,90.7,0,50.5,49.5
310310,2017,2.2,6.2,3.4,85.4,0,51.1,48.9
310305,2017,3.2,5.5,3.9,85.9,0.2,49.6,50.4
310015,2017,5.9,10.5,6.9,73.2,0.4,55.8,44.2
310005,2017,5,9,6.1,75.5,0,48.9,51.1
6220015,2017,2.4,1.4,5.5,86.3,0.3,47.3,52.7
6220405,2017,1.2,1.2,5.1,90,0,49.3,50.7
6220010,2017,0.4,1.4,6.7,89.4,0,55.1,44.9
350390,2017,24.1,1.5,69.4,3.6,0,52.6,47.4
350560,2017,8,29,12.1,46.9,0.1,45.1,54.9
350545,2017,22.7,21.9,22.6,29.3,0.4,41.9,58.1
350012,2017,23,2.7,39.5,31.1,0.3,51.4,48.6
350054,2017,75.1,1.2,18.1,1.6,1,51.1,48.9
350052,2017,19.2,1.4,60.8,14.2,0,53.2,46.8
350430,2017,13.1,7.5,68.1,9.6,0,54.3,45.7
350020,2017,18.7,2.5,53.8,20.1,0,49.6,50.4
350062,2017,1,0.6,81.2,16.5,0,52.4,47.6
350066,2017,1,0,62.5,30.2,0,49,51
350072,2017,35.8,0.2,59.6,2.5,0.2,49.8,50.2
350074,2017,67.3,0.3,26.5,1.6,0.6,55,45
350077,2017,30.8,1.1,36.9,24.8,0.2,48.5,51.5
350080,2017,2.2,0.5,89.2,7.2,0,51.2,48.8
350008,2017,50.3,1.1,42.9,3.2,1.1,55.6,44.4
350426,2017,43.2,6.7,25.7,21.6,0.2,54.7,45.3
350375,2017,19.9,15.7,45.3,15.7,0.6,54.4,45.6
350088,2017,42.8,19.1,30.6,4,0.4,52.9,47.1
350096,2017,9.5,6.8,19.7,58.1,0.2,50.7,49.3
350100,2017,22.5,0.4,33.6,36.1,0,52.5,47.5
350116,2017,33.1,2.2,43,20.1,0,49,51
350326,2017,12,5.2,64.8,13.5,0,53.1,46.9
350122,2017,36.5,2.7,39.2,18.9,0,56.3,43.7
350200,2017,23,29.1,34.5,10.1,0.2,55.8,44.2
350135,2017,42.7,2.1,42.7,7.1,0,49.8,50.2
350377,2017,51.5,0.8,40.3,1.7,0.6,55.2,44.8
350750,2017,37.8,6.7,41.1,11.1,0,61.1,38.9
350141,2017,0.7,2.6,91.2,4,0,51.5,48.5
350013,2017,38.4,11,39.1,8.1,0.3,57.5,42.5
350146,2017,34.9,7.4,31.6,22.5,0.1,50.5,49.5
350154,2017,64.2,1.7,26.7,3.7,0,55.1,44.9
350156,2017,5,2,69.1,22.4,0,48.5,51.5
350485,2017,29.4,1.6,65.8,0.5,0,53.1,46.9
350153,2017,27.7,2.2,62.1,6.1,0,50.3,49.7
350172,2017,40.7,1.2,32.6,22.1,0,52.9,47.1
350166,2017,20.4,1,71.5,4.7,0,50,50
350179,2017,32,7.2,55,5,0,51.4,48.6
350180,2017,58.4,2.7,31.9,0.9,0.6,46.5,53.5
350182,2017,6.2,0.6,72.5,18.1,0,49.3,50.7
350183,2017,53.4,6.3,28.8,6.3,0,56,44
350184,2017,19,3.8,27.8,41.1,0,53.2,46.8
350181,2017,39.2,8.2,27.6,18.7,0,58.2,41.8
350286,2017,15.7,57.1,13.5,9.7,0.1,50.2,49.8
350190,2017,13.6,8.7,17.5,54.9,0,54.3,45.7
350376,2017,63.3,0.8,30,1.2,0.2,51.4,48.6
350383,2017,45.9,9.2,40.7,1.3,0,53,47
350262,2017,8.8,2.1,33,53.4,0,51.7,48.3
350004,2017,15.8,10.1,30.9,36,0,55.4,44.6
350215,2017,4.9,6.3,54.9,30.4,0,50,50
350656,2017,3.6,1.8,85.8,7.8,0,52.5,47.5
350227,2017,37.8,31.3,18,6.6,0.5,49.1,50.9
350226,2017,71.5,0.2,23.7,2.2,0.2,50.2,49.8
350229,2017,31.8,0.2,63.7,1.9,0.2,50.5,49.5
350231,2017,42.9,2.1,38.7,11.3,1.3,46.2,53.8
350378,2017,66.3,1.2,26.5,2.2,1.8,50.5,49.5
350382,2017,20.7,0.5,39.2,31.8,0.5,58.5,41.5
350237,2017,26.9,5.7,21.1,37.1,0.6,57.7,42.3
350243,2017,50.6,2.9,36.8,5.2,0,46,54
350138,2017,60.3,2.7,27.7,2.7,0.3,53.3,46.7
350575,2017,32.8,22.5,30.8,11.1,0.4,44.3,55.7
350255,2017,17.1,3.2,17.1,58.6,0,57.2,42.8
350257,2017,46.8,1.5,46.7,2,0.5,51.2,48.8
350264,2017,2.4,2,88.6,6.4,0,53.2,46.8
350268,2017,22.9,5.5,64.3,4.3,0.2,53.5,46.5
350278,2017,27.5,5.7,37.1,23.9,0.4,51.1,48.9
350565,2017,21.3,51,20.4,4.3,0.2,55.1,44.9
350691,2017,2.2,0,90.4,5.4,0,45.5,54.5
350240,2017,18.7,38.9,20,18.3,0.3,53.5,46.5
350298,2017,37.6,5.9,28.8,25.3,0.6,47.1,52.9
350302,2017,4.1,0.3,75.5,18,0.7,53.1,46.9
350304,2017,49.4,1.7,37.2,6.1,0.4,56.7,43.3
350308,2017,23.6,0,73.7,1,0,51.6,48.4
350657,2017,65.9,3.8,24.2,2.9,0.4,55.5,44.5
350328,2017,41.3,17.2,20.5,16.6,0.3,53.9,46.1
350167,2017,43.5,4.6,41.8,3.6,0,50.9,49.1
350346,2017,13.7,5.3,24.4,51.4,0.3,53.6,46.4
350445,2017,41.3,1.2,47.4,7.3,0.6,51.7,48.3
350366,2017,29.9,11.9,51.7,2.1,0.8,50.9,49.1
350360,2017,48.8,1.6,38.9,7.8,0,45.9,54.1
350258,2017,23.4,4.7,44,23.6,0.2,56,44
350363,2017,47.8,0.9,37.4,10.4,0.3,72.4,27.6
350370,2017,59.9,0.6,32.5,2.8,0,52.1,47.9
350374,2017,18.5,12.3,36.2,28,0,54.7,45.3
350380,2017,52.6,0,44.2,1.5,0.2,51.4,48.6
4490305,2017,27.5,2.2,19.7,47.5,0.7,48.1,51.9
4110305,2017,54.8,0.8,32.6,7.4,0,51.5,48.5
4160305,2017,69.2,1,24.8,2.4,0.5,51.8,48.2
4810550,2017,64.1,0.3,31,1.5,0.1,49.3,50.7
360325,2017,1.4,2.4,3,89.5,0.8,49.1,50.9
360005,2017,1.6,0.7,3.7,89.6,0.9,53.3,46.7
360010,2017,2.3,1.4,3.7,86.5,2,50.1,49.9
380013,2017,0.2,3.3,2.6,91.4,0,50.9,49.1
390005,2017,1.4,4.8,3.4,86,0.7,48.1,51.9
400033,2017,8.6,13.3,5.2,70.8,0,49.4,50.6
400050,2017,7.1,17.7,7.8,64.5,1.4,55,45
400305,2017,6.8,13.5,3.8,73.5,0.4,51.4,48.6
400015,2017,2.6,13.6,2.6,80.5,0.5,49.2,50.8
400005,2017,2.8,17.2,4.8,73.3,0.5,53.1,46.9
400025,2017,1.6,24.3,5.1,67.4,0,47.8,52.2
400020,2017,2.2,22.4,5.1,68.2,0.3,49.6,50.4
400310,2017,2.2,16.1,3.8,76.7,0.1,48.7,51.3
410010,2017,2.6,1.3,4.7,88.4,0,50.6,49.4
4170205,2017,60.7,1.5,33,0.4,0.7,46.4,53.6
6250320,2017,3.6,0.8,2,89.7,0,54.2,45.8
6250050,2017,4.6,1.8,2,89,0.4,54.2,45.8
6250002,2017,6,1.6,2.7,86.1,0,52.9,47.1
6250315,2017,2.7,2.3,2.7,88.6,0,49.5,50.5
6250300,2017,3.5,1.1,3,86.6,0.4,53.3,46.7
430005,2017,3.5,1.8,0.4,94.4,0,49.1,50.9
440421,2017,42.7,1.6,9.2,41.7,0.2,50.7,49.3
440010,2017,55.4,1.7,10.4,28.3,0.2,52.5,47.5
440110,2017,51.5,2.1,16.8,21.7,0.9,56.6,43.4
440001,2017,62,0.2,18.2,11,1,54.2,45.8
440405,2017,69.8,0.7,11.3,13.5,0,55.2,44.8
440023,2017,60.9,0.3,14.7,17.9,0.2,49.6,50.4
440400,2017,41.7,0,14.6,41.7,0,66.7,33.3
440045,2017,46,3.6,8.7,36.1,0.4,50.4,49.6
440055,2017,76.4,0.2,12.9,6.3,0.4,51.6,48.4
440017,2017,44.6,5.1,11.1,31.4,0,50.1,49.9
440422,2017,39.2,2.6,26.7,25,0.4,48.2,51.8
440065,2017,53.2,6.3,13.1,22.1,0.8,51.8,48.2
440003,2017,36.4,0.4,46.5,11.9,0.8,50.5,49.5
440002,2017,50.2,1.7,12.9,31,0.1,51.8,48.2
440410,2017,70.9,2.1,14.5,8.9,0.2,53,47
440078,2017,76.5,0.7,8.9,10,0.5,53.1,46.9
440415,2017,51.3,3.1,16,22.8,0,52.8,47.2
440420,2017,50.6,3.5,14.9,24.8,0.3,49.8,50.2
4280305,2017,54.5,1.9,35.8,5.4,0.4,48.8,51.2
450005,2017,0.3,0,4.1,90.6,0.3,49.4,50.6
460005,2017,5.1,25.4,10.1,51.3,0,50.8,49.2
460015,2017,4.9,12.9,13.4,58.8,0,51.9,48.1
460025,2017,3.8,17.6,9,60.9,0,49.1,50.7
460045,2017,3.1,15.2,10.1,60.8,0,51.9,48.1
460030,2017,5.8,31.5,8.4,46.1,0,51.8,48.2
460020,2017,5.3,14.7,7.5,57.8,0.2,51.2,48.8
460040,2017,5.2,20.7,10.3,55.5,0,48.8,51.2
460035,2017,9.9,22.2,12,48.4,0,49.5,50.5
480007,2017,5.7,21.1,4.9,64.4,0,53.6,46.4
480035,2017,9.8,19.8,7.2,60.1,0.2,49.1,50.9
480303,2017,5.6,11.3,4.6,73.9,0.4,53,46.9
480015,2017,5.2,18.1,4.4,66.1,0.5,52.1,47.9
480020,2017,3.1,16,6.5,70.7,0,45.6,54.4
490006,2017,5,3.4,43.3,39.1,0,44.3,55.7
490305,2017,30.3,9.6,17.6,35.2,1.1,49.8,50.2
490007,2017,19.9,8,10,54,0,55,45
490090,2017,49.6,8.8,15.4,20.4,0.4,51.5,48.5
490080,2017,18.9,20.9,5.9,49.2,0,51,49
490020,2017,22.5,13.4,6.3,46.2,0,49.8,50.2
490065,2017,25.1,15.1,11,38.5,0.7,50.9,49.1
490040,2017,18.4,19.9,17.7,37.2,0,52.3,47.7
490035,2017,18.2,8.9,16.6,45.8,0.3,52.6,47.4
490005,2017,17.4,9.6,12.9,48.6,0.3,48.9,51.1
490030,2017,26.2,22.4,6.6,27.4,0,50.5,49.5
490045,2017,23.2,13.1,10.8,41.5,0.7,52.9,47.1
490050,2017,24.4,12.3,6.6,49.1,0,47.8,52.2
490310,2017,35.9,10.7,17.6,25.6,0.4,47.7,52.3
490315,2017,30.9,9.8,10.5,40,0.7,52.7,47.3
490320,2017,26.1,14.2,6.7,44,0.7,48.5,51.5
500020,2017,10,12.6,4.7,65.4,0.2,48,52
500017,2017,5.4,11.5,3.4,75.6,0,53.6,46.4
500012,2017,13.7,10.8,5.8,63.7,0,48.4,51.6
500305,2017,11.3,10.1,4.7,69.8,0,49.2,50.8
4320530,2017,1.2,1.2,4.5,87.7,0,42.8,57.2
510025,2017,0.5,11.5,3.2,76.1,0,54.9,45.1
520015,2017,1.3,0.3,1,96.3,0,50.4,49.6
520405,2017,1.3,0.2,1.1,95.6,0.1,50.7,49.3
6350005,2017,0,0,0,96.8,0,56,44
6350025,2017,0.2,2.1,3.8,89.8,0,53.6,46.4
6350035,2017,1.5,0.7,3,91.8,0,53,47
6350305,2017,1,1,2.8,91.2,0.3,52.3,47.7
560030,2017,2,9.7,5.5,79,0.8,56.8,43.2
560005,2017,2.5,14.3,4.4,75.1,0,49.3,50.7
560025,2017,4.2,16.1,7.9,67.5,0,55.2,44.8
560305,2017,2.2,14.6,4.8,76.4,0,50.5,49.5
560310,2017,3.1,13.2,4,77.3,0,50.8,49.2
560015,2017,1.1,17.4,6.3,71.5,0,56.2,43.8
570050,2017,3.3,1.3,89.4,4.8,0.4,55.4,44.6
570030,2017,7.1,1,80.7,9,0.5,54.8,45.2
570045,2017,6.2,1.5,83,7.3,0.6,56.8,43.2
570040,2017,5.5,1.2,84.7,6.5,0,51.4,48.6
570035,2017,2.1,0.7,91.6,4.2,0,50.4,49.6
570055,2017,5.9,2.1,86.6,5.2,0,48.8,51.2
570025,2017,5.9,1.1,82.8,9.2,0,53.8,46.2
6320025,2017,0.7,0,2.9,95,1.4,48.6,51.4
610003,2017,1.9,3.5,29.2,62.6,0,57.2,42.8
610305,2017,2.7,2,33.8,58.4,0.4,50.9,49.1
610015,2017,4.9,0.7,52.2,37.2,0.2,48.5,51.5
610020,2017,4.1,0.8,18,73.8,0,48.9,51.1
610021,2017,4.7,0,63.2,27.4,0,75.5,24.5
610310,2017,4.3,1.6,36.2,54.5,0.1,55.3,44.7
610050,2017,2.7,2,46.4,44.9,0,50.2,49.8
610090,2017,5.9,0.3,70.8,20.5,0,51.9,48.1
610040,2017,3,2,23.3,68.5,0,50.8,49.2
610022,2017,4.5,0.5,32.7,59.7,0,52.4,47.6
610065,2017,3.5,2.5,24.3,64.8,0,51.1,48.9
4180305,2017,5.6,6.1,21,60.5,1,52.4,47.6
630010,2017,0.6,0.6,1.2,96,0,46.2,53.8
640050,2017,3,1.1,22,72,0,52.7,47.3
640305,2017,4.7,1.1,22,70.9,0,55.4,44.6
4380505,2017,80.5,0,17.5,0.6,0.3,49.9,50.1
650505,2017,3.2,2.6,1.2,92.1,0.4,50.7,49.3
650005,2017,2.4,1.3,0.5,95,0,55,45
35030205,2017,19.8,20.3,37.2,18,0.2,48.9,51.1
4360305,2017,62,3.5,24.3,5.1,1.6,47.3,52.7
4260205,2017,0.7,0.7,96.4,2.1,0,51.4,48.6
4400205,2017,0.5,0.5,95.8,3.3,0,50.5,49.5
4310205,2017,1.1,1.1,93.6,4.3,0,48.9,51.1
670005,2017,7.8,7.4,9.9,67.9,0.2,49.9,50.1
670305,2017,4.8,5.9,4.2,80.6,0.1,47.7,52.3
670020,2017,1.5,7.3,5.1,77.1,0,53.7,46.3
670030,2017,1.5,5.5,5.1,82.8,0.2,54.3,45.7
4390050,2017,50.9,2.9,32,10.4,0,44.9,55.1
