school_id,year,first_lang_not_eng_num,first_lang_not_eng_per,ELL_num,ELL_per,disabilities_num,disabilities_per,low_inc_num,low_inc_per
990015,2017,6,1.9,5,1.6,53,17,36,11.6
990020,2017,25,6.3,16,4.1,66,16.8,67,17
4460550,2017,256,20.3,147,11.7,113,9,215,17
1000035,2017,379,54.8,232,33.5,139,20.1,301,43.5
1000006,2017,299,58.1,187,36.3,84,16.3,226,43.9
1000302,2017,286,52.4,46,8.4,152,27.8,207,37.9
1000007,2017,170,35.5,71,14.8,95,19.8,100,20.9
1000515,2017,842,40.1,232,11,313,14.9,478,22.7
1000305,2017,252,54.2,150,32.3,111,23.9,197,42.4
1000015,2017,124,21.6,53,9.2,118,20.6,103,18
1000001,2017,37,15.8,15,6.4,78,33.3,56,23.9
1000005,2017,98,39.2,71,28.4,25,10,66,26.4
1000045,2017,83,21.1,34,8.7,103,26.2,153,38.9
1000050,2017,160,28.7,69,12.4,182,32.7,274,49.2
1000039,2017,228,45.3,105,20.9,84,16.7,126,25
1000310,2017,255,35.2,41,5.7,170,23.5,184,25.4
1000055,2017,456,79.2,283,49.1,79,13.7,316,54.9
4780505,2017,4,1,0,0,63,15.9,21,5.3
1010040,2017,17,3.7,4,0.9,79,17,35,7.5
1010035,2017,19,7,13,4.8,42,15.4,47,17.3
1010003,2017,17,13,0,0,40,30.5,16,12.2
1010505,2017,73,4.2,10,0.6,221,12.7,102,5.9
1010012,2017,13,3.1,5,1.2,63,15.3,30,7.3
1010405,2017,22,4.7,0,0,60,12.9,26,5.6
1010013,2017,20,5.6,6,1.7,49,13.6,26,7.2
1010010,2017,14,4.3,6,1.8,51,15.5,16,4.9
1010030,2017,13,3.1,3,0.7,58,14,35,8.5
1010032,2017,28,7.7,12,3.3,28,7.7,64,17.5
1010310,2017,35,7.6,10,2.2,90,19.6,48,10.4
8180605,2017,1,0.2,0,0,139,28.5,174,35.7
6650505,2017,7,1,2,0.3,106,14.6,78,10.8
6650002,2017,5,1.2,4,1,25,6,69,16.5
6650001,2017,8,2,7,1.8,52,13,90,22.5
6650305,2017,8,1.1,2,0.3,100,13.5,104,14.1
6650015,2017,8,1.7,5,1.1,79,16.7,92,19.5
6700505,2017,20,3.3,9,1.5,117,19.1,107,17.5
1030001,2017,38,6.6,33,5.7,136,23.5,306,52.8
1030515,2017,4,4.3,4,4.3,27,29,61,65.6
1030505,2017,56,7.9,22,3.1,129,18.1,295,41.5
1030405,2017,42,7.7,23,4.2,128,23.4,265,48.4
1030020,2017,32,7,28,6.2,99,21.8,255,56
6720059,2017,1,0.9,0,0,23,19.8,46,39.7
6720505,2017,7,3.2,1,0.5,36,16.4,63,28.6
6720405,2017,8,3.8,3,1.4,36,17.3,44,21.2
6720143,2017,17,5.7,16,5.4,55,18.5,98,33
1050505,2017,1,0.2,0,0,56,13.6,42,10.2
1050305,2017,0,0,0,0,26,11.3,14,6.1
1050010,2017,5,0.7,4,0.6,70,10,65,9.3
1050005,2017,1,0.9,0,0,14,13,6,5.6
6740005,2017,1,0.9,0,0,15,12.8,38,32.5
6740310,2017,14,5.9,5,2.1,58,24.4,98,41.2
6740015,2017,28,18.9,27,18.2,28,18.9,84,56.8
6740050,2017,32,14.7,30,13.8,46,21.2,118,54.4
6740505,2017,19,8.2,8,3.5,37,16,80,34.6
4960305,2017,84,16.6,54,10.7,68,13.4,252,49.7
1070010,2017,55,15.5,41,11.5,48,13.5,159,44.8
1070020,2017,12,5.1,10,4.3,40,17,68,28.9
1070505,2017,79,9.7,34,4.2,209,25.6,267,32.6
1070025,2017,0,0,0,0,48,50,39,40.6
1070042,2017,6,2.8,5,2.3,38,17.8,60,28.2
1070305,2017,43,6.8,16,2.5,144,22.6,199,31.2
1070045,2017,29,13.2,29,13.2,71,32.3,110,50
1070050,2017,15,4.2,12,3.4,76,21.3,115,32.3
1090005,2017,0,0,0,0,0,0,0,0
1100505,2017,28,3.4,4,0.5,114,13.7,90,10.8
1100305,2017,20,4.1,4,0.8,64,13.2,43,8.9
1100200,2017,18,2.7,9,1.3,131,19.3,92,13.5
1100025,2017,5,1.8,2,0.7,50,17.5,35,12.3
1100030,2017,12,2,3,0.5,101,16.9,78,13.1
1100005,2017,4,1.3,3,1,70,22.7,41,13.3
1110004,2017,12,7.1,5,3,31,18.3,31,18.3
1110505,2017,20,5.2,6,1.6,56,14.7,78,20.5
1110010,2017,14,6.8,12,5.8,30,14.6,52,25.2
8210605,2017,76,5.4,27,1.9,137,9.8,503,36.1
8230605,2017,601,40.8,145,9.8,300,20.4,768,52.1
8280605,2017,527,24.1,118,5.4,462,21.2,958,43.9
8250605,2017,499,23.2,61,2.8,243,11.3,795,36.9
1140025,2017,4,1.6,4,1.6,32,13.2,63,25.9
1140010,2017,5,2.1,4,1.7,40,17.1,152,65
1140030,2017,0,0,0,0,0,0,3,50
1140505,2017,54,12.1,20,4.5,80,17.9,199,44.4
1140305,2017,39,9.9,17,4.3,53,13.5,194,49.2
1140035,2017,24,11.2,20,9.3,20,9.3,144,67
1140005,2017,0,0,0,0,33,27,59,48.4
6730001,2017,3,4.7,0,0,32,50,13,20.3
6730010,2017,15,3.1,10,2.1,67,14,39,8.2
6730505,2017,8,1,0,0,98,12.1,25,3.1
6730305,2017,26,3.3,8,1,122,15.4,55,7
6730005,2017,3,1.1,2,0.7,51,18.2,13,4.6
1170015,2017,24,7.9,6,2,48,15.8,57,18.8
1170505,2017,19,7.4,3,1.2,20,7.8,29,11.2
1180005,2017,7,1.2,5,0.8,83,14,112,18.9
6750007,2017,5,2,2,0.8,32,12.5,22,8.6
6750010,2017,3,1.2,2,0.8,35,13.8,17,6.7
6750505,2017,5,0.9,0,0,76,13.2,36,6.3
6750310,2017,4,1,0,0,66,16.2,23,5.7
6750015,2017,9,3.1,4,1.4,37,12.7,24,8.2
4990305,2017,56,11.7,22,4.6,37,7.7,200,41.8
6800005,2017,4,1.6,3,1.2,54,21.9,40,16.2
6800025,2017,12,3.8,11,3.5,44,14,45,14.3
6800505,2017,31,2.7,0,0,156,13.6,132,11.5
6800030,2017,11,3.2,5,1.5,35,10.3,58,17.1
6800050,2017,16,5.3,8,2.6,37,12.2,49,16.2
6800305,2017,4,1.8,0,0,45,20.3,41,18.5
6800310,2017,22,4.1,1,0.2,74,13.9,76,14.2
6830505,2017,25,3.4,6,0.8,134,18.1,121,16.3
1210005,2017,0,0,0,0,2,5.6,7,19.4
1220004,2017,13,3.1,6,1.4,88,20.8,37,8.7
1220005,2017,9,2.6,3,0.9,55,15.8,16,4.6
1220505,2017,12,1.5,5,0.6,131,16.6,45,5.7
1220305,2017,19,2.3,8,1,171,20.5,51,6.1
1220015,2017,6,2.6,4,1.8,51,22.4,15,6.6
1250505,2017,21,3.1,2,0.3,75,11,36,5.3
1250005,2017,24,5.5,10,2.3,44,10.2,16,3.7
1270005,2017,0,0,0,0,42,17.2,25,10.2
1270505,2017,1,0.5,1,0.5,36,18.2,28,14.1
1280005,2017,25,16.6,16,10.6,29,19.2,102,67.5
1280008,2017,52,8.4,22,3.6,146,23.7,199,32.3
1280035,2017,41,9.9,10,2.4,92,22.1,126,30.3
1280100,2017,235,23.1,147,14.5,149,14.7,524,51.5
1280020,2017,30,20,24,16,25,16.7,84,56
1280050,2017,103,20.7,37,7.4,154,31,229,46.1
1280026,2017,100,19.3,79,15.2,122,23.5,292,56.3
1280027,2017,8,3.2,3,1.2,22,8.9,104,41.9
1280033,2017,5,10.9,0,0,45,97.8,39,84.8
1280505,2017,315,17.2,122,6.7,313,17.1,632,34.6
1280085,2017,63,12.4,25,4.9,105,20.6,215,42.2
1280045,2017,10,4.9,1,0.5,126,62.1,98,48.3
1280054,2017,91,17.8,67,13.1,153,30,278,54.5
1280073,2017,4,7.8,2,3.9,50,98,35,68.6
1280075,2017,119,22,93,17.2,106,19.6,363,67.2
1280080,2017,5,3.3,3,2,17,11.3,42,27.8
6850005,2017,0,0,0,0,22,21,55,52.4
4190305,2017,38,17.5,27,12.4,60,27.6,113,52.1
4550050,2017,13,4.2,9,2.9,0,0,45,14.7
4500105,2017,2,0.9,0,0,36,16.5,25,11.5
1310005,2017,10,1.8,0,0,65,12,31,5.7
1310505,2017,9,0.7,0,0,137,11.2,78,6.4
1310410,2017,10,0.9,2,0.2,128,11.7,53,4.8
1310019,2017,6,1.3,0,0,52,11.1,24,5.1
1310020,2017,2,0.4,0,0,62,12.1,16,3.1
1310010,2017,6,1.3,4,0.9,50,10.6,29,6.2
1330505,2017,70,15.1,21,4.5,70,15.1,161,34.6
1330018,2017,55,12.9,38,8.9,93,21.8,133,31.1
1330025,2017,37,13.3,20,7.2,44,15.8,85,30.6
1350005,2017,0,0,0,0,30,12.7,65,27.4
1360505,2017,31,3.8,5,0.6,109,13.5,45,5.6
1360007,2017,84,12.3,23,3.4,116,17,53,7.8
1360010,2017,81,11,29,3.9,96,13.1,53,7.2
1360305,2017,43,6.5,12,1.8,123,18.6,49,7.4
1370045,2017,171,34.1,108,21.6,106,21.2,366,73.1
1370070,2017,123,42.6,89,30.8,50,17.3,263,91
1370505,2017,550,42.8,191,14.9,213,16.6,797,62
1370003,2017,84,32.1,47,17.9,102,38.9,147,56.1
1370040,2017,315,57.9,195,35.8,77,14.2,483,88.8
1370055,2017,243,43.5,113,20.2,138,24.7,442,79.1
1370015,2017,112,27.1,51,12.3,104,25.1,260,62.8
1370060,2017,176,38.3,106,23.1,109,23.7,357,77.8
1370025,2017,213,51.6,151,36.6,78,18.9,371,89.8
1370030,2017,195,53.3,121,33.1,117,32,311,85
1370605,2017,160,63.5,72,28.6,98,38.9,210,83.3
4530005,2017,172,24.5,90,12.8,105,15,474,67.5
1380505,2017,24,4.6,3,0.6,86,16.4,47,9
1380010,2017,25,4.6,7,1.3,102,18.6,58,10.6
1380003,2017,4,6.3,0,0,13,20.3,12,18.8
1390005,2017,39,8.7,39,8.7,38,8.4,13,2.9
1390010,2017,31,6.4,22,4.5,45,9.2,20,4.1
1390015,2017,21,4.2,5,1,52,10.5,26,5.2
1390505,2017,27,2.5,5,0.5,126,11.5,42,3.8
1390305,2017,33,3.8,4,0.5,123,14.1,25,2.9
1390003,2017,10,15.4,8,12.3,30,46.2,10,15.4
1410030,2017,93,19.1,61,12.5,62,12.7,129,26.5
1410410,2017,111,17.4,36,5.6,113,17.7,133,20.8
1410015,2017,69,21.2,43,13.2,39,12,61,18.8
1410505,2017,153,16.2,37,3.9,146,15.5,182,19.3
1410007,2017,42,16.8,20,8,50,20,63,25.2
1420505,2017,4,1.3,3,1,56,18,85,27.3
1420015,2017,2,0.5,2,0.5,75,18.1,124,29.9
1420305,2017,2,1,2,1,33,16.2,52,25.5
4350305,2017,38,4.8,20,2.5,148,18.7,77,9.7
1440505,2017,16,2.9,5,0.9,67,12.3,49,9
1440305,2017,8,1.7,3,0.7,65,14.2,50,10.9
1440007,2017,20,5.1,16,4.1,63,16,45,11.4
1440015,2017,17,4.4,16,4.2,66,17.2,77,20.1
6900510,2017,12,1.5,1,0.1,118,15.2,45,5.8
6900505,2017,30,2.3,4,0.3,145,11,107,8.1
1450005,2017,12,2.8,11,2.5,48,11,63,14.4
1450020,2017,12,2.1,4,0.7,96,16.6,101,17.4
4630205,2017,264,52.3,158,31.3,97,19.2,315,62.4
4290010,2017,815,68.1,328,27.4,149,12.5,575,48.1
1480005,2017,1,0.5,1,0.5,39,18.9,45,21.8
1490015,2017,399,77.6,161,31.3,92,17.9,354,68.9
1490017,2017,467,81.8,209,36.6,84,14.7,370,64.8
1490009,2017,449,76.5,306,52.1,75,12.8,408,69.5
1490053,2017,346,54.1,205,32.1,90,14.1,405,63.4
1490080,2017,488,65,189,25.2,147,19.6,498,66.3
1490040,2017,337,69.6,184,38,62,12.8,337,69.6
1490525,2017,228,47.9,51,10.7,66,13.9,251,52.7
1490022,2017,350,67.3,169,32.5,96,18.5,385,74
1490025,2017,377,75.7,85,17.1,99,19.9,361,72.5
1490536,2017,141,80.1,50,28.4,26,14.8,110,62.5
1490020,2017,261,68,177,46.1,83,21.6,275,71.6
1490003,2017,180,55,77,23.5,84,25.7,215,65.7
1490075,2017,273,75.2,162,44.6,35,9.6,259,71.3
1490002,2017,89,64,31,22.3,13,9.4,112,80.6
1490011,2017,97,56.4,41,23.8,26,15.1,109,63.4
1490515,2017,"2,759",83.7,"1,020",31,589,17.9,"1,906",57.8
1490048,2017,315,63,163,32.6,88,17.6,359,71.8
1490027,2017,344,65.3,121,23,79,15,324,61.5
1490540,2017,114,75.5,28,18.5,34,22.5,110,72.8
1490018,2017,299,49.9,130,21.7,67,11.2,345,57.6
1490001,2017,98,57,66,38.4,97,56.4,111,64.5
1490537,2017,100,56.8,26,14.8,176,100,142,80.7
1490004,2017,479,67.4,262,36.8,142,20,500,70.3
1490085,2017,341,74.5,128,27.9,121,26.4,313,68.3
1490090,2017,265,82.3,114,35.4,57,17.7,212,65.8
1490049,2017,275,79.7,106,30.7,60,17.4,220,63.8
4540205,2017,225,31.4,189,26.4,46,6.4,392,54.7
1500025,2017,11,3.3,10,3,43,12.8,139,41.4
1500505,2017,23,6.6,5,1.4,44,12.6,98,28.1
1510505,2017,24,5.3,7,1.5,56,12.3,88,19.3
1510005,2017,16,4.5,3,0.8,56,15.6,78,21.7
1510015,2017,20,5,8,2,53,13.2,85,21.1
1510010,2017,20,5.6,11,3.1,63,17.6,102,28.5
