school_id,year,school,charter,level,town,lat,long,african_american,asian,hispanic,white,native,male,female,first_lang_not_eng_num,first_lang_not_eng_per,ELL_num,ELL_per,disabilities_num,disabilities_per,low_inc_num,low_inc_per,total
4400205,2017,Community Day Charter Public School - Prospect,1,Middle,Lawrence,42.7095206,-71.1677349,0.5,0.5,95.8,3.3,0,50.5,49.5,294,73.5,163,40.8,42,10.5,193,48.3,400
4310205,2017,Community Day Charter Public School - R. Kingman Webster,1,Primary,Lawrence,42.7126662,-71.1449212,1.1,1.1,93.6,4.3,0,48.9,51.1,158,56.4,125,44.6,24,8.6,136,48.6,280
670005,2017,Alcott,0,Primary,Concord,42.4532925,-71.3461595,7.8,7.4,9.9,67.9,0.2,49.9,50.1,43,9.1,15,3.2,59,12.5,42,8.9,473
670305,2017,Concord Middle,0,Middle,Concord,42.4395368,-71.3956126,4.8,5.9,4.2,80.6,0.1,47.7,52.3,38,5.3,3,0.4,114,15.9,42,5.9,715
670020,2017,Thoreau,0,Primary,Concord,42.451621,-71.3973703,1.5,7.3,5.1,77.1,0,53.7,46.3,32,6.9,11,2.4,93,19.9,19,4.1,467
670030,2017,Willard,0,Primary,Concord,42.429251,-71.382042,1.5,5.5,5.1,82.8,0.2,54.3,45.7,22,4.9,12,2.6,56,12.4,13,2.9,453
4390050,2017,Conservatory Lab Charter School,1,Middle,Dorchester,42.2774114,-71.0654026,50.9,2.9,32,10.4,0,44.9,55.1,67,14.9,47,10.4,54,12,191,42.4,450
680005,2017,Conway Grammar,0,Primary,Conway,42.5130343,-72.6763439,0,0,3.5,95,0,56,44,1,0.7,0,0,26,18.4,33,23.4,141
710015,2017,Great Oak,0,Primary,Danvers,42.5700146,-70.9484571,2.3,0,9.6,82.5,0,53.3,46.7,4,1.3,3,1,19,6.3,45,14.9,302
710010,2017,Highlands,0,Primary,Danvers,42.564421,-70.9593193,3.7,3.7,6.7,80.2,0.3,49.7,50.3,11,2.9,10,2.7,45,12,65,17.4,374
710305,2017,Holten Richmond Middle School,0,Middle,Danvers,42.5677556,-70.9293234,1.6,2.1,7.4,85.8,0.1,51.1,48.9,20,2.4,2,0.2,136,16.2,126,15,838
710032,2017,Ivan G Smith,0,Primary,Danvers,42.5876412,-70.9538441,1.7,4.2,8.7,83.9,0,47.2,52.8,3,1,1,0.3,30,10.5,49,17.1,286
710030,2017,Riverside,0,Primary,Danvers,42.5603755,-70.9233788,2.5,3.2,7.6,84.2,0.4,55.8,44.2,9,3.2,7,2.5,82,29.5,60,21.6,278
710045,2017,Willis E Thorpe,0,Primary,Danvers,42.5731842,-70.9227837,1.8,2.1,5.8,89,0.9,53.5,46.5,4,1.2,4,1.2,54,16.5,64,19.6,327
720050,2017,Dartmouth Middle,0,Middle,North Dartmouth,41.6283702,-70.9648561,1.7,0.4,2.6,90.1,0,51.6,48.4,43,4.5,7,0.7,124,12.8,187,19.4,965
720030,2017,George H Potter,0,Primary,North Dartmouth,41.645281,-71.008818,1.9,0.2,4.4,88.8,0,54.1,45.9,30,7,18,4.2,47,11,129,30.1,429
720040,2017,James M. Quinn School,0,Primary,Dartmouth,41.627349,-70.9601598,1,1.6,3.1,87.4,0,54.6,45.4,34,5.5,17,2.8,99,16,138,22.4,617
720015,2017,Joseph Demello,0,Primary,South Dartmouth,41.6051827,-70.9398462,0.7,0.5,3.8,90.2,0,49.9,50.1,25,6,24,5.7,53,12.6,70,16.7,419
730010,2017,Avery,0,Primary,Dedham,42.2471035,-71.1618401,9.4,3.6,24,56.5,0.6,52.3,47.7,62,20.1,44,14.3,66,21.4,119,38.6,308
730305,2017,Dedham Middle School,0,Middle,Dedham,42.2443828,-71.1662705,6.8,2.4,14.3,73.1,0.3,51.3,48.7,74,11.7,23,3.6,155,24.6,121,19.2,631
730025,2017,Greenlodge,0,Primary,Dedham,42.2246616,-71.1559056,3.2,1.8,6.1,84.9,0,54.3,45.7,21,7.6,14,5,50,18,33,11.9,278
730030,2017,Oakdale,0,Primary,Dedham,42.2387033,-71.154899,7,1.8,9.6,73.9,0,46.7,53.3,32,11.8,15,5.5,45,16.5,39,14.3,272
730045,2017,Riverdale,0,Primary,Dedham,42.270298,-71.1803596,6.6,2.2,14.2,74.3,0,57.4,42.6,34,18.6,19,10.4,37,20.2,51,27.9,183
740015,2017,Deerfield Elementary,0,Primary,South Deerfield,42.480992,-72.60839,0.2,1.7,6.7,85.3,0,50.4,49.6,12,3,6,1.5,75,18.7,79,19.7,401
6450505,2017,Dennis-Yarmouth Regional High,0,High,South Yarmouth,41.6775776,-70.1932971,10,2.9,10.3,70.2,1.6,50.7,49.3,143,14.3,45,4.5,175,17.4,344,34.3,1003
6450005,2017,Ezra H Baker Innovation School,0,Primary,West Dennis,41.6684998,-70.1526856,9.9,1.4,9.6,69.4,0.8,54.1,45.9,46,13,43,12.2,56,15.9,172,48.7,353
6450015,2017,Marguerite E Small Elementary,0,Primary,West Yarmouth,41.6736244,-70.2460958,7.5,1.6,17.6,59.2,4.9,59.5,40.5,72,23.5,44,14.4,59,19.3,138,45.1,306
6450305,2017,Mattacheese Middle School,0,Middle,West Yarmouth,41.6724675,-70.2468577,10.2,1.9,8.5,73.5,2.1,51.5,48.5,55,13,28,6.6,84,19.9,176,41.6,423
6450050,2017,N H Wixon Innovation School,0,Primary,South Dennis,0,0,7.4,2.9,11.5,70.6,2.3,49.4,50.6,92,17.9,43,8.4,105,20.4,210,40.9,514
6450025,2017,Station Avenue Elementary,0,Primary,South Yarmouth,41.68029,-70.1975803,6.6,1.6,5.9,74.8,2.8,51.3,48.7,66,15.5,46,10.8,43,10.1,159,37.4,425
6500005,2017,Dighton Elementary,0,Primary,Dighton,41.8354466,-71.1212916,0.2,1.4,6.2,87.6,0,49.8,50.2,0,0,0,0,54,12.9,64,15.2,420
6500305,2017,Dighton Middle School,0,Middle,Dighton,41.8354466,-71.1212916,1,0.8,3.8,91.4,0,54.8,45.2,1,0.3,0,0,46,11.6,53,13.4,396
6500310,2017,Dorothy L Beckwith,0,Middle,Rehoboth,41.8485461,-71.2511198,0.5,0.9,4,91.8,0.2,50.4,49.6,7,1.2,1,0.2,88,15.3,80,13.9,575
6500010,2017,Palmer River,0,Primary,Rehoboth,41.8484722,-71.2524267,1.2,1.8,3.9,89.9,0.4,48.6,51.4,7,1.2,3,0.5,38,6.7,69,12.2,564
770015,2017,Douglas Elementary School,0,Primary,Douglas,42.0715655,-71.7029552,0.5,1.5,1.5,93.6,0,53.2,46.8,1,0.2,0,0,73,18.1,65,16.1,404
770305,2017,Douglas Middle School,0,Middle,Douglas,42.0713794,-71.7027912,0.6,1.9,4.2,91.1,0,50.6,49.4,1,0.3,0,0,50,13.9,62,17.2,360
780005,2017,Chickering,0,Primary,Dover,42.2512036,-71.2713659,2.9,12.8,4.6,74.7,0,54.9,45.1,29,6,12,2.5,72,14.9,13,2.7,483
6550405,2017,Dover-Sherborn Regional Middle School,0,Middle,Dover,42.2191892,-71.3231071,3.1,8.6,2.7,81.3,0.4,50.7,49.3,25,4.8,3,0.6,67,12.8,16,3.1,523
790035,2017,Brookside Elementary,0,Primary,Dracut,42.6729872,-71.3417058,10.2,6.5,8,74.7,0.2,51.6,48.4,17,3.7,10,2.2,68,14.7,130,28.1,463
790045,2017,George H. Englesby Elementary School,0,Primary,Dracut,42.6761744,-71.3380406,4.5,6.1,11,76,0,49.2,50.8,12,2.4,9,1.8,86,16.9,141,27.8,508
790030,2017,Greenmont Avenue,0,Primary,Dracut,42.6691409,-71.3081331,3.9,4.6,11.8,78.6,0,51.4,48.6,11,3.9,5,1.8,44,15.7,78,27.9,280
790020,2017,Joseph A Campbell Elementary,0,Primary,Dracut,42.6631534,-71.2641271,3.1,2.9,4.8,87.5,0,54.4,45.6,11,2,9,1.6,109,20,94,17.2,546
790410,2017,Justus C. Richardson Middle School,0,Middle,Dracut,42.6748951,-71.3403139,5.8,6.2,7.5,78.6,0.2,50.8,49.2,34,3.8,7,0.8,129,14.3,182,20.2,901
4070405,2017,Dudley Street Neighborhood Charter School,1,Primary,Boston,42.3235158,-71.0728512,61,0,36.6,1.4,0.7,45.2,54.8,103,35.3,52,17.8,33,11.3,146,50,292
6580310,2017,Charlton Middle School,0,Middle,Charlton,42.1345554,-71.9425095,0.6,1,6,90.5,0,51,49,25,3.6,1,0.1,82,11.6,104,14.8,704
6580005,2017,Dudley Elementary,0,Primary,Dudley,42.0566824,-71.8855985,2.7,0.3,8.3,86.1,0,52.3,47.7,38,10.2,12,3.2,46,12.3,93,24.9,373
6580305,2017,Dudley Middle School,0,Middle,Dudley,42.054296,-71.914208,1.8,1.9,8.8,85.3,0,48.6,51.4,64,10.4,7,1.1,89,14.4,124,20.1,617
6580030,2017,Heritage School,0,Primary,Charlton,42.1292624,-71.9379566,1,1,8.7,86.5,0,54.2,45.8,41,8.3,11,2.2,66,13.3,90,18.1,496
820004,2017,Alden School,0,Primary,Duxbury,42.0467988,-70.6830266,0.1,1.4,2.4,92.8,0.1,49.2,50.8,8,1.1,3,0.4,111,15.7,40,5.7,706
820305,2017,Duxbury Middle,0,Middle,Duxbury,42.0465098,-70.680051,0.1,1.5,2.3,92.9,0.1,53.1,46.9,11,1.5,5,0.7,96,12.8,41,5.5,751
830505,2017,East Bridgewater JR./SR. High School,0,High,East Bridgewater,42.0284758,-70.9545017,2.8,0.3,1.9,93.2,0.2,48.6,51.2,7,0.7,5,0.5,155,14.7,148,14.1,1051
830010,2017,Gordon W Mitchell,0,Primary,East Bridgewater,42.0286021,-70.9447419,3.2,0.7,2,90.4,0.3,54.9,44.9,2,0.3,2,0.3,161,23.3,124,18,690
870305,2017,Birchland Park,0,Middle,East Longmeadow,42.0692937,-72.5076312,2.2,5.9,5.4,85.5,0,52.4,47.6,40,6.4,6,1,107,17,108,17.2,628
870010,2017,Mapleshade,0,Primary,East Longmeadow,42.0722825,-72.507149,3.3,5.9,5.6,82.5,0,44.6,55.4,30,11.2,8,3,43,16,66,24.5,269
870015,2017,Mountain View,0,Primary,East Longmeadow,42.0518131,-72.4829099,1.7,3,5.3,86.3,0,51.7,48.3,12,4,1,0.3,48,16,41,13.7,300
850005,2017,Eastham Elementary,0,Primary,Eastham,41.8412949,-69.9737373,5.5,1.6,3.8,85.7,1.1,48.4,51.6,8,4.4,4,2.2,31,17,53,29.1,182
860005,2017,Center School,0,Primary,Easthampton,42.2686154,-72.6724441,1,2.1,13.4,79.4,0.5,58.8,41.2,12,6.2,11,5.7,36,18.6,59,30.4,194
860010,2017,Maple,0,Primary,Easthampton,42.2647682,-72.6638066,1.6,3.5,9.8,81.6,0.8,53.9,46.1,13,5.1,5,2,64,25,99,38.7,256
860020,2017,Neil A Pepin,0,Primary,Easthampton,42.2685488,-72.6734603,1,5.7,13,75,0.5,55.2,44.8,11,5.7,7,3.6,29,15.1,54,28.1,192
860305,2017,White Brook Middle School,0,Middle,Easthampton,42.2530453,-72.6718189,1.8,3.6,10.5,82.4,0,48.3,51.7,29,6.5,4,0.9,90,20,134,29.8,449
880405,2017,Easton Middle School,0,Middle,North Easton,42.0594143,-71.1102459,5.4,3.4,3.5,85.1,0.1,49.3,50.7,31,3.5,0,0,172,19.4,97,10.9,887
880025,2017,Richardson Olmsted School,0,Primary,North Easton,42.057977,-71.111183,4,3.2,4,86.2,0,51,49,34,4.1,7,0.8,143,17.1,93,11.1,835
890005,2017,Edgartown Elementary,0,Middle,Edgartown,41.3899127,-70.5219357,3.2,0.3,18.1,71,2.3,45.7,54.3,95,27.3,55,15.8,79,22.7,96,27.6,348
910030,2017,Erving Elementary,0,Primary,Erving,42.5894693,-72.4854948,0,0,3.7,86.8,0,52.9,47.1,0,0,0,0,28,20.6,40,29.4,136
930030,2017,Devens School,0,High,Everett,42.4083454,-71.0558589,20,0,38.5,36.9,0,76.9,23.1,26,40,7,10.8,59,90.8,50,76.9,65
930028,2017,George Keverian School,0,Middle,Everett,42.4088743,-71.0448553,16.5,5.6,48,26.9,0.5,52.8,47.2,593,63,134,14.2,133,14.1,456,48.4,942
930038,2017,Lafayette School,0,Middle,Everett,42.4219346,-71.0509839,19.2,4.6,44.1,28.7,0.5,47.8,52.2,501,53.8,151,16.2,179,19.2,443,47.6,931
930018,2017,Madeline English School,0,Middle,Everett,42.4134454,-71.0689978,13.1,5,46.8,32.7,0.6,49.7,50.3,474,54,121,13.8,169,19.2,390,44.4,878
930058,2017,Parlin School,0,Middle,Everett,42.4109288,-71.0507982,18.8,3,60.2,16.2,0.2,49,51,643,73.8,239,27.4,85,9.8,450,51.7,871
930010,2017,Sumner G. Whittier School,0,Middle,Everett,42.40386,-71.057718,13.4,6.4,61,16.5,1,47.6,52.4,461,77.5,145,24.4,58,9.7,308,51.8,595
930015,2017,Webster School,0,Primary,Everett,42.4124632,-71.0389068,15.8,6.9,41,34.4,0,56.7,43.3,365,64.7,65,11.5,135,23.9,295,52.3,564
4100205,2017,Excel Academy Charter School,1,High,East Boston,42.382702,-71.018783,7.3,1.5,79.2,10.1,1.3,49.4,50.6,588,61.4,144,15,183,19.1,396,41.4,957
940010,2017,East Fairhaven,0,Primary,Fairhaven,41.6499576,-70.8634647,1.6,1.6,6.2,86,0.5,52.3,47.7,12,2.8,7,1.6,79,18.1,148,33.9,436
940305,2017,Hastings Middle,0,Middle,Fairhaven,41.6469351,-70.8981203,1.1,2.6,4.1,89.5,0.7,52.6,47.4,20,4.4,6,1.3,55,12,128,27.9,458
940030,2017,Leroy Wood,0,Primary,Fairhaven,41.6352085,-70.8824607,1.6,2.1,5.6,85.4,0.2,49.8,50.2,20,3.9,12,2.3,64,12.5,173,33.7,514
950009,2017,Carlton M. Viveiros Elementary School,0,Primary,Fall River,41.6859067,-71.1770178,7.4,3.9,29.4,49.1,0.3,53.5,46.5,121,16.7,73,10.1,125,17.2,554,76.4,725
950017,2017,Henry Lord Community School,0,Middle,Fall River,41.6726871,-71.1688953,9.9,5.3,30.3,43.9,0.2,53.2,46.8,138,22.1,106,17,154,24.7,491,78.7,624
950140,2017,James Tansey,0,Primary,Fall River,41.718721,-71.130869,1.4,1,8.9,80.9,0,47.8,52.2,13,4.4,7,2.4,33,11.3,133,45.4,293
950045,2017,John J Doran,0,Middle,Fall River,41.7001178,-71.1650428,7.7,1.8,28,53.3,0.4,51.6,48.4,127,23.3,76,13.9,114,20.9,417,76.4,546
950013,2017,Letourneau Elementary School,0,Primary,Fall River,41.6728917,-71.1558989,7.5,2,36,48.6,0,49.6,50.4,247,41.4,203,34,79,13.2,419,70.2,597
950011,2017,Mary Fonseca Elementary School,0,Primary,Fall River,41.7012674,-71.1383531,8.7,5.6,33.5,40.5,0.6,50.5,49.5,172,24.1,129,18.1,84,11.8,578,81.1,713
950320,2017,Matthew J Kuss Middle,0,Middle,Fall River,41.6927192,-71.1805985,6.5,3.8,21,62.6,0.3,49,51,127,16.5,40,5.2,153,19.9,457,59.4,770
950315,2017,Morton Middle,0,Middle,Fall River,41.7164201,-71.1500299,7.7,4.7,21.7,59.2,0.2,56.1,43.9,100,16.1,34,5.5,141,22.7,391,62.9,622
950005,2017,North End Elementary,0,Primary,Fall River,41.733566,-71.1111325,5.6,3.8,18,63.8,0,54.1,45.9,96,12.6,48,6.3,160,21,433,56.7,763
950145,2017,Samuel Watson,0,Primary,Fall River,41.6843672,-71.1306086,11.8,2,23.4,49.3,1.3,46.7,53.3,47,15.5,34,11.2,43,14.1,237,78,304
950130,2017,Spencer Borden,0,Primary,Fall River,41.7138069,-71.1312045,5.4,4.4,15.5,66.5,0,55.6,44.4,55,10.5,26,5,111,21.2,303,57.9,523
950340,2017,Stone PK-12 School,0,High,Fall River,41.7086482,-71.1530495,12.5,0,25,46.9,0,90.6,9.4,3,9.4,1,3.1,31,96.9,28,87.5,32
950305,2017,Talbot Innovation School,0,Middle,Fall River,41.6931977,-71.1252846,7.1,5.1,31.7,50.4,0.2,52.2,47.8,205,37.5,133,24.4,117,21.4,396,72.5,546
950065,2017,William S Greene,0,Primary,Fall River,41.6860982,-71.1521855,4.9,5.3,23.2,57.6,0.1,50,50,117,15.2,58,7.6,140,18.2,513,66.8,768
960005,2017,East Falmouth Elementary,0,Primary,East Falmouth,41.5768464,-70.5602381,5.1,0.9,6,78.9,2.3,54.1,45.9,12,3.4,4,1.1,77,21.9,146,41.6,351
960405,2017,Lawrence,0,Middle,Falmouth,41.555319,-70.6155449,4.6,3,3.9,80.5,1.4,51.2,48.8,31,5.5,11,1.9,115,20.2,141,24.8,568
960305,2017,Morse Pond School,0,Primary,Falmouth,41.559517,-70.605448,6.5,1.4,5.1,81.3,0.5,49.2,50.8,37,6.3,14,2.4,104,17.7,149,25.3,589
960020,2017,Mullen-Hall,0,Primary,Falmouth,41.5539148,-70.6139648,3,3.4,6,78.7,1.5,53.9,46.1,39,8.4,24,5.2,64,13.8,125,26.9,464
960030,2017,North Falmouth Elementary,0,Primary,North Falmouth,41.6377661,-70.6215864,2.2,1.9,5.4,86.2,0,49,51,19,6.1,7,2.2,46,14.7,67,21.5,312
960015,2017,Teaticket,0,Primary,East Falmouth,41.567398,-70.591688,8.3,2,5.3,75,2.7,52.3,47.7,20,6.7,5,1.7,42,14,123,41,300
6620020,2017,Farmington River Elementary,0,Primary,Otis,42.2051139,-73.0962778,0,0,0.9,98.2,0,52.6,47.4,0,0,0,0,19,16.7,38,33.3,114
970315,2017,Arthur M Longsjo Middle School,0,Middle,Fitchburg,42.5864092,-71.8001731,5.9,4.7,51.3,30.4,0.2,55.1,44.9,174,31.1,24,4.3,125,22.4,355,63.5,559
970016,2017,Crocker Elementary,0,Primary,Fitchburg,42.6040437,-71.8064005,4.5,2.5,51.4,34.1,0.3,52.5,47.5,171,26.6,80,12.5,158,24.6,413,64.3,642
970340,2017,McKay Arts Academy,0,Middle,Fitchburg,42.5949697,-71.789586,4.6,6.7,48.1,32.5,0,47.1,52.9,199,29.6,69,10.3,140,20.8,376,55.9,673
970048,2017,Memorial Middle School,0,Middle,Fitchburg,42.57179,-71.811206,5.6,5.4,52.2,29.9,0,50.3,49.7,290,40.5,95,13.3,124,17.3,391,54.6,716
970043,2017,Reingold Elementary,0,Primary,Fitchburg,42.571385,-71.830917,5.8,3.1,44.9,38.1,0,51.9,48.1,145,23.3,99,15.9,105,16.9,366,58.8,622
970060,2017,South Street Elementary,0,Primary,Fitchburg,42.5710336,-71.79778,6.1,5.6,53.3,27.3,0.1,49.9,50.1,222,32.8,130,19.2,169,25,444,65.6,677
980005,2017,Abbott Memorial,0,Middle,Florida,42.6933919,-73.0374219,1.2,0,0,96.3,0,44.4,55.6,0,0,0,0,21,25.9,21,25.9,81
4130505,2017,Four Rivers Charter Public School,1,High,Greenfield,42.5964539,-72.6208917,0.5,2.7,7.3,85,0,47.3,52.7,6,2.7,1,0.5,32,14.5,65,29.5,220
990050,2017,Charles Taylor Elementary,0,Primary,Foxborough,42.0486549,-71.253691,4.1,4.1,4.1,84.4,0.8,57.2,42.8,9,3.7,8,3.3,38,15.6,25,10.3,243
990405,2017,John J Ahern,0,Middle,Foxborough,42.0701495,-71.2388553,4.5,2.3,4.2,86.8,0.5,51,49,9,1.1,7,0.9,153,18.8,126,15.4,816
990015,2017,Mabelle M Burrell,0,Primary,Foxborough,42.0610608,-71.2060398,2.6,6.1,3.5,83.3,0.3,55.6,44.4,6,1.9,5,1.6,53,17,36,11.6,311
990020,2017,Vincent M Igo Elementary,0,Primary,Foxborough,42.0609891,-71.2508329,3.6,5.3,4.1,83.5,0.5,50.8,49.2,25,6.3,16,4.1,66,16.8,67,17,394
4460550,2017,Foxborough Regional Charter School,1,High,Foxborough,42.05689,-71.244916,36.6,10,4.4,42.9,0.1,47.4,52.6,256,20.3,147,11.7,113,9,215,17,1261
1000035,2017,Barbieri Elementary,0,Primary,Framingham,42.279599,-71.432441,3.3,0.6,69.4,23.6,0.1,46.2,53.8,379,54.8,232,33.5,139,20.1,301,43.5,692
1000006,2017,Brophy,0,Primary,Framingham,42.3066016,-71.4639796,7.6,4.5,53.4,32.4,0,48.9,51.1,299,58.1,187,36.3,84,16.3,226,43.9,515
1000302,2017,Cameron Middle School,0,Middle,Framingham,42.3332104,-71.3997864,7.1,2,18.3,69.2,0.2,50.2,49.8,286,52.4,46,8.4,152,27.8,207,37.9,546
1000007,2017,Charlotte A Dunning,0,Primary,Framingham,42.3212597,-71.4305857,5,13.4,11.3,66.6,0,54.5,45.5,170,35.5,71,14.8,95,19.8,100,20.9,479
1000305,2017,Fuller Middle,0,Middle,Framingham,42.2940744,-71.4172676,9,2.4,38.3,46.7,0,52,48,252,54.2,150,32.3,111,23.9,197,42.4,465
1000015,2017,Hemenway,0,Primary,Framingham,42.330378,-71.4326266,3.8,7.5,11.5,72.9,0,51.1,48.9,124,21.6,53,9.2,118,20.6,103,18,573
1000045,2017,Mary E Stapleton Elementary,0,Primary,Framingham,42.3266678,-71.4000183,6.6,4.3,19.1,64.6,0.3,52.2,47.8,83,21.1,34,8.7,103,26.2,153,38.9,393
1000050,2017,Miriam F McCarthy School,0,Primary,Framingham,42.2916714,-71.4162954,11.5,2.3,28,52.2,0,49.7,50.3,160,28.7,69,12.4,182,32.7,274,49.2,557
1000039,2017,Potter Road,0,Primary,Framingham,42.336708,-71.414839,5.2,4.4,7.2,78.7,0,52.3,47.7,228,45.3,105,20.9,84,16.7,126,25,503
1000310,2017,Walsh Middle,0,Middle,Framingham,42.3230195,-71.4268751,4.7,7.9,29.3,55.4,0,51,49,255,35.2,41,5.7,170,23.5,184,25.4,724
1000055,2017,Woodrow Wilson,0,Primary,Framingham,42.2709077,-71.398302,8.5,0.3,21.5,67.4,0.2,49.7,50.3,456,79.2,283,49.1,79,13.7,316,54.9,576
4780505,2017,Francis W. Parker Charter Essential School,1,High,Devens,42.5489,-71.6063,0.5,1.5,2.8,91.6,0,45.6,54.2,4,1,0,0,63,15.9,21,5.3,395
1010040,2017,Annie Sullivan Middle School,0,Middle,Franklin,42.1092845,-71.3975598,0.6,3.7,1.7,92.9,0,52.8,47.2,17,3.7,4,0.9,79,17,35,7.5,464
1010035,2017,Davis Thayer,0,Primary,Franklin,42.0838304,-71.4023376,1.5,1.5,4.8,90.4,0.4,53.3,46.7,19,7,13,4.8,42,15.4,47,17.3,272
1010012,2017,Helen Keller Elementary,0,Primary,Franklin,42.1092845,-71.3975598,1.5,3.9,0.7,91.8,0,53.8,46.2,13,3.1,5,1.2,63,15.3,30,7.3,413
1010405,2017,Horace Mann,0,Middle,Franklin,42.0917429,-71.4060949,1.3,7.7,2.1,86.9,0.2,47.2,52.8,22,4.7,0,0,60,12.9,26,5.6,466
1010013,2017,J F Kennedy Memorial,0,Primary,Franklin,42.1085443,-71.4270606,0.8,7.8,2.8,86.1,0,51.7,48.3,20,5.6,6,1.7,49,13.6,26,7.2,360
1010010,2017,Jefferson Elementary,0,Primary,Franklin,42.0525101,-71.418155,2.4,7.9,1.2,86.6,0,54.7,45.3,14,4.3,6,1.8,51,15.5,16,4.9,329
1010030,2017,Oak Street Elementary,0,Primary,Franklin,42.0917429,-71.4060949,1,4.4,4.8,86.7,0.2,53.3,46.7,13,3.1,3,0.7,58,14,35,8.5,413
1010032,2017,Parmenter,0,Primary,Franklin,42.0719544,-71.3958899,3.8,6.6,2.7,84.4,0.3,52.3,47.7,28,7.7,12,3.3,28,7.7,64,17.5,365
1010310,2017,Remington Middle,0,Middle,Franklin,42.0525101,-71.418155,1.5,5,3.7,87.4,0.2,52,48,35,7.6,10,2.2,90,19.6,48,10.4,460
6650002,2017,Assawompset Elementary School,0,Primary,Lakeville,41.847605,-70.946418,2.2,1,0.2,93.8,0.2,52,48,5,1.2,4,1,25,6,69,16.5,417
6650001,2017,Freetown Elementary School,0,Primary,East Freetown,41.7609555,-71.014764,1,0.3,1.5,96.5,0,51,49,8,2,7,1.8,52,13,90,22.5,400
6650305,2017,Freetown-Lakeville Middle School,0,Middle,Lakeville,41.7942446,-70.9871428,0.7,0.9,1.8,94.7,0.3,49.9,50.1,8,1.1,2,0.3,100,13.5,104,14.1,739
6650015,2017,George R Austin Intermediate School,0,Primary,Lakeville,41.7923643,-70.9796316,1.7,0.6,0.8,94.9,0.4,47.8,52.2,8,1.7,5,1.1,79,16.7,92,19.5,473
6700505,2017,Frontier Regional,0,High,South Deerfield,42.4834833,-72.6055996,1.3,3.1,4.4,88.4,0,54,46,20,3.3,9,1.5,117,19.1,107,17.5,611
1030001,2017,Elm Street School,0,Primary,Gardner,42.5755935,-71.9823127,2.4,1,17.3,68.6,0.2,55.8,44.2,38,6.6,33,5.7,136,23.5,306,52.8,579
1030505,2017,Gardner High,0,High,Gardner,42.5834067,-71.9793392,2.7,2.1,12.5,78.5,0.4,53.6,46.4,56,7.9,22,3.1,129,18.1,295,41.5,711
1030405,2017,Gardner Middle School,0,Middle,Gardner,42.5840095,-71.9783811,2.6,1.8,15.2,70,0.2,49.4,50.6,42,7.7,23,4.2,128,23.4,265,48.4,547
6720059,2017,Chester Elementary,0,Primary,Chester,42.2977323,-72.9838606,1.7,0,3.4,91.4,1.7,53.4,46.6,1,0.9,0,0,23,19.8,46,39.7,116
6720405,2017,Gateway Regional Middle School,0,Middle,Huntington,42.251203,-72.8701362,0,0.5,5.8,91.8,0.5,57.2,42.8,8,3.8,3,1.4,36,17.3,44,21.2,208
6720143,2017,Littleville Elementary School,0,Primary,Huntington,42.2504672,-72.8689954,1.3,0,3.7,91.9,0,53.2,46.8,17,5.7,16,5.4,55,18.5,98,33,297
1050305,2017,Georgetown Middle School,0,Middle,Georgetown,42.7232302,-70.9887122,0.4,1.3,0.4,97,0,54.1,45.9,0,0,0,0,26,11.3,14,6.1,231
1050010,2017,Penn Brook,0,Primary,Georgetown,42.7135655,-70.984962,1.1,1.1,1.7,94.7,0,52.1,47.9,5,0.7,4,0.6,70,10,65,9.3,697
6740005,2017,Gill Elementary,0,Primary,Gill,42.6488731,-72.4966463,3.4,0,1.7,88,0,52.1,47.9,1,0.9,0,0,15,12.8,38,32.5,117
6740310,2017,Great Falls Middle,0,Middle,Montague,42.5878145,-72.5429385,2.1,0.4,8,84,0.4,48.7,51.3,14,5.9,5,2.1,58,24.4,98,41.2,238
6740050,2017,Sheffield Elementary School,0,Primary,Turners Falls,42.5991147,-72.5572023,0,0,17.1,71,0.5,50.2,49.8,32,14.7,30,13.8,46,21.2,118,54.4,217
4960305,2017,Global Learning Charter Public School,1,High,New Bedford,41.6598936,-70.9292856,10.7,1,29.8,52.3,1,51.7,48.3,84,16.6,54,10.7,68,13.4,252,49.7,507
1070010,2017,Beeman Memorial,0,Primary,Gloucester,42.6368924,-70.6723789,1.1,2.5,14.4,79.7,0.6,49.9,50.1,55,15.5,41,11.5,48,13.5,159,44.8,355
1070020,2017,East Gloucester Elementary,0,Primary,Gloucester,42.6102352,-70.6471742,0,0,6.8,88.1,0,55.3,44.7,12,5.1,10,4.3,40,17,68,28.9,235
1070042,2017,Plum Cove School,0,Primary,Gloucester,42.6731596,-70.6582689,2.8,0.9,2.8,92,0,51.2,48.8,6,2.8,5,2.3,38,17.8,60,28.2,213
1070305,2017,Ralph B O'Maley Middle,0,Middle,Gloucester,42.6289882,-70.6724554,1.6,0.9,8.6,83.7,0.5,51.5,48.5,43,6.8,16,2.5,144,22.6,199,31.2,637
1070045,2017,Veterans Memorial,0,Primary,Gloucester,42.6199481,-70.6500591,0.9,0.9,12.3,85,0,49.1,50.9,29,13.2,29,13.2,71,32.3,110,50,220
1070050,2017,West Parish,0,Primary,Gloucester,42.6195359,-70.7117359,1.7,1.7,5.1,88.8,0.8,48,52,15,4.2,12,3.4,76,21.3,115,32.3,356
