school_id,year,school,charter,level,town,lat,long,african_american,asian,hispanic,white,native,male,female,first_lang_not_eng_num,first_lang_not_eng_per,ELL_num,ELL_per,disabilities_num,disabilities_per,low_inc_num,low_inc_per,total
1680016,2017,Village School,0,Primary,Marblehead,42.5030622,-70.8663435,4,1.3,5.7,86.1,0.3,52.8,47.2,55,8.2,37,5.5,137,20.5,66,9.9,668
4640305,2017,Marblehead Community Charter Public School,1,Middle,Marblehead,42.5086225,-70.8531519,2.6,2.6,2.2,90,0.9,57.4,42.6,11,4.8,11,4.8,49,21.3,7,3,230
1690005,2017,Sippican,0,Primary,Marion,41.7033805,-70.7678066,2.4,1.7,2,87.6,0.2,51.5,48.5,8,1.7,3,0.7,87,19,100,21.8,458
1700045,2017,1 LT Charles W. Whitcomb School,0,Middle,Marlborough,42.3572309,-71.5491199,2.9,2.8,46.1,44.5,0,51.8,48.2,534,41.6,142,11.1,257,20,449,34.9,1285
1700030,2017,Charles Jaworek School,0,Primary,Marlborough,42.3659092,-71.5337307,2.3,7.4,42.1,45.9,0.5,51.6,48.4,398,47.6,250,29.9,107,12.8,300,35.9,836
1700008,2017,Francis J Kane,0,Primary,Marlborough,42.3429623,-71.5205566,5,2.3,40.4,49.3,0,52.7,47.3,265,42.7,177,28.5,103,16.6,202,32.5,621
1700025,2017,Richer,0,Primary,Marlborough,42.3381582,-71.5774787,4.2,2.5,54,35.2,0.2,49.6,50.4,257,48.7,177,33.5,57,10.8,197,37.3,528
1710015,2017,Daniel Webster,0,Primary,Marshfield,42.0988348,-70.6866672,0.5,1.8,3.2,92.1,0.3,49.6,50.4,10,2.6,5,1.3,67,17.7,61,16.1,379
1710005,2017,Eames Way School,0,Primary,Marshfield,42.132776,-70.728118,0,0,0.4,97.6,0,61.8,38.2,0,0,0,0,37,14.6,23,9.1,254
1710310,2017,Furnace Brook Middle,0,Middle,Marshfield,42.1066666,-70.7379411,0.1,1,2.7,94.9,0.1,52.7,47.3,16,1.6,5,0.5,152,15,128,12.6,1016
1710020,2017,Gov Edward Winslow,0,Primary,Marshfield,42.0695903,-70.6689948,0.5,0.2,2.6,93.6,0,49.6,50.4,2,0.5,1,0.2,61,14.4,56,13.2,423
1710025,2017,Martinson Elementary,0,Primary,Marshfield,42.1119,-70.7402143,0.5,2.9,4.5,89.6,0.9,50.9,49.1,30,6.8,20,4.5,79,17.9,60,13.6,442
1710010,2017,South River,0,Primary,Marshfield,42.094731,-70.714253,0.6,0.3,3,92.5,0,50.7,49.3,2,0.6,1,0.3,58,16.1,27,7.5,361
4660550,2017,Martha's Vineyard Charter School,1,High,West Tisbury,41.4223551,-70.6474739,4.6,1.7,4.6,78,0,43.4,56.6,8,4.6,7,4,45,26,51,29.5,173
4920005,2017,Martin Luther King Jr. Charter School of Excellence,1,Primary,Springfield,42.0839081,-72.5359027,41.8,1.9,48.9,1.9,0,51.1,48.9,65,17.8,58,15.8,67,18.3,270,73.8,366
7050405,2017,Masconomet Regional Middle School,0,Middle,Boxford,42.6277555,-70.9746949,0.5,3.7,1.8,91.2,0.2,47.1,52.9,3,0.5,3,0.5,117,18,41,6.3,649
1720020,2017,Mashpee Middle School,0,Middle,Mashpee,41.6149256,-70.5062268,4,2.2,3.6,81.2,5.8,50.2,49.8,12,4.3,4,1.4,51,18.4,69,24.9,277
1720035,2017,Quashnet School,0,Primary,Mashpee,41.6233391,-70.493862,3.2,2.4,2.2,79.4,7.1,49.4,50.6,38,7.7,24,4.9,85,17.2,148,30,494
39010900,2017,Greenfield Commonwealth Virtual School,0,High,Greenfield,42.588255,-72.6012104,11.1,2.2,16.8,64.3,0.3,44.8,55.2,7,1,7,1,121,18.1,319,47.8,667
4690505,2017,MATCH Charter Public School,1,High,Boston,42.3522139,-71.1209457,45.9,1.3,46.7,3.5,0.5,47.7,52.3,687,60,392,34.2,221,19.3,646,56.4,1145
1730005,2017,Center,0,Primary,Mattapoisett,41.6607707,-70.8142426,0.9,1.7,3,91.1,0,51.9,48.1,5,2.1,2,0.9,29,12.3,52,22.1,235
1730010,2017,Old Hammondtown,0,Primary,Mattapoisett,41.6601524,-70.8321082,1.9,1.9,3.3,89.2,0,55.7,44.3,4,1.9,1,0.5,26,12.3,28,13.2,212
1740305,2017,Fowler School,0,Middle,Maynard,42.4221226,-71.4566734,2.5,1.8,12,80.7,0.2,52.2,47.8,38,8.7,19,4.4,84,19.3,76,17.5,435
1740010,2017,Green Meadow,0,Primary,Maynard,42.423659,-71.4582786,1.6,1.2,12.7,78.3,0,52.2,47.8,43,8.6,28,5.6,59,11.8,84,16.7,502
1740505,2017,Maynard High,0,High,Maynard,42.4226962,-71.4526534,4.8,3.8,11.2,76.9,0.2,49.2,50.8,42,8.4,15,3,89,17.7,86,17.1,502
1750005,2017,Dale Street,0,Primary,Medfield,42.1922931,-71.3116413,0.8,3.5,4.6,86.4,0.5,52,48,9,2.4,2,0.5,44,11.9,10,2.7,369
1750007,2017,Ralph Wheelock School,0,Primary,Medfield,42.1748335,-71.2902977,0.9,2.6,8,85.3,0.9,54.9,45.1,14,4,11,3.2,39,11.2,17,4.9,348
1750305,2017,Thomas Blake Middle,0,Middle,Medfield,42.1865301,-71.2951233,0.6,4.3,1.9,89.8,0.2,50,50,10,1.6,3,0.5,64,10.2,27,4.3,626
1760130,2017,Brooks School,0,Primary,Medford,42.4211408,-71.128048,8.7,4.4,4,76.9,0,52.5,47.5,46,9.3,18,3.6,69,13.9,55,11.1,497
1760140,2017,Christopher Columbus,0,Primary,Medford,42.4015494,-71.1018664,20.4,5.4,12.9,56.6,0,52.3,47.7,120,28.2,75,17.6,68,16,170,39.9,426
1760068,2017,John J McGlynn Elementary School,0,Primary,Medford,42.4088958,-71.0979669,13.8,13.8,11,53.5,1.1,48.5,51.5,173,31.8,87,16,81,14.9,213,39.2,544
1760320,2017,John J. McGlynn Middle School,0,Middle,Medford,42.4090111,-71.0980157,15.3,12.6,14.3,54.6,0.4,52.7,47.3,131,27.5,57,12,93,19.5,178,37.4,476
1760315,2017,Madeleine Dugger Andrews,0,Middle,Medford,42.411943,-71.0983136,8.9,5.1,6.9,74.3,0,52.4,47.6,31,6.1,0,0,98,19.4,99,19.6,506
1760150,2017,Milton Fuller Roberts,0,Primary,Medford,42.4217862,-71.099406,8.5,13,10.3,62.6,0.5,50.9,49.1,162,27.7,108,18.5,78,13.3,180,30.8,585
1770015,2017,Burke/Memorial Elementary School,0,Primary,Medway,42.1413327,-71.4079503,1.4,2.4,3.6,88.8,0,46.9,53.1,4,0.8,4,0.8,66,13.2,47,9.4,501
1770305,2017,Medway Middle,0,Middle,Medway,42.1451044,-71.4074443,1.8,3.9,3.2,89,0.4,49.7,50.3,7,1,6,0.8,109,15.4,66,9.3,710
1780017,2017,Herbert Clark Hoover,0,Primary,Melrose,42.4494518,-71.0502148,2.4,4.8,5.6,81.7,0,51.4,48.6,9,3.6,2,0.8,37,14.7,17,6.8,251
1780025,2017,Horace Mann,0,Primary,Melrose,42.4685386,-71.0565553,3.4,1.9,2.3,89.1,0,44.9,55.1,6,2.3,1,0.4,30,11.3,9,3.4,265
1780020,2017,Lincoln,0,Primary,Melrose,42.4519932,-71.0715977,8.1,9.1,10,67,0,49.8,50.2,117,27.2,80,18.6,66,15.3,105,24.4,430
1780305,2017,Melrose Middle,0,Middle,Melrose,42.4632334,-71.0652524,6.1,4.4,2.3,82.9,0,50.4,49.6,83,10.8,19,2.5,128,16.6,74,9.6,772
1780035,2017,Roosevelt,0,Primary,Melrose,42.4657564,-71.070676,6.1,5.1,6.1,77.9,0,51.7,48.3,53,12.4,32,7.5,53,12.4,62,14.5,429
1780050,2017,Winthrop,0,Primary,Melrose,42.457115,-71.052635,5.6,2.7,2.1,85.8,0,52,48,14,3.8,3,0.8,43,11.5,25,6.7,373
7100179,2017,Henry P Clough,0,Primary,Mendon,42.1091283,-71.5561676,0,0.2,4.7,93.5,0,51.6,48.4,14,3.3,8,1.9,47,11,35,8.2,428
7100001,2017,Memorial School,0,Primary,Upton,42.1705991,-71.6134712,0.5,5.5,3.9,87,0,55.1,44.9,18,4.1,12,2.7,61,14,42,9.6,437
7100015,2017,Miscoe Hill School,0,Middle,Mendon,42.1307524,-71.5730444,0.6,2.3,4.7,89.4,0,48.7,51.3,17,2.2,4,0.5,124,15.9,65,8.3,780
1810050,2017,Comprehensive Grammar School,0,Middle,Methuen,42.74807,-71.173412,1,6,33.6,55.2,0,49.5,50.5,295,26.5,167,15,171,15.3,293,26.3,1115
1810060,2017,Donald P Timony Grammar,0,Middle,Methuen,42.7306791,-71.1722371,0.7,3.9,46,43.6,0.1,52.1,47.9,391,29,126,9.3,226,16.8,545,40.4,1349
1810030,2017,Marsh Grammar School,0,Middle,Methuen,42.7293522,-71.2326642,0.5,2.7,25.9,66.3,0,52.7,47.3,218,17.6,71,5.7,243,19.6,304,24.5,1242
1810055,2017,Tenney Grammar School,0,Middle,Methuen,42.7323578,-71.1773427,0.1,3.1,47.8,43.2,0,54,46,365,28.1,118,9.1,225,17.3,477,36.7,1299
1820008,2017,Henry B. Burkland Elementary School,0,Primary,Middleborough,41.8867124,-70.9101202,1.7,1,4.2,85.5,0.5,53.6,46.4,15,2.6,9,1.6,97,16.8,207,35.8,578
1820305,2017,John T. Nichols Middle,0,Middle,Middleborough,41.8876299,-70.8941771,1.8,1.3,4.1,89.1,0.9,49,51,5,0.6,1,0.1,148,19.1,212,27.4,774
1820010,2017,Mary K. Goode Elementary School,0,Primary,Middleborough,41.8857696,-70.9109412,2.9,0.7,2,90.1,0.9,51,49,7,1.2,6,1,100,17.1,154,26.3,586
1840005,2017,Howe-Manning,0,Primary,Middleton,42.5967697,-71.0153029,0.8,4.8,4.6,85.6,0,53.8,46.2,25,5.2,4,0.8,103,21.5,34,7.1,478
1850305,2017,Stacy Middle,0,Middle,Milford,42.1433344,-71.5201856,2.8,2.4,24.6,65.8,1.1,52.4,47.6,241,24.9,44,4.5,162,16.7,272,28.1,968
1850090,2017,Woodland,0,Primary,Milford,42.1588231,-71.5415156,2.5,2.1,27.4,61.2,3,52.7,47.3,306,31.1,143,14.5,146,14.9,350,35.6,983
1860017,2017,Elmwood Street,0,Primary,Millbury,42.1875269,-71.7731881,2,2.8,6.6,82.2,0,54.5,45.5,42,7.5,27,4.8,88,15.6,155,27.5,563
1860505,2017,Millbury Junior/Senior High,0,High,Millbury,42.2002741,-71.7668054,2.5,1.9,7.4,84.9,0.3,49.2,50.8,32,4.4,6,0.8,126,17.3,165,22.7,727
1860025,2017,Raymond E. Shaw Elementary,0,Primary,Millbury,42.1855036,-71.7737132,1.6,3,8.2,81.9,0,49.4,50.6,35,8,9,2.1,86,19.7,102,23.3,437
1870005,2017,Clyde F Brown,0,Primary,Millis,42.1659167,-71.3595438,0.6,0.6,5,88.7,0.4,49,51,6,1.2,5,1,60,11.9,47,9.3,504
1870020,2017,Millis Middle,0,Middle,Millis,42.1626895,-71.3577577,1.9,3.3,6.5,85.1,0,57.1,42.9,6,1.4,2,0.5,57,13.3,52,12.1,429
1890410,2017,Charles S Pierce Middle,0,Middle,Milton,42.258047,-71.083563,16,4.8,4.7,70.7,0.3,50.5,49.5,51,5.6,6,0.7,146,16,78,8.5,915
1890005,2017,Collicot,0,Primary,Milton,42.2536186,-71.0523982,3.3,7.4,3,83.3,0,54.3,45.7,51,7.2,15,2.1,121,17.2,37,5.2,705
1890007,2017,Cunningham School,0,Primary,Milton,42.2530199,-71.0532592,7.9,8.3,3.8,75.8,0.2,52.1,47.9,41,8.1,19,3.8,78,15.4,36,7.1,505
1890010,2017,Glover,0,Primary,Milton,42.261465,-71.075303,8,4.4,3.7,79.3,0,52.3,47.7,29,4.9,5,0.8,86,14.6,23,3.9,589
1890020,2017,Tucker,0,Primary,Milton,42.2608437,-71.094578,40.7,6,7.6,38.2,0,49.4,50.6,51,11.7,23,5.3,39,9,94,21.6,435
7170005,2017,Buckland-Shelburne Regional,0,Primary,Shelburne Falls,42.6084692,-72.735442,0.4,0,4.6,90.7,0.8,49.8,50.2,0,0,0,0,52,20.1,91,35.1,259
7170010,2017,Colrain Central,0,Primary,Colrain,42.675501,-72.697485,1.8,0,2.7,94.6,0,42,58,0,0,0,0,18,16.1,37,33,112
7170505,2017,Mohawk Trail Regional High,0,High,Shelburne Falls,42.615145,-72.7543243,0.5,1.2,2.8,91.5,0.2,49.8,50.2,1,0.2,1,0.2,92,21.8,146,34.6,422
7170020,2017,Sanderson Academy,0,Primary,Ashfield,42.50886,-72.812861,0,0.7,2.8,93,0.7,56.6,43.4,0,0,0,0,20,14,36,25.2,143
7120001,2017,Chatham Elementary School,0,Primary,Chatham,41.686345,-69.9616406,5.1,0.4,6.2,83.9,0,48,52,23,8.4,13,4.8,57,20.9,94,34.4,273
7120002,2017,Harwich Elementary School,0,Primary,Harwich,41.6839142,-70.0833426,4.4,0.5,7.1,81.8,0.7,51.4,48.6,44,7.8,33,5.8,74,13.1,141,24.9,566
7120515,2017,Monomoy Regional High School,0,High,Harwich,41.6905058,-70.0702727,6.5,2.2,3.5,83,0.7,50.1,49.9,42,7,13,2.2,89,14.9,123,20.5,599
7120315,2017,Monomoy Regional Middle School,0,Middle,Chatham,41.6945913,-69.971225,4.5,0.9,8.5,80.3,0.7,47.9,52.1,38,8.9,13,3.1,83,19.5,104,24.4,426
1910310,2017,Granite Valley Middle,0,Middle,Monson,42.1101125,-72.319299,1,0.6,1.6,93.6,0.3,49.2,50.8,10,3.2,2,0.6,49,15.7,70,22.4,313
1910025,2017,Quarry Hill Community School,0,Primary,Monson,42.113403,-72.3241756,1.1,1.1,2.4,93.4,0.3,53.3,46.7,11,2.9,6,1.6,55,14.5,118,31.1,379
7150505,2017,Mt Greylock Regional High,0,High,Williamstown,42.6714085,-73.2412428,1.4,1.1,2.5,90,0.2,49.3,50.7,4,0.7,1,0.2,83,14.8,99,17.6,562
4700105,2017,Mystic Valley Regional Charter School,1,High,Malden,42.4344868,-71.0439929,17,17.2,7.8,53.4,0.3,48.5,51.5,499,33.6,24,1.6,196,13.2,255,17.2,1486
1960010,2017,Johnson,0,Primary,Nahant,42.4212572,-70.9335648,0,0,0,100,0,50.7,49.3,2,1.4,0,0,12,8.5,28,19.7,142
1970010,2017,Cyrus Peirce,0,Middle,Nantucket,41.273202,-70.098742,11.9,1.2,23.2,57.9,0,49.4,50.6,80,24.4,37,11.3,41,12.5,57,17.4,328
1970005,2017,Nantucket Elementary,0,Primary,Nantucket,41.2693716,-70.0986003,9.6,2,33.6,51.9,0,51.6,48.4,255,35.6,155,21.6,75,10.5,144,20.1,717
7200005,2017,Baldwinville Elementary,0,Primary,Baldwinville,42.6050461,-72.075055,0.7,0.4,5.1,89.2,0.4,55.6,44.4,0,0,0,0,41,14.8,72,26,277
7200305,2017,Narragansett Middle,0,Middle,Baldwinville,42.5879854,-72.0741292,1,0.2,5.2,90.5,0,52,48,1,0.2,0,0,73,17.3,112,26.6,421
7200003,2017,Phillipston Memorial,0,Primary,Phillipston,42.5486145,-72.1338087,1.2,0,4.9,88.3,0.6,53.4,46.6,0,0,0,0,45,27.6,54,33.1,163
7250020,2017,Center School,0,Primary,Stow,42.4381261,-71.5083145,0.7,4.4,3.4,89.5,0.3,50.1,49.9,37,6.1,16,2.6,85,14,31,5.1,609
7250025,2017,Florence Sawyer School,0,Middle,Bolton,42.430118,-71.608938,0.4,4.1,3,89.8,0,49.4,50.6,17,2.2,7,0.9,108,14,40,5.2,774
7250310,2017,Hale,0,Middle,Stow,42.441189,-71.506835,1.4,4.2,2.4,91.6,0,52.3,47.7,10,3.5,4,1.4,35,12.2,11,3.8,287
7250305,2017,Luther Burbank Middle School,0,Middle,Lancaster,42.4682469,-71.6757161,3.2,2.4,4,87.4,0,53.8,46.2,11,4.5,3,1.2,50,20.2,20,8.1,247
7250010,2017,Mary Rowlandson Elementary,0,Primary,Lancaster,42.4683217,-71.6756684,0.8,1.2,6.6,88.5,0.2,52.4,47.6,10,2.1,9,1.9,97,20,92,19,485
1980005,2017,Bennett-Hemenway,0,Primary,Natick,42.3079807,-71.3584768,2.4,10.9,2.6,76.6,0,50.5,49.5,51,8.2,8,1.3,90,14.4,56,9,624
1980010,2017,Brown,0,Primary,Natick,42.292335,-71.384898,1.2,23.7,9.3,61.4,0.2,54.2,45.8,138,26.8,58,11.3,43,8.3,60,11.7,515
1980305,2017,J F Kennedy Middle School,0,Middle,Natick,42.2911051,-71.3846401,1.8,9.7,3.2,80.7,0.2,48.2,51.8,70,10.8,20,3.1,77,11.9,52,8,649
1980031,2017,Johnson,0,Primary,Natick,42.2909519,-71.3555077,2.3,3.6,4.5,81.1,0,56.3,43.7,8,3.6,0,0,23,10.4,23,10.4,222
1980035,2017,Lilja Elementary,0,Primary,Natick,42.2949832,-71.3273698,3.1,9.4,6.7,76.3,0,48.4,51.6,33,7.9,2,0.5,33,7.9,43,10.3,417
1980043,2017,Memorial,0,Primary,Natick,42.2707025,-71.3234087,1.2,4.8,3.5,85.5,0,54.8,45.2,38,8.8,0,0,41,9.4,28,6.5,434
1980310,2017,Wilson Middle,0,Middle,Natick,42.3021366,-71.3577577,3.3,5.6,6.1,78.2,0.1,49.9,50.1,42,4.4,2,0.2,173,18.3,101,10.7,947
6600305,2017,Nauset Regional Middle,0,Middle,Orleans,41.7839802,-69.988941,3.6,1.9,3.7,88,0.4,50.5,49.5,8,1.5,3,0.6,103,19.3,116,21.7,535
1990005,2017,Broadmeadow,0,Primary,Needham,42.2792917,-71.2086244,1.1,7.4,6,79.9,0,47.7,52.3,42,7.6,18,3.3,59,10.7,23,4.2,553
1990410,2017,High Rock School,0,Primary,Needham,42.2746073,-71.2440338,1.9,7.1,6.7,78.6,0,47.5,52.5,41,9.7,4,1,72,17.1,22,5.2,421
1990035,2017,Hillside Elementary,0,Primary,Needham,42.295471,-71.241961,3.8,10,7,72.9,0,51.9,48.1,63,13.3,25,5.3,56,11.9,23,4.9,472
1990020,2017,John Eliot,0,Primary,Needham,42.3059441,-71.2403581,5.4,13,7.4,70.2,0,48.7,51.3,58,14.8,31,7.9,63,16.1,37,9.4,392
1990050,2017,Newman Elementary,0,Primary,Needham,42.2822241,-71.2567326,4,8.8,6,75.1,0,51.3,48.8,72,10,36,5,131,18.2,49,6.8,720
1990405,2017,Pollard Middle,0,Middle,Needham,42.2764304,-71.2266219,1.9,8.7,3.9,80.5,0.2,48.7,51.3,80,9.1,8,0.9,162,18.5,46,5.3,876
1990040,2017,William Mitchell,0,Primary,Needham,42.2887548,-71.2226056,1.2,7.5,4.2,82.4,0,48.9,51.1,29,5.9,8,1.6,43,8.7,10,2,495
4440205,2017,Neighborhood House Charter School,1,Middle,Dorchester,42.2932171,-71.0533622,51,4.4,16.2,21,0.9,50.5,49.5,96,21,30,6.6,69,15.1,153,33.5,457
2010095,2017,Abraham Lincoln,0,Primary,New Bedford,41.669658,-70.932498,8.9,0.5,32.7,51.3,0.3,51.7,48.3,186,23.8,135,17.2,120,15.3,542,69.2,783
2010063,2017,Alfred J Gomes,0,Primary,New Bedford,41.6260809,-70.9220784,11.9,0.4,65.3,18.8,0.4,53.8,46.2,389,71,369,67.3,134,24.5,382,69.7,548
2010140,2017,Betsey B Winslow,0,Primary,New Bedford,41.625463,-70.944526,6.4,2.7,15.2,65,0.3,45.8,54.2,39,13.1,38,12.8,35,11.8,117,39.4,297
2010105,2017,Carlos Pacheco,0,Primary,New Bedford,41.6566439,-70.9405067,16,1,50.9,27,0.5,54.3,45.7,228,59.8,196,51.4,75,19.7,307,80.6,381
2010123,2017,Casimir Pulaski,0,Primary,New Bedford,41.7271347,-70.9445339,6.4,1.4,16.1,70.5,0.1,56.4,43.6,123,17.1,107,14.8,195,27,318,44.1,721
2010010,2017,Charles S Ashley,0,Primary,New Bedford,41.676309,-70.933581,4.2,0.9,22.7,68.3,0.3,53.5,46.5,55,16.6,40,12.1,45,13.6,170,51.4,331
2010015,2017,Elizabeth Carter Brooks,0,Primary,New Bedford,41.6432298,-70.9536583,9.3,1.7,31.8,50.5,1.4,46.4,53.6,79,27.3,69,23.9,31,10.7,179,61.9,289
2010075,2017,Ellen R Hathaway,0,Primary,New Bedford,41.633116,-70.9402836,10.1,1.4,59,22.9,0.7,49.3,50.7,171,59.4,162,56.3,52,18.1,216,75,288
2010020,2017,Elwyn G Campbell,0,Primary,New Bedford,41.701931,-70.937698,5.5,1.5,33.1,53.1,0.4,48.4,51.6,69,25.1,54,19.6,54,19.6,154,56,275
2010078,2017,Hayden/McFadden,0,Primary,New Bedford,41.654596,-70.9318313,10.9,0.3,54.7,28.3,1,52.3,47.7,342,55,292,46.9,162,26,487,78.3,622
2010040,2017,James B Congdon,0,Primary,New Bedford,41.6217398,-70.9317366,11.8,0.3,42.6,37.9,0.5,43.1,56.9,162,44.5,149,40.9,53,14.6,265,72.8,364
2010130,2017,Jireh Swift,0,Primary,New Bedford,41.6824888,-70.9228383,3,1.7,18,75.1,0,49.4,50.6,44,18.9,34,14.6,24,10.3,101,43.3,233
2010115,2017,John Avery Parker,0,Primary,New Bedford,41.6444997,-70.9321178,15.2,0,37.4,39.7,0.3,55.2,44.8,115,38.7,102,34.3,45,15.2,212,71.4,297
2010050,2017,John B Devalles,0,Primary,New Bedford,41.6186385,-70.9275459,13,0.9,41.4,41.7,0,52.1,47.9,131,38.8,109,32.2,54,16,259,76.6,338
2010070,2017,Irwin M. Jacobs Elementary School,0,Primary,New Bedford,41.6109165,-70.9153075,13.9,0,52,30.3,0.5,48.5,51.5,191,51.2,172,46.1,59,15.8,277,74.3,373
2010405,2017,Keith Middle School,0,Middle,New Bedford,41.6454635,-70.9498038,14.9,1.1,36.9,40.2,0.6,51.3,48.7,291,32.9,177,20,182,20.6,530,59.9,885
2010410,2017,Normandin Middle School,0,Middle,New Bedford,41.6810412,-70.9290764,7.3,1.1,33,53.1,0.6,53.1,46.9,351,31.2,225,20,199,17.7,631,56.1,1125
2010124,2017,Renaissance Community School for the Arts,0,Primary,New Bedford,41.6260809,-70.9220784,17.8,0,59.9,18.6,0,41.3,58.7,153,61.9,139,56.3,25,10.1,190,76.9,247
2010415,2017,Roosevelt Middle School,0,Middle,New Bedford,41.610225,-70.911472,15,0.5,39.9,38.3,0.4,51.8,48.2,315,39.8,172,21.7,209,26.4,523,66,792
2010045,2017,Sgt Wm H Carney Academy,0,Primary,New Bedford,41.6361441,-70.9329405,20.1,0.9,30.8,38.2,0.1,57.8,42.2,147,18,114,14,246,30.1,564,69.1,816
2010125,2017,Thomas R Rodman,0,Primary,New Bedford,41.6363179,-70.948678,6,3.2,36.9,49.3,0,57.6,42.4,63,29,53,24.4,30,13.8,138,63.6,217
2010510,2017,Trinity Day Academy,0,High,New Bedford,41.639553,-70.937528,7.9,0,41.3,46,1.6,68.3,31.7,14,22.2,8,12.7,59,93.7,53,84.1,63
2010515,2017,Whaling City Junior/Senior High School,0,High,New Bedford,41.634742,-70.9318286,22.7,0.9,41.8,26.4,0,73.6,26.4,27,24.5,7,6.4,30,27.3,94,85.5,110
2010135,2017,William H Taylor,0,Primary,New Bedford,41.5998045,-70.9057302,7.4,0,17.7,67.5,0,48.9,51.1,37,16,34,14.7,30,13,133,57.6,231
35130305,2017,New Heights Charter School of Brockton,1,Middle,Brockton,42.0518207,-71.0104962,86.9,1.3,8.3,2.2,0,52.7,47.3,15,4.8,14,4.5,25,8,147,47,313
7280015,2017,Swift River,0,Primary,New Salem,42.5216619,-72.3571392,0,1.2,4.7,88.2,0,51.5,48.5,1,0.6,0,0,30,17.8,64,37.9,169
2040030,2017,Edward G. Molin Elementary School,0,Primary,Newburyport,42.8087365,-70.8872449,2.1,2.7,2.7,90.6,0,51.4,48.6,12,3.6,3,0.9,65,19.6,23,6.9,331
2040005,2017,Francis T Bresnahan Elementary,0,Primary,Newburyport,42.8200769,-70.8962905,1.1,1.2,2.8,94.1,0.2,50.4,49.6,30,4.7,9,1.4,109,17,59,9.2,643
2040305,2017,Rupert A Nock Middle,0,Middle,Newburyport,42.8087365,-70.8872449,0.4,1.5,1.5,94.6,0,53.9,46.1,13,2.4,3,0.6,78,14.4,42,7.7,542
2070005,2017,A E Angier,0,Primary,Waban,42.3265807,-71.232528,3.3,14.7,5.2,70.3,0,46.3,53.7,69,16.4,26,6.2,74,17.6,14,3.3,421
2070305,2017,Bigelow Middle,0,Middle,Newton,42.3537199,-71.1811486,5.9,15,9.7,61.9,0.8,48.8,51.2,133,25.3,29,5.5,115,21.9,61,11.6,525
2070015,2017,Bowen,0,Primary,Newton Centre,42.3212401,-71.1876465,6.7,28.8,4.6,54.2,0.2,52.3,47.7,149,35.7,55,13.2,57,13.7,43,10.3,417
2070020,2017,C C Burr,0,Primary,Auburndale,42.3522965,-71.2420384,3.5,20.4,10.9,59.5,0.2,51,49,90,22.4,45,11.2,63,15.7,28,7,402
2070025,2017,Cabot,0,Primary,Newtonville,42.3609232,-71.2087376,3.8,13.3,5.5,71,0,46.8,53.3,65,16.3,32,8,59,14.8,28,7,400
2070310,2017,Charles E Brown Middle,0,Middle,Newton Centre,42.3083994,-71.1910726,3.9,21.1,6.1,62.8,0.1,54.4,45.6,199,25.7,17,2.2,170,22,49,6.3,774
2070040,2017,Countryside,0,Primary,Newton Highlands,42.3129862,-71.2024417,3.7,22.7,7.8,58,0.2,47.5,52.5,161,36.9,75,17.2,83,19,47,10.8,436
2070315,2017,F A Day Middle,0,Middle,Newtonville,42.3584616,-71.2137047,6.5,13.6,7.9,64.6,0.2,53.9,46.1,158,17.2,32,3.5,168,18.3,86,9.4,919
2070055,2017,Franklin,0,Primary,West Newton,42.3583035,-71.2286202,3.4,12.6,8.7,70.6,0.2,45.7,54.3,71,15.9,30,6.7,74,16.6,38,8.5,446
2070075,2017,Horace Mann,0,Primary,Newtonville,42.3547391,-71.2134511,3.8,18.2,8.4,61.9,0,55.9,44.1,107,25.7,39,9.4,62,14.9,41,9.8,417
2070120,2017,John Ward,0,Primary,Newton Centre,42.340428,-71.1788334,3.2,15.4,3.2,70.8,0,45.2,54.8,78,25,15,4.8,40,12.8,11,3.5,312
2070070,2017,Lincoln-Eliot,0,Primary,Newton,42.3597254,-71.194005,8.7,17.3,13.9,54.6,0,48.6,51.4,122,35.3,67,19.4,76,22,72,20.8,346
2070080,2017,Mason-Rice,0,Primary,Newton Centre,42.3326315,-71.1993887,1.4,13.2,3.6,75,0,53.5,46.5,80,15.8,36,7.1,43,8.5,17,3.4,507
2070105,2017,Memorial Spaulding,0,Primary,Newton Centre,42.3011455,-71.1785078,2.6,25.6,7,58.6,0,52,48,190,41.9,61,13.4,77,17,38,8.4,454
2070320,2017,Oak Hill Middle,0,Middle,Newton Centre,42.3100415,-71.1915234,5,22.1,6.4,58.8,0.2,45.4,54.6,186,29.1,47,7.4,126,19.7,65,10.2,639
2070100,2017,Peirce,0,Primary,West Newton,42.3420235,-71.2315968,4.3,19.1,8.7,60.9,0,51.2,48.8,32,10.7,19,6.4,37,12.4,17,5.7,299
2070115,2017,Underwood,0,Primary,Newton Corner,42.3551557,-71.1837014,3.8,17.9,11.8,63.6,0,47.6,52.4,75,24,32,10.2,38,12.1,40,12.8,313
2070125,2017,Williams,0,Primary,Auburndale,42.3422287,-71.2495097,3.1,25.6,9.9,57,0.3,56.7,43.3,91,31.1,32,10.9,37,12.6,17,5.8,293
2070130,2017,Zervas,0,Primary,Waban,42.3297826,-71.2179128,4.7,18.1,5,64.4,0.3,52.2,47.8,72,21.4,47,13.9,41,12.2,33,9.8,337
2080005,2017,Freeman-Kennedy School,0,Primary,Norfolk,42.1238848,-71.3235189,1.4,1.6,3.6,90.1,0,53.7,46.3,7,1.4,3,0.6,74,14.9,30,6.1,495
