school_id,year,success,ela_success,math_success
300015,2017,7.330000000000003,7.540000000000004,7.120000000000002
300033,2017,6.940000000000003,7.2850000000000055,6.5950000000000015
300040,2017,6.955000000000003,7.120000000000002,6.790000000000004
310030,2017,7.135000000000005,6.985000000000005,7.2850000000000055
310007,2017,6.497500000000006,6.5350000000000055,6.460000000000005
310026,2017,6.430000000000007,6.205000000000007,6.6550000000000065
310012,2017,7.667500000000007,7.555000000000007,7.7800000000000065
310310,2017,6.3475000000000055,6.205000000000007,6.490000000000004
310305,2017,6.640000000000003,6.760000000000005,6.520000000000001
310015,2017,6.145000000000001,5.665000000000004,6.625
310005,2017,6.850000000000004,6.805000000000007,6.895000000000001
6220015,2017,6.550000000000004,6.835000000000005,6.265000000000003
6220405,2017,6.317500000000003,6.385000000000005,6.25
6220010,2017,5.477500000000004,5.590000000000003,5.365000000000004
350390,2017,3.610000000000005,3.610000000000005,3.610000000000005
350560,2017,9.279999999999998,9.009999999999996,9.55
350545,2017,7.420000000000006,7.2850000000000055,7.555000000000007
350012,2017,6.317500000000003,6.625,6.010000000000005
350054,2017,5.072500000000005,5.080000000000007,5.065000000000003
350052,2017,4.795000000000005,5.230000000000007,4.360000000000005
350430,2017,4.412500000000005,4.6600000000000055,4.165000000000004
350146,2017,4.525000000000004,4.480000000000007,4.570000000000002
350020,2017,4.217500000000003,4.270000000000001,4.165000000000004
350062,2017,4.352500000000004,4.615000000000004,4.090000000000003
350066,2017,3.7900000000000036,4.675,2.905000000000007
350072,2017,3.557500000000002,3.6700000000000017,3.4450000000000016
350074,2017,3.2275000000000036,3.235000000000005,3.2200000000000015
350077,2017,4.562500000000004,4.840000000000003,4.2850000000000055
350080,2017,5.252500000000003,5.320000000000002,5.185000000000005
350008,2017,4.4725000000000055,4.105000000000007,4.840000000000003
350426,2017,5.777500000000003,5.770000000000001,5.7850000000000055
350375,2017,3.775000000000004,3.5950000000000015,3.9550000000000067
350088,2017,6.25,6.325,6.175
350096,2017,6.992500000000003,6.7,7.2850000000000055
350100,2017,5.327500000000003,5.545000000000002,5.110000000000005
350116,2017,5.732500000000006,6.085000000000005,5.380000000000007
350326,2017,4.6225000000000005,4.495000000000002,4.75
350122,2017,5.905000000000003,6.1,5.710000000000005
350200,2017,5.680000000000002,5.125,6.235000000000005
350135,2017,5.605000000000002,5.890000000000003,5.320000000000002
350377,2017,2.905000000000007,3.280000000000007,2.530000000000007
350750,2017,1.8775000000000035,1.9,1.8550000000000069
350141,2017,4.765000000000003,4.480000000000007,5.05
350013,2017,4.824999999999999,4.675,4.975
350154,2017,5.155000000000003,5.335000000000005,4.975
350156,2017,5.192500000000007,4.630000000000007,5.755000000000007
350485,2017,3.947500000000005,4.2850000000000055,3.610000000000005
350153,2017,3.9625000000000004,4.15,3.775
350172,2017,4.960000000000001,5.05,4.870000000000002
350166,2017,5.057500000000001,5.35,4.765000000000003
350179,2017,4.045000000000006,3.910000000000005,4.180000000000007
350180,2017,4.765000000000004,4.45,5.080000000000007
350182,2017,6.707500000000001,6.85,6.565000000000003
350183,2017,4.742500000000002,5.260000000000005,4.225
350184,2017,5.575000000000005,5.815000000000003,5.335000000000005
350181,2017,4.570000000000006,4.630000000000007,4.510000000000005
350286,2017,6.850000000000004,6.715000000000003,6.985000000000005
350190,2017,6.332500000000001,6.55,6.115000000000004
350376,2017,3.167500000000002,3.4900000000000033,2.8450000000000015
350383,2017,2.9275000000000038,2.620000000000002,3.235000000000005
350262,2017,5.4625,5.725,5.2
350004,2017,7.105000000000002,7.270000000000001,6.940000000000003
350215,2017,6.805000000000003,7.165000000000004,6.445000000000002
350656,2017,4.210000000000001,4.045000000000002,4.375
350227,2017,4.892500000000007,4.7800000000000065,5.005000000000007
350226,2017,3.100000000000004,3.505000000000007,2.6950000000000016
350229,2017,4.097500000000001,4.3,3.895000000000002
350231,2017,4.652500000000003,4.7200000000000015,4.585000000000005
350378,2017,3.850000000000004,3.7150000000000034,3.985000000000005
350382,2017,3.572500000000005,4.240000000000004,2.905000000000007
350237,2017,5.597500000000001,6.070000000000002,5.125
350243,2017,6.475000000000005,6.820000000000002,6.130000000000007
350138,2017,3.835000000000001,4.225,3.4450000000000016
350575,2017,7.682500000000002,7.45,7.915000000000004
350255,2017,5.9125,5.5,6.325
350257,2017,3.2575000000000056,3.2050000000000067,3.310000000000005
350264,2017,5.912500000000004,6.2200000000000015,5.605000000000007
350268,2017,5.335000000000001,4.870000000000002,5.8
350278,2017,5.747500000000005,6.010000000000005,5.485000000000005
350565,2017,6.055000000000003,6.025,6.085000000000005
350691,2017,4.990000000000004,5.0350000000000055,4.945000000000002
350240,2017,6.430000000000002,6.145000000000001,6.715000000000003
350298,2017,4.2850000000000055,4.555000000000007,4.015000000000003
350302,2017,5.297500000000005,5.440000000000003,5.1550000000000065
350304,2017,5.177500000000004,5.290000000000004,5.065000000000003
350308,2017,3.6400000000000032,3.85,3.430000000000007
350657,2017,3.4,3.925,2.875
350328,2017,4.802500000000004,4.615000000000004,4.990000000000004
350167,2017,4.292500000000002,4.495000000000002,4.090000000000003
350346,2017,7.112500000000004,7.3450000000000015,6.880000000000007
350445,2017,3.520000000000006,3.760000000000005,3.280000000000007
350366,2017,5.567500000000006,5.5300000000000065,5.605000000000007
350360,2017,4.727500000000004,5.0350000000000055,4.420000000000002
350258,2017,5.725000000000004,5.635000000000005,5.815000000000003
350363,2017,2.0950000000000015,2.2,1.9900000000000033
350370,2017,5.507500000000002,5.725,5.290000000000004
350374,2017,5.380000000000003,5.485000000000005,5.275
350380,2017,4.592500000000003,4.6,4.585000000000005
4490305,2017,6.460000000000001,6.25,6.670000000000002
4110305,2017,4.037500000000004,4.885000000000005,3.1900000000000035
4160305,2017,6.017500000000002,5.8450000000000015,6.190000000000003
4810550,2017,5.320000000000002,5.245000000000002,5.395000000000001
360325,2017,6.452500000000003,6.625,6.2800000000000065
360005,2017,6.025000000000004,5.980000000000007,6.070000000000002
360010,2017,5.6125,5.875,5.35
380013,2017,7.667500000000002,7.3,8.035000000000005
390005,2017,7.652500000000003,7.630000000000007,7.675
400033,2017,7.270000000000006,7.435000000000005,7.105000000000007
400050,2017,7.397500000000004,7.435000000000005,7.360000000000005
400305,2017,7.352500000000003,7.360000000000005,7.3450000000000015
400015,2017,7.547500000000001,7.9,7.195000000000002
400005,2017,7.510000000000001,7.645000000000001,7.375
400025,2017,7.697500000000002,7.870000000000002,7.525
400020,2017,7.877500000000003,8.380000000000006,7.375
400310,2017,7.517500000000003,7.525,7.510000000000005
410010,2017,6.745000000000002,6.7,6.790000000000004
4170205,2017,5.3125000000000036,5.230000000000007,5.395000000000001
6250320,2017,7.405000000000003,7.240000000000004,7.570000000000002
6250050,2017,7.307500000000006,7.330000000000007,7.2850000000000055
6250002,2017,7.217500000000003,6.9700000000000015,7.465000000000003
6250315,2017,6.790000000000004,6.445000000000002,7.135000000000005
6250300,2017,6.842500000000003,6.670000000000002,7.015000000000003
430005,2017,7.915000000000004,7.945000000000002,7.885000000000005
440421,2017,5.177500000000004,5.0350000000000055,5.320000000000002
440010,2017,4.240000000000004,4.0300000000000065,4.45
440110,2017,4.262500000000005,4.255000000000007,4.270000000000001
440001,2017,4.090000000000003,4.210000000000005,3.9700000000000015
440405,2017,3.970000000000006,4.255000000000007,3.685000000000005
440023,2017,4.7125,4.75,4.675
440055,2017,4.6600000000000055,4.2850000000000055,5.0350000000000055
440045,2017,5.275000000000004,5.7850000000000055,4.765000000000003
440400,2017,1.375,1.525,1.225
440017,2017,5.3425000000000065,5.5300000000000065,5.1550000000000065
440422,2017,5.567500000000003,5.65,5.485000000000005
440065,2017,5.402500000000003,5.35,5.455000000000007
440003,2017,4.1875000000000036,4.360000000000005,4.015000000000003
440002,2017,4.6225000000000005,4.825,4.420000000000002
440410,2017,4.127500000000003,4.330000000000007,3.925
440078,2017,3.9250000000000043,3.8200000000000016,4.0300000000000065
440415,2017,4.135000000000005,4.465000000000003,3.805000000000007
440420,2017,4.660000000000001,4.945000000000002,4.375
4280305,2017,7.577500000000003,7.3450000000000015,7.810000000000005
450005,2017,7.165000000000004,7.135000000000005,7.195000000000002
460005,2017,8.9125,8.95,8.875
460015,2017,7.757500000000006,7.7800000000000065,7.735000000000005
460025,2017,9.280000000000008,9.445000000000011,9.115000000000004
460045,2017,8.4025,8.320000000000002,8.484999999999996
460030,2017,8.252500000000005,8.140000000000004,8.365000000000004
460020,2017,8.402500000000007,8.035000000000005,8.77000000000001
460040,2017,8.440000000000003,8.380000000000006,8.5
460035,2017,8.260000000000005,8.140000000000004,8.380000000000006
480007,2017,6.677500000000004,6.445000000000002,6.9100000000000055
480035,2017,6.917500000000002,6.565000000000003,7.270000000000001
480303,2017,6.145000000000007,5.755000000000007,6.5350000000000055
480015,2017,6.1600000000000055,5.980000000000007,6.340000000000003
480020,2017,6.692500000000003,6.295000000000002,7.090000000000003
490006,2017,8.155000000000006,8.455000000000007,7.855000000000007
490305,2017,6.272500000000005,6.760000000000005,5.7850000000000055
490007,2017,7.697500000000005,8.440000000000003,6.955000000000007
490090,2017,6.692500000000006,6.730000000000007,6.6550000000000065
490080,2017,6.317500000000003,6.040000000000004,6.5950000000000015
490020,2017,5.792500000000002,6.040000000000004,5.545000000000002
490065,2017,7.877500000000003,7.9,7.855000000000007
490040,2017,5.402500000000003,5.380000000000007,5.425
490035,2017,6.962500000000004,7.060000000000005,6.865000000000004
490005,2017,7.082500000000001,7.270000000000001,6.895000000000001
490030,2017,8.305000000000003,8.365000000000004,8.245000000000001
490045,2017,6.887499999999999,6.925,6.85
490050,2017,7.030000000000003,7.210000000000005,6.85
490310,2017,5.627500000000003,5.890000000000003,5.365000000000004
490315,2017,7.712500000000004,7.840000000000003,7.585000000000005
490320,2017,7.502500000000003,7.390000000000003,7.615000000000004
500020,2017,7.705000000000006,7.4050000000000065,8.005000000000006
500017,2017,7.675,7.6,7.75
500012,2017,8.005000000000003,8.395000000000001,7.615000000000004
500305,2017,7.502500000000003,7.480000000000007,7.525
4320530,2017,7.570000000000006,7.7800000000000065,7.360000000000005
510025,2017,8.95,8.890000000000004,9.009999999999996
520015,2017,6.557500000000006,6.5350000000000055,6.580000000000007
520405,2017,6.092500000000003,6.385000000000005,5.8
6350005,2017,7.330000000000002,7.390000000000003,7.270000000000001
6350025,2017,6.272500000000004,6.190000000000003,6.355000000000007
6350035,2017,5.755000000000007,6.205000000000007,5.305000000000007
6350305,2017,5.650000000000004,5.590000000000003,5.710000000000005
560030,2017,7.337500000000004,7.495000000000002,7.180000000000007
560005,2017,8.342500000000001,8.395000000000001,8.290000000000003
560025,2017,7.337500000000004,7.270000000000001,7.4050000000000065
560305,2017,8.215000000000003,8.170000000000002,8.260000000000005
560310,2017,7.637500000000005,7.705000000000007,7.570000000000002
560015,2017,7.6225000000000005,7.45,7.795000000000002
570050,2017,4.5625000000000036,4.4050000000000065,4.7200000000000015
570030,2017,7.030000000000002,5.815000000000003,8.245000000000001
570045,2017,3.655000000000003,3.8350000000000053,3.475
570040,2017,4.390000000000004,4.585000000000005,4.195000000000002
570035,2017,5.575,5.2,5.95
570055,2017,3.475,3.7,3.25
570025,2017,5.177500000000004,5.125,5.230000000000007
6320025,2017,6.377500000000003,6.490000000000004,6.265000000000003
610003,2017,7.525000000000004,7.240000000000004,7.810000000000005
610305,2017,5.7850000000000055,5.455000000000007,6.115000000000004
610015,2017,6.257500000000006,5.710000000000005,6.805000000000007
610020,2017,6.430000000000007,6.505000000000007,6.355000000000007
610021,2017,1.5025000000000035,1.3,1.7050000000000067
610310,2017,5.530000000000003,5.4700000000000015,5.590000000000003
610050,2017,5.672500000000005,5.515000000000003,5.830000000000007
610090,2017,7.427500000000004,7.4050000000000065,7.45
610040,2017,6.902500000000003,6.985000000000005,6.820000000000002
610022,2017,6.670000000000002,6.490000000000004,6.85
610065,2017,6.655000000000003,6.370000000000002,6.940000000000003
4180305,2017,6.8125,6.7,6.925
630010,2017,5.740000000000004,5.515000000000003,5.965000000000003
640050,2017,5.395000000000001,5.740000000000004,5.05
640305,2017,5.305000000000002,5.875,4.735000000000005
4380505,2017,3.2425000000000024,3.625,2.860000000000005
650505,2017,8.057500000000006,8.54500000000001,7.570000000000002
650005,2017,7.690000000000003,8.005000000000006,7.375
35030205,2017,5.432500000000001,5.770000000000001,5.0950000000000015
4360305,2017,7.067500000000003,7.360000000000005,6.775
4260205,2017,7.772500000000005,7.6600000000000055,7.885000000000005
4400205,2017,7.675000000000004,7.645000000000001,7.705000000000007
4310205,2017,7.795000000000005,7.855000000000007,7.735000000000005
670005,2017,9.197500000000005,9.4,8.99500000000001
670305,2017,8.965000000000003,9.1,8.830000000000007
670020,2017,8.890000000000004,8.8,8.980000000000008
670030,2017,9.504999999999999,9.925,9.084999999999997
4390050,2017,5.050000000000004,5.335000000000005,4.765000000000003
680005,2017,7.990000000000003,8.005000000000006,7.975
710015,2017,7.037500000000004,7.015000000000003,7.060000000000005
710010,2017,6.137500000000005,6.040000000000004,6.235000000000005
710305,2017,5.852500000000004,6.115000000000004,5.590000000000003
710032,2017,7.195000000000002,7.195000000000002,7.195000000000002
710030,2017,6.460000000000004,6.565000000000003,6.355000000000007
710045,2017,6.602500000000003,6.520000000000001,6.685000000000005
720050,2017,6.460000000000001,6.145000000000001,6.775
720030,2017,5.725000000000004,5.815000000000003,5.635000000000005
720040,2017,6.587500000000004,6.265000000000003,6.9100000000000055
720015,2017,6.947500000000001,7.0,6.895000000000001
730010,2017,5.935000000000005,6.010000000000005,5.860000000000005
730305,2017,6.7225000000000055,6.505000000000007,6.940000000000003
730025,2017,7.442500000000003,7.225,7.6600000000000055
730030,2017,7.105000000000007,7.0300000000000065,7.180000000000007
730045,2017,6.520000000000001,6.715000000000003,6.325
740015,2017,6.002500000000003,6.25,5.755000000000007
6450505,2017,6.002500000000003,6.445000000000002,5.560000000000005
6450005,2017,4.892500000000003,4.75,5.0350000000000055
6450015,2017,4.360000000000001,4.0,4.7200000000000015
6450305,2017,5.942500000000003,6.070000000000002,5.815000000000003
6450050,2017,5.830000000000003,6.025,5.635000000000005
6450025,2017,5.897500000000001,5.545000000000002,6.25
6500005,2017,6.662500000000004,6.610000000000005,6.715000000000003
6500305,2017,6.475000000000005,6.580000000000007,6.370000000000002
6500310,2017,6.737500000000004,6.895000000000001,6.580000000000007
6500010,2017,6.857500000000002,6.790000000000004,6.925
770015,2017,7.180000000000003,7.6600000000000055,6.7
770305,2017,5.920000000000002,5.95,5.890000000000003
780005,2017,8.335,8.095000000000002,8.575
6550405,2017,9.347500000000005,9.430000000000007,9.265000000000004
790035,2017,6.647500000000005,6.415000000000004,6.880000000000007
790045,2017,6.092500000000003,6.1,6.085000000000005
790030,2017,6.587500000000004,6.5350000000000055,6.640000000000003
790020,2017,6.370000000000006,6.5350000000000055,6.205000000000007
790410,2017,6.820000000000002,7.165000000000004,6.475
4070405,2017,3.895000000000006,4.555000000000007,3.235000000000005
6580310,2017,7.000000000000004,7.165000000000004,6.835000000000005
6580005,2017,6.745000000000006,6.9100000000000055,6.580000000000007
6580305,2017,6.542500000000002,6.490000000000004,6.5950000000000015
6580030,2017,7.195000000000006,7.060000000000005,7.330000000000007
820004,2017,7.817500000000003,7.75,7.885000000000005
820305,2017,7.232500000000002,7.090000000000003,7.375
830505,2017,6.962500000000004,6.820000000000002,7.105000000000007
830010,2017,6.745000000000002,6.715000000000003,6.775
870305,2017,7.082500000000007,7.2850000000000055,6.880000000000007
870010,2017,7.0600000000000005,7.120000000000002,7.0
870015,2017,7.0975,7.225,6.9700000000000015
850005,2017,7.8550000000000075,8.080000000000007,7.630000000000007
860005,2017,5.222500000000001,4.795000000000002,5.65
860010,2017,6.430000000000003,6.325,6.5350000000000055
860020,2017,6.302500000000004,5.9050000000000065,6.7
860305,2017,5.327500000000003,5.230000000000007,5.425
880405,2017,7.772500000000001,7.495000000000002,8.05
880025,2017,7.322500000000005,7.255000000000007,7.390000000000003
890005,2017,6.535,6.9700000000000015,6.1
910030,2017,5.462500000000004,5.830000000000007,5.0950000000000015
930030,2017,1.9975000000000052,2.0650000000000035,1.9300000000000068
930028,2017,5.582500000000001,5.515000000000003,5.65
930038,2017,5.522500000000005,5.590000000000003,5.455000000000007
930018,2017,5.560000000000005,5.605000000000007,5.515000000000003
930058,2017,4.8475000000000055,5.110000000000005,4.585000000000005
930010,2017,6.842500000000003,6.715000000000003,6.9700000000000015
930015,2017,6.460000000000004,6.2800000000000065,6.640000000000003
4100205,2017,6.977500000000003,7.0300000000000065,6.925
940010,2017,6.092500000000003,6.4,5.7850000000000055
940305,2017,6.647500000000001,6.5950000000000015,6.7
940030,2017,6.985000000000005,7.360000000000005,6.610000000000005
950009,2017,6.130000000000003,5.740000000000004,6.520000000000001
950017,2017,4.105000000000002,4.615000000000004,3.5950000000000015
950140,2017,6.3475000000000055,6.115000000000004,6.580000000000007
950045,2017,4.637499999999999,4.675,4.6
950013,2017,4.975000000000004,5.020000000000001,4.930000000000007
950011,2017,3.8575000000000017,4.015000000000003,3.7
950320,2017,6.017500000000002,5.890000000000003,6.145000000000001
950315,2017,5.590000000000003,5.7850000000000055,5.395000000000001
950005,2017,8.080000000000007,7.930000000000007,8.230000000000008
950335,2017,1.0,0.55,1.45
950145,2017,4.442500000000003,4.840000000000003,4.045000000000002
950130,2017,7.300000000000001,7.075,7.525
950340,2017,1.5700000000000016,1.15,1.9900000000000033
950305,2017,4.240000000000004,4.360000000000005,4.120000000000002
950065,2017,5.2225,4.975,5.4700000000000015
960005,2017,6.7225000000000055,7.180000000000007,6.265000000000003
960405,2017,7.022500000000001,7.0,7.045000000000002
960305,2017,7.5325000000000015,8.065000000000003,7.0
960020,2017,6.370000000000002,6.490000000000004,6.25
960030,2017,7.637500000000005,7.6600000000000055,7.615000000000004
960015,2017,6.287500000000004,6.715000000000003,5.860000000000005
6620020,2017,6.235000000000001,6.145000000000001,6.325
970315,2017,4.727500000000003,5.0950000000000015,4.360000000000005
970016,2017,7.442500000000003,7.375,7.510000000000005
970340,2017,4.667500000000002,4.585000000000005,4.75
970048,2017,4.9375,5.05,4.825
970043,2017,5.199999999999999,5.05,5.35
970060,2017,5.552500000000004,5.65,5.455000000000007
980005,2017,5.882500000000002,5.815000000000003,5.95
4130505,2017,6.992500000000002,7.135000000000005,6.85
990050,2017,6.505000000000007,6.205000000000007,6.805000000000007
990405,2017,6.872500000000005,6.235000000000005,7.510000000000005
990015,2017,7.2850000000000055,7.015000000000003,7.555000000000007
990020,2017,6.985000000000005,6.9100000000000055,7.060000000000005
4460550,2017,6.280000000000003,6.565000000000003,5.995000000000002
1000035,2017,4.840000000000003,5.020000000000001,4.6600000000000055
1000006,2017,5.012500000000005,4.930000000000007,5.0950000000000015
1000302,2017,5.297500000000005,5.230000000000007,5.365000000000004
1000007,2017,7.037500000000005,7.255000000000007,6.820000000000002
1000305,2017,4.900000000000004,4.960000000000005,4.840000000000003
1000015,2017,7.375000000000004,7.570000000000002,7.180000000000007
1000045,2017,5.260000000000002,5.275,5.245000000000002
1000050,2017,5.027500000000003,5.0950000000000015,4.960000000000005
1000039,2017,5.732500000000006,5.680000000000007,5.7850000000000055
1000310,2017,6.317500000000003,6.190000000000003,6.445000000000002
1000055,2017,4.075000000000005,4.165000000000004,3.985000000000005
4780505,2017,7.255000000000003,7.315000000000003,7.195000000000002
1010040,2017,7.720000000000006,7.705000000000007,7.735000000000005
1010035,2017,7.495000000000002,7.990000000000004,7.0
1010012,2017,8.065000000000003,8.065000000000003,8.065000000000003
1010405,2017,7.577500000000004,7.630000000000007,7.525
1010013,2017,8.709999999999997,8.784999999999997,8.634999999999996
1010010,2017,7.870000000000006,7.510000000000005,8.230000000000008
1010030,2017,7.502500000000003,7.6,7.4050000000000065
1010032,2017,7.555000000000002,7.3,7.810000000000005
1010310,2017,7.322500000000002,7.075,7.570000000000002
6650002,2017,7.3,7.3,7.3
6650001,2017,7.810000000000006,7.210000000000005,8.410000000000005
6650305,2017,7.165000000000003,7.225,7.105000000000007
6650015,2017,6.580000000000007,6.205000000000007,6.955000000000007
6700505,2017,6.640000000000004,6.5350000000000055,6.745000000000002
1030001,2017,4.510000000000005,4.930000000000007,4.090000000000003
1030505,2017,5.0875,5.425,4.75
1030405,2017,4.405000000000003,4.390000000000003,4.420000000000002
6720059,2017,6.16,6.475,5.8450000000000015
6720405,2017,5.470000000000006,5.5300000000000065,5.4100000000000055
6720143,2017,6.520000000000001,6.745000000000002,6.295000000000002
1050305,2017,7.262500000000005,7.270000000000001,7.255000000000007
1050010,2017,7.202500000000004,7.540000000000004,6.865000000000004
6740005,2017,6.070000000000002,6.415000000000004,5.725
6740310,2017,5.470000000000006,5.710000000000005,5.230000000000007
6740050,2017,4.6600000000000055,5.380000000000007,3.9400000000000035
4960305,2017,5.7475000000000005,5.695000000000002,5.8
1070010,2017,6.235000000000005,6.580000000000007,5.890000000000003
1070020,2017,6.752500000000003,7.195000000000002,6.310000000000005
1070042,2017,7.075000000000005,7.2850000000000055,6.865000000000004
1070305,2017,5.927500000000004,5.8,6.055000000000007
1070045,2017,5.432500000000002,5.695000000000002,5.170000000000002
1070050,2017,6.8125,6.775,6.85
1100305,2017,7.495000000000006,7.180000000000007,7.810000000000005
1100200,2017,7.487500000000004,7.495000000000002,7.480000000000007
1100030,2017,7.6225000000000005,7.645000000000001,7.6
