school_id,year,school,charter,level,town,lat,long
4280305,2017,Brooke Charter School,1,High,Roslindale,42.2819735,-71.1219206
450005,2017,Brookfield Elementary,0,Primary,Brookfield,42.2148826,-72.1024114
460005,2017,Edith C Baker,0,Middle,Chestnut Hill,42.3034112,-71.1587849
460015,2017,Edward Devotion,0,Middle,Brookline,42.3304928,-71.1220598
460025,2017,Heath,0,Middle,Chestnut Hill,42.3281134,-71.1484722
460045,2017,John D Runkle,0,Middle,Brookline,42.3340239,-71.1421594
460030,2017,Lawrence,0,Middle,Brookline,42.3392514,-71.1141683
460020,2017,Michael Driscoll,0,Middle,Brookline,42.3414911,-71.1371462
460040,2017,Pierce,0,Middle,Brookline,42.335045,-71.1207853
460035,2017,William H Lincoln,0,Middle,Brookline,42.3284886,-71.1293765
480007,2017,Fox Hill,0,Primary,Burlington,42.5175778,-71.1966584
480035,2017,Francis Wyman Elementary,0,Primary,Burlington,42.501806,-71.215396
480303,2017,Marshall Simonds Middle,0,Middle,Burlington,42.502078,-71.1811759
480015,2017,Memorial,0,Primary,Burlington,42.5005424,-71.1835621
480020,2017,Pine Glen Elementary,0,Primary,Burlington,42.5223037,-71.2071562
490006,2017,Amigos School,0,Middle,Cambridge,42.3629904,-71.1082255
490305,2017,Cambridge Street Upper School,0,Middle,Cambridge,42.3695056,-71.0865278
490007,2017,Cambridgeport,0,Primary,Cambridge,42.3693603,-71.0978276
490090,2017,Fletcher/Maynard Academy,0,Primary,Cambridge,42.3668461,-71.0959243
490080,2017,Graham and Parks,0,Primary,Cambridge,42.3828869,-71.1236381
490020,2017,Haggerty,0,Primary,Cambridge,42.3781208,-71.1524555
490065,2017,John M Tobin,0,Primary,Cambridge,42.3844033,-71.1397456
490040,2017,Kennedy-Longfellow,0,Primary,Cambridge,42.3695056,-71.0865278
490035,2017,King Open,0,Primary,Cambridge,42.3709829,-71.1038626
490005,2017,Maria L. Baldwin,0,Primary,Cambridge,42.3823558,-71.1168143
490030,2017,Martin Luther King Jr.,0,Primary,Cambridge,42.3670495,-71.1128252
490045,2017,Morse,0,Primary,Cambridge,42.3558719,-71.1127756
490050,2017,Peabody,0,Primary,Cambridge,42.3922447,-71.1282134
490310,2017,Putnam Avenue Upper School,0,Middle,Cambridge,42.3670478,-71.1133073
490315,2017,Rindge Avenue Upper School,0,Middle,Cambridge,42.3922447,-71.1282134
490320,2017,Vassal Lane Upper School,0,Middle,Cambridge,42.3844033,-71.1397456
500020,2017,Dean S Luce,0,Primary,Canton,42.1603569,-71.1334327
500017,2017,John F Kennedy,0,Primary,Canton,42.1753463,-71.1424843
500012,2017,Lt Peter M Hansen,0,Primary,Canton,42.183294,-71.1289764
500305,2017,Wm H Galvin Middle,0,Middle,Canton,42.1857859,-71.1319837
4320530,2017,Cape Cod Lighthouse Charter School,1,Middle,East Harwich,41.7115324,-70.0242937
510025,2017,Carlisle School,0,Middle,Carlisle,42.52644,-71.3490047
520015,2017,Carver Elementary School,0,Primary,Carver,41.8908379,-70.7747936
520405,2017,Carver Middle/High School,0,High,Carver,41.8938148,-70.7556891
6350005,2017,Becket Washington School,0,Primary,Becket,42.331427,-73.0829471
6350025,2017,Craneville,0,Primary,Dalton,42.4750981,-73.1756408
6350035,2017,Kittredge,0,Primary,Hinsdale,42.438496,-73.121134
6350305,2017,Nessacus Regional Middle School,0,Middle,Dalton,42.468061,-73.138905
560030,2017,Byam School,0,Primary,Chelmsford,42.5739147,-71.382227
560005,2017,Center Elementary School,0,Primary,Chelmsford,42.6002153,-71.3433303
560025,2017,Charles D Harrington,0,Primary,North Chelmsford,42.6225252,-71.3791901
560305,2017,Col Moses Parker School,0,Middle,Chelmsford,42.6185086,-71.3834579
560310,2017,McCarthy Middle School,0,Middle,Chelmsford,42.6190597,-71.3672309
560015,2017,South Row,0,Primary,Chelmsford,42.5774985,-71.3357673
570050,2017,Clark Avenue School,0,Middle,Chelsea,42.3961055,-71.0306941
570030,2017,Edgar A Hooks Elementary,0,Primary,Chelsea,42.39942,-71.0191305
570045,2017,Eugene Wright Science and Technology Academy,0,Middle,Chelsea,42.3939463,-71.036498
570040,2017,Frank M Sokolowski Elementary,0,Primary,Chelsea,42.39942,-71.0191305
570035,2017,George F. Kelly Elementary,0,Primary,Chelsea,42.39942,-71.0191305
570055,2017,Joseph A. Browne School,0,Middle,Chelsea,42.3939463,-71.036498
570025,2017,William A Berkowitz Elementary,0,Primary,Chelsea,42.39942,-71.0191305
6320025,2017,New Hingham Regional Elementary,0,Primary,Chesterfield,42.4048479,-72.8498704
610003,2017,Barry,0,Primary,Chicopee,42.1661766,-72.5873032
610305,2017,Bellamy Middle,0,Middle,Chicopee,42.1905607,-72.5875804
610015,2017,Bowe,0,Primary,Chicopee,42.1404169,-72.6085564
610020,2017,Bowie,0,Primary,Chicopee,42.1977841,-72.5588419
610021,2017,Chicopee Academy,0,High,Chicopee,42.1982717,-72.5614154
610310,2017,Dupont Middle,0,Middle,Chicopee,42.1469784,-72.5925826
610050,2017,Fairview Elementary,0,Primary,Chicopee,42.2073462,-72.5747352
610090,2017,Gen John J Stefanik,0,Primary,Chicopee,42.1668969,-72.6159484
610040,2017,Lambert-Lavoie,0,Primary,Chicopee,42.1763144,-72.5953889
610022,2017,Litwin,0,Primary,Chicopee,42.174798,-72.5242986
610065,2017,Streiber Memorial School,0,Primary,Chicopee,42.1945598,-72.578939
4180305,2017,Christa McAuliffe Charter Public School,1,Middle,Framingham,42.307738,-71.3950009
630010,2017,Clarksburg Elementary,0,Middle,Clarksburg,42.7207064,-73.0999507
640050,2017,Clinton Elementary,0,Primary,Clinton,42.4183876,-71.6864312
640305,2017,Clinton Middle School,0,Middle,Clinton,42.4087548,-71.7020037
4380505,2017,Codman Academy Charter Public School,1,High,Dorchester,42.289369,-71.0719691
650505,2017,Cohasset Middle/High School,0,High,Cohasset,42.232033,-70.808966
650005,2017,Deer Hill,0,Primary,Cohasset,42.2375774,-70.8165478
