school_id,year,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
1630420,2004,1650047,930058,930028,2740115,1600018,1530320,930038,1280100,1000302,1000310
1640405,2004,2190405,2460310,1770305,6980020,870305,480303,4470205,940305,300305,4500105
1650003,2004,1650013,1650047,2430305,930038,1650057,2430325,950305,930058,1630420,460005
1650013,2004,1650003,1650057,1630405,1650047,950305,930038,930028,2440410,950320,930058
1650057,2004,1650013,2580305,1630405,930038,2010415,1650003,1630420,2440410,2010410,610305
1670035,2004,2120305,1980310,1710310,990405,1990405,2180305,720050,2040305,2390305,1220305
1700505,2004,1810505,1530505,1760505,1000515,1850505,2390505,200505,1280505,720505,2580505
1710310,2004,2390305,2180305,1220305,2040305,310305,720050,2610025,990405,1670035,830010
1720505,2004,730505,1820505,1980505,2360510,2360505,870505,1710505,1030505,2390505,360505
1740305,2004,1910310,1280035,1610305,860305,2260405,1510015,2140305,1820305,1100305,2130305
1750305,2004,820305,2040305,2170305,1360305,2460305,1580305,1390305,2130305,1010405,2760305
1760068,2004,4700105,460035,1650027,460015,1810055,460040,490050,480303,940305,1970010
1760315,2004,2100410,400305,2070305,1980305,1610305,1550310,1740305,2200305,860305,1980310
1770305,2004,2190405,2460310,6980020,1640405,300305,940305,870305,4470205,480303,2490005
1780305,2004,1980310,1820305,2120305,2780305,1220305,1990405,1710310,1670035,720050,2040305
1810030,2004,2290305,1610305,2110305,1810050,1030405,2620305,2140305,1670035,2120305,1820305
1810050,2004,1810060,1810030,2290305,1530045,1610305,2100410,2200305,260305,2620305,2110305
1810055,2004,1760068,1650027,4700105,460015,1810060,460035,940305,300305,480303,4880550
1810060,2004,1810050,930038,610305,1530045,2580305,2290305,2010410,1810030,640305,1530320
1820305,2004,1610305,1780305,1070305,1910310,2120305,1710310,1740305,2780305,2390305,1980310
1860505,2004,1610505,1820505,1330505,2270505,2780505,880505,1030505,1070505,480505,2620505
1870020,2004,1440305,400310,2170305,2640305,1590017,1360305,1590305,270305,1750305,2520305
1890410,2004,1780305,1990405,1980310,2110305,560305,2040305,1550310,2070310,1980305,2130305
1910310,2004,1740305,30305,1820305,2040305,1510015,1100305,1420305,2730305,2260405,1580305
1970010,2004,4470205,4880550,6980020,2460310,2490005,300305,940305,4500105,1770305,890005
1980305,2004,1980310,1590017,2130305,2110305,2620305,2040305,2170305,1990405,1550310,2660305
1980310,2004,1990405,1780305,1980305,2110305,1670035,2130305,2180305,2040305,2620305,1610305
1990405,2004,2110305,2130305,1980310,2040305,1980305,1670035,560305,1750305,2620305,1550310
2010405,2004,440420,2010415,440410,950320,2010410,2810325,1000302,1650057,610305,2740075
2010410,2004,610305,1810060,2010415,950320,2010405,2580305,930038,2290305,1650057,950305
2010415,2004,1630405,930038,2010410,1650057,2010405,2580305,2740075,930028,610305,930058
2010510,2004,610021,1760510,440400,4880550,1650027,350004,2740510,890005,4130505,630010
2040305,2004,2170305,1750305,2520305,2390305,2130305,820305,2460305,1310410,1360305,1710310
2070305,2004,2070315,2070310,1550310,1760315,2070320,1980305,1550305,460025,400305,2200305
2070310,2004,1550305,2070315,2070320,1550310,2070305,1980310,260305,2200305,1980305,460025
2070315,2004,2070310,2070305,1550310,1980310,1550305,2200305,2070320,1780305,100410,2710305
2070320,2004,2070310,1550305,460005,2070315,2070305,460045,1550310,2200305,460025,1980305
2100410,2004,1760315,1280085,2200305,1030405,1980310,860305,1070305,2140305,1530045,1820305
2110305,2004,1990405,2130305,1980310,1980305,2620305,560305,2040305,1710310,1010405,2660305
2120305,2004,1670035,720050,2390305,1820305,1710310,2180305,1780305,1980310,1070305,1220305
2130305,2004,2760305,1750305,1990405,2460305,2040305,2170305,1580305,2110305,1360305,1980305
2140305,2004,2260405,1510015,1740305,1070305,2780305,860305,2620305,2040305,2730305,1420305
2150505,2004,7200505,2270505,1860505,180510,940505,2520510,1270505,1330505,1140505,2090505
2170305,2004,2040305,1750305,1360305,1010405,1310410,2520305,2460305,1390305,2640305,2130305
2180305,2004,2390305,1710310,2780305,990405,1220305,1980310,2120305,2170305,1670035,310305
2190405,2004,1770305,1640405,2460310,6980020,870305,300305,940305,4470205,980005,480303
2200305,2004,100410,2100410,2070310,2780305,160320,2070315,1780305,2180305,1980310,1070305
2210005,2004,1570305,1760315,1980305,1280035,1530045,2070305,2200305,2100410,1510015,2620305
2260505,2004,2270505,1380505,2780505,1030505,2620505,1820505,2140505,940505,1510505,240505
2270505,2004,1520505,2260505,1380505,170505,6100505,1270505,2180505,2620505,1820505,1220505
2290305,2004,1810030,1810050,2120305,2200305,1670035,2110305,2710305,2620305,1610305,2100410
2360305,2004,2360310,1140305,2200305,160315,2100410,1780305,2780305,1280100,4910550,860305
2360310,2004,2390405,2360305,1780305,2100410,1820305,1140305,1070305,2780305,860305,2200305
2390305,2004,2180305,1710310,2040305,2780305,2170305,1220305,990405,2120305,310305,1610305
2390405,2004,2360310,1820305,2120305,1810030,1780305,1070305,50405,2140305,2290305,2780305
2430305,2004,1650003,2430325,1650047,1650013,2430315,2430310,1600018,2430320,930058,1000302
2430310,2004,2430320,1140305,2430325,1760315,2100410,2430315,2070320,2740115,2070305,2070310
2430315,2004,2430310,2430325,2070320,1550305,2660305,460005,1550310,2070310,1980305,2200305
2430320,2004,2430310,2070305,1140305,1760315,2430325,2100410,2740115,1000302,1280085,2070320
2430325,2004,2430310,2740115,2430315,1650047,1600018,460025,1630420,460045,2430320,490005
2440410,2004,490045,440420,490005,490035,1650057,440410,490040,1650013,1000302,1000310
2460305,2004,2760305,1750305,1580305,2130305,2170305,2520305,2040305,90305,1010310,2650405
2460310,2004,870305,2190405,1770305,1640405,940305,300305,6980020,480303,4500105,4880550
2480520,2004,2430310,2430325,2430320,2740115,950320,1280085,2740510,350004,1140305,1000302
2490005,2004,4470205,6980020,980005,1770305,4500105,2190405,630010,1970010,1640405,2460310
2510505,2004,2390505,2780505,2620505,1510505,2260505,2140505,2390515,1620505,790505,2110505
2520305,2004,1580305,2650405,2040305,2760305,2170305,2460305,2640305,1750305,10405,2730305
2580305,2004,610305,1280050,1280100,930038,1810060,1650057,1000310,1530045,1630420,2010415
2610025,2004,1310410,1220305,710305,2170305,1710310,1390305,2780305,2390305,2040305,2730305
2620305,2004,2780305,2040305,1980305,2110305,2130305,1610305,2390305,1750305,1980310,2260405
2640305,2004,1440305,1590305,2170305,2650405,2520305,2760305,2730305,1360305,1870020,2460305
2650405,2004,2730305,2520305,2640305,2760305,1580305,2040305,1360305,2260405,2130305,2170305
2660305,2004,1590017,1980305,2620305,670305,1550310,2170305,1990405,4460550,1310410,90310
2710305,2004,2070315,2200305,2110305,2120305,2070310,720050,1780305,1980310,260305,2660305
2730305,2004,2650405,2260405,2640305,1510015,2780305,1360305,2170305,1440305,1910310,1390305
2740075,2004,2740120,1600330,2010415,930010,1630405,490040,350430,930058,2810325,1600340
2740087,2004,2740111,490006,930010,1600345,1600330,2740075,1600340,2580025,1630035,2740120
2740111,2004,2740087,1600330,1490080,1630035,1630050,2740075,1600345,930010,490006,1630305
2740115,2004,1000302,1630420,2430325,2430310,2740120,1760315,930028,490040,1280100,930058
2740120,2004,2740115,2740075,1600018,490040,1630405,1630420,930058,2580025,490035,950320
2760305,2004,2460305,1580305,2130305,2520305,1750305,2650405,2170305,2040305,2640305,90305
2780305,2004,2260405,2390305,2620305,2180305,2730305,1280035,1710310,2140305,2040305,1820305
2810030,2004,2810320,2810325,2810328,2010405,350430,350229,350485,440420,490090,440410
2810320,2004,2810330,2810030,1630305,350257,350445,350383,1630050,350485,2810328,1370040
2810325,2004,2010405,2740075,2010415,4860105,2810030,1630405,1650057,350445,2580305,2810328
2810328,2004,2810030,2810325,2810330,2810320,350445,350383,350485,2010405,350430,350074
2810330,2004,2810320,1630305,350445,2810328,2810325,1630050,350383,2010415,2810030,2740075
4120530,2004,4690505,4490305,4410505,4440205,4870550,350546,4780505,1620505,1440505,350380
4200205,2004,4440205,350380,350382,490090,4810550,4860105,350518,350074,440410,4840505
4320530,2004,4640305,2760305,2520305,2650405,2460305,1580305,4820050,6550405,6500305,7400405
4350305,2004,4320530,4830305,4820050,2520305,1510015,2650405,2730305,1100305,6550405,2760305
4400205,2004,4540205,1490015,1490080,2740087,490006,2740111,2580025,1490018,1370040,350080
4410505,2004,4120530,2810500,4490305,2390505,1890505,2510505,6450505,4870550,2480505,2390515
4440205,2004,350380,350382,4860105,490007,4200205,490040,440410,490090,2740115,490065
4460550,2004,2660305,2610025,6220405,1310410,6580310,4820050,2780305,6900510,710305,560305
4470205,2004,2490005,6980020,1770305,2190405,1640405,2460310,1970010,4500105,980005,300305
4490305,2004,2520510,4780505,1640505,7400505,1580505,6030505,1440505,2090505,2170505,1170505
4500105,2004,980005,630010,940305,4880550,6980020,4130505,2460310,300305,2190405,2490005
4540205,2004,1490015,4400205,2740111,350080,1490080,1490053,2740087,1370040,490006,350229
4640305,2004,4320530,6100305,4820050,2520305,2760305,2460305,4830305,6750310,1580305,7250310
4700105,2004,4880550,1760068,940305,1770305,460035,480303,300305,4500105,2460310,1650027
4780505,2004,1770505,1870505,6550505,7450505,6750505,6180505,7400505,1580505,2180505,2520510
4810550,2004,4200205,4440205,440420,350383,440410,2440410,1650057,2810325,350485,350380
4830305,2004,4320530,4350305,4640305,6100305,6250315,7350310,2520305,7400405,7200305,4820050
4840505,2004,350543,4380505,490030,350382,4200205,350380,490050,350518,490090,1650027
4860105,2004,4440205,2810325,2740115,2010405,490040,2740075,1630420,2580025,4910550,2740120
4870550,2004,350540,350546,2440505,350690,180510,4120530,440420,4410505,4860105,440410
4880550,2004,4500105,940305,980005,6980020,2460310,4130505,2190405,630010,1640405,1970010
4910550,2004,6150305,950315,2140305,1140305,6450305,6250315,2260405,2780305,2730305,1030405
6000405,2004,2070310,1550310,6250315,1550305,6750310,6650305,6500310,2660305,6730305,6900510
6050405,2004,2200305,6250315,160320,1760315,160315,2070320,6150305,6450305,4460550,2100410
6100305,2004,7350310,6750310,6250315,7250025,6350305,7400405,6220405,6900510,6500310,7450405
6150305,2004,6350305,6450305,6250315,7200305,4910550,6740310,6750310,6500310,6100305,1740305
6200505,2004,6100505,6180505,6550505,6720505,7500505,6750505,6600505,7100510,6980510,6700505
6220405,2004,6800310,7350030,6900510,6500310,6800305,6580310,6730305,7050405,7200305,6250315
6250315,2004,6650305,6100305,6220405,6500310,6750310,7200305,6900510,6580310,6730305,7250025
6350305,2004,6100305,6150305,6250315,7350310,7200305,6600305,6580305,6580310,6650305,6750310
6450305,2004,6150305,6350305,4910550,6250315,6740310,6100305,6050405,6600305,1140305,6580305
6500305,2004,6500310,6550405,6730305,6800305,7250310,6900510,7400405,6580310,7350030,6220405
6500310,2004,6730305,6900510,6580310,7350030,6750310,7450405,6220405,7400405,7250025,7200305
6550405,2004,6730305,7250310,6500310,6800305,6750310,6500305,6900510,7050405,7400405,6800310
6580305,2004,6600305,6580310,7350030,6220405,7200305,6500310,6800310,6900510,6650305,7450405
6580310,2004,6900510,7350030,6500310,6730305,6650305,7450405,6220405,7050405,7200305,7600405
6600305,2004,6580305,6650305,6250315,7600405,6580310,6350305,6900510,7200305,6500310,7450405
6650305,2004,7600405,6580310,6250315,6900510,7200305,6500310,7350030,6730305,6220405,7450405
6700505,2004,6720505,6600505,6180505,6350505,6100505,6830505,6650505,6750505,7450505,7400505
6730305,2004,6900510,6500310,6750310,7450405,7050405,6550405,7250025,7350030,6580310,6220405
6740310,2004,6580305,6150305,6600305,7200305,6800310,4910550,6450305,6350305,6800305,7250310
6750310,2004,6730305,7250025,6500310,7400405,6900510,6800310,7450405,6100305,7350310,7350030
6800305,2004,6800310,7250305,6220405,6550405,7250310,6730305,7400405,7350030,6900510,4820050
6800310,2004,6220405,6800305,7350030,7450405,6750310,6900510,6730305,6500310,7050405,6580310
6830505,2004,6650505,7350505,6700505,7780505,7530505,7400505,6350505,6900505,6250505,6580505
6900510,2004,6730305,6500310,6580310,7250025,7350030,7450405,7050405,6220405,6750310,7400405
6980020,2004,2190405,1770305,980005,2460310,300305,940305,4500105,630010,2490005,4470205
6980510,2004,6550505,6750505,7450505,7050505,7400505,6730505,6180505,6720505,6600505,7300505
7050405,2004,7450405,7250025,6730305,7350030,6900510,6500310,6800310,6580310,6220405,6750310
7100510,2004,7450505,6600505,7400505,6500505,6350505,7050505,6650505,6750505,6730505,6550505
7150505,2004,7250505,6730505,2120505,6500505,7650505,6750505,7400505,7450505,6180505,7050505
7170505,2004,7530505,6500505,7780505,6830505,6350505,6650505,6700505,7100510,6600505,6720505
7200305,2004,7350030,7450405,7400405,6500310,6730305,6580310,6900510,6220405,6650305,7350310
7250025,2004,6900510,6750310,7400405,7050405,7450405,6730305,7350310,6500310,7350030,6100305
7250305,2004,6800305,7250310,6800310,6550405,6500305,6220405,7400405,7350030,4820050,6900510
7250310,2004,6550405,7250305,7400405,6800305,7350030,6900510,7450405,6750310,6730305,6800310
7350030,2004,7450405,6580310,6500310,7200305,6900510,7050405,7400405,6220405,6800310,6730305
7400405,2004,7350310,7250025,6750310,7350030,7450405,6900510,6500310,7200305,7250310,6730305
7450405,2004,7350030,7050405,6730305,6500310,6900510,7250025,6800310,6750310,7400405,7200305
7500505,2004,6150505,6100505,7200505,6720505,6180505,6200505,6700505,6650505,6030505,6800505
7530505,2004,6250505,6650505,7350505,6600505,6830505,7400505,7450505,6350505,7050505,7170505
7550505,2004,7170505,7780505,7350505,6150505,6740505,6830505,6650505,7530505,7500505,6350505
7600405,2004,6650305,6580310,7350030,7450405,6900510,6500310,7050405,7250025,7200305,6730305
7650505,2004,6720505,6030505,7780505,6700505,7170505,7400505,7450505,6350505,6600505,7100510
7780505,2004,6830505,7170505,7350505,6650505,6030505,7650505,6350505,7670505,7400505,6720505
90350,2004,90310,140405,1590017,460025,1550310,160305,230305,670305,460045,400310
250315,2004,830010,160305,360325,1010405,710305,400310,310305,1310410,10405,310310
980005,2004,630010,4500105,4130505,6980020,940305,2190405,4880550,2490005,300305,1640405
1000302,2004,950320,640305,1000310,1140305,1760315,950315,930058,2740115,1280050,350262
1370605,2004,1370040,1490015,1490080,1490022,1490053,1490018,1630305,350445,2810330,350080
1490022,2004,1490053,1490015,1370040,1490080,1490018,350080,1630305,4540205,570505,1370605
1490053,2004,1490015,1490080,1490018,1490022,1370040,2740111,350080,4540205,1630050,350445
1490080,2004,1490015,1490018,1490053,1370040,1630035,2740111,350080,4400205,1630050,4540205
1500505,2004,2260505,1740505,1380505,2140505,2270505,1610505,2780505,1330505,1140505,1270505
1600018,2004,1630420,1600330,1650047,930010,930028,2430325,930058,2740120,1600345,2740115
1630050,2004,1630035,1600330,1630305,350445,1630405,2740111,1600345,1600315,350430,1490080
1650027,2004,460035,1760068,460040,460015,4880550,4700105,890005,1810055,1640405,940305
1650047,2004,1630420,1650003,930058,930028,1600018,2430325,1650013,490035,930038,2430315
2260405,2004,2730305,2140305,2780305,1510015,2650405,1280035,1740305,1910310,1360305,2130305
4790505,2004,1970505,650505,300505,1440505,4680505,1640505,1050505,2490005,1870505,1750505
4820050,2004,6800305,6220405,6800310,6550405,7250310,2520305,2640305,7050405,6750310,2760305
7350310,2004,7400405,7250025,6100305,7350030,6750310,6900510,6500310,7450405,7200305,6730305
350257,2004,350308,350229,350485,350074,350445,350383,350430,1630050,1630035,2740111
350382,2004,350380,4440205,490040,490090,490065,490007,440410,350518,440420,4200205
350383,2004,350485,350074,350445,350257,2810320,350430,490090,2810330,350229,350308
930010,2004,1600340,1600345,1600018,930058,1600330,930028,2740087,2740075,950305,2580025
930028,2004,930058,930038,950305,1630420,950320,1650047,1000302,610305,1600018,1280100
1370040,2004,1490015,1490080,350080,1490022,1630305,1630035,1490053,1490018,2740111,350257
1530320,2004,1530045,1280100,160315,1000310,1280050,1630420,640305,160320,2360305,1280085
1630035,2004,1630050,1630305,1490080,2740111,1600345,1600330,2740087,1490015,1370040,350257
1630605,2004,350515,1630510,2740505,1630305,350505,350530,1630505,350535,1650505,1630405
2580025,2004,930058,930010,640305,1280050,350262,2580305,1600340,2740120,930028,2740115
4130505,2004,980005,630010,4500105,6980020,890005,2190405,4880550,940305,300305,2460310
200505,2004,1280505,160505,1810505,1700505,960505,720505,1000515,610510,560505,50505
1140505,2004,1330505,1030505,940505,2100505,2360505,2090505,170505,1860505,730505,1820505
2090505,2004,360505,2100505,2180505,1820505,1580505,710505,1640505,2390515,2520510,940505
6030505,2004,6350505,6720505,6580505,7400505,7650505,6700505,7780505,6650505,6600505,7100510
4690505,2004,4120530,350546,4870550,350540,4200205,350690,4490305,4410505,350558,350382
6450505,2004,6500505,7170505,6600505,2390505,6250505,7400505,6900505,7530505,6180505,7450505
1620505,2004,1050505,1380505,1440505,1770505,360505,2180505,70505,1640505,1510505,2170505
830505,2004,10505,240505,1510505,1380505,1620505,1170505,170505,1050505,1110505,1750505
1740505,2004,1270505,1520505,2190505,880505,140505,1580505,1590505,2180505,360505,1870505
10505,2004,240505,830505,1510505,1380505,170505,1170505,1110505,940505,1620505,790505
50505,2004,720505,790505,2620505,2610505,1410505,2390505,1030505,240505,1610505,480505
70505,2004,990505,870505,240505,360505,1620505,1440505,2180505,1710505,1770505,820505
90505,2004,1990505,2660505,260505,1680505,6000505,560505,1390505,2070510,1010505,2120505
100505,2004,140505,1980505,2200505,730505,500505,1590505,480505,230505,990505,870505
140505,2004,170505,100505,1520505,360505,710505,1250505,1220505,2190505,880505,1590505
160505,2004,200505,1280505,1810505,960505,1700505,90505,560505,400505,1550505,720505
170505,2004,240505,1270505,1380505,140505,1170505,710505,360505,870505,1580505,10505
230505,2004,500505,1590505,1250505,1310505,1360505,100505,2040505,140505,360505,990505
240505,2004,170505,1380505,10505,1170505,2170505,360505,70505,2180505,830505,1820505
260505,2004,2660505,90505,1990505,2070510,1680505,6000505,500505,230505,1390505,100505
300505,2004,1970505,650505,4790505,70505,2460505,730505,1010505,560505,1410505,2390505
310505,2004,400505,1070505,480505,560505,720505,100505,870505,170505,730505,1860505
350505,2004,350535,350515,1630510,350530,1630605,350445,350575,350690,2740505,350383
350515,2004,350505,350535,1630605,350530,350575,2740505,1650505,1630510,1630505,490506
350525,2004,350383,350485,4810550,350515,350074,350257,490065,440420,440410,350445
350530,2004,350535,350515,1630510,2740505,1630305,350505,1630605,350445,1630505,350537
350535,2004,350530,350505,350515,350537,2740505,1630510,1630605,350445,350257,1630305
350537,2004,350535,350515,350530,350505,1630605,2740505,490506,2810510,1630510,440505
350540,2004,350546,350690,350558,350382,4870550,350575,490090,180510,490065,490040
350542,2004,490090,350380,350558,350382,350074,490065,490040,350485,4440205,4200205
350543,2004,4380505,4840505,490030,350382,350380,350518,490050,610021,490090,1650027
350546,2004,350540,350690,4870550,4690505,350558,350545,350575,350382,180510,4120530
350690,2004,350540,350546,350575,350558,4870550,350545,350074,2440505,490065,490040
360505,2004,2180505,240505,1620505,170505,70505,1710505,1820505,1380505,1580505,870505
400505,2004,1980505,310505,1070505,720505,560505,480505,730505,100505,1030505,870505
440505,2004,490506,1600505,950505,2010505,350537,2740505,350515,1630510,2810500,350505
460505,2004,2070505,1550505,2070510,1000515,400505,260505,6050505,100505,230505,1890505
480505,2004,870505,1820505,170505,730505,100505,1380505,400505,1030505,560505,1220505
490506,2004,2740505,1650505,350515,930505,970505,2440505,1630510,460505,1000515,1810505
500505,2004,990505,1590505,230505,1050505,100505,1010505,2200505,1360505,1780505,1640505
560505,2004,2460505,400505,1710505,990505,720505,1980505,2110505,480505,500505,70505
570505,2004,1490053,1490022,1490018,1490080,1490015,1630305,350445,1370040,1630035,2740111
610505,2004,610510,2480505,640505,1530505,1140505,1610505,1330505,1030505,1850505,790505
610510,2004,610505,1030505,790505,720505,2360510,50505,2390505,1610505,2140505,2780505
640505,2004,1140505,1170505,240505,1410505,1030505,610505,1380505,10505,1330505,1530505
710505,2004,1220505,170505,1520505,1820505,870505,1580505,140505,1710505,2180505,360505
720505,2004,2610505,400505,1710505,50505,2110505,560505,2390515,1980505,990505,870505
790505,2004,2620505,1510505,1610505,1380505,2140505,2780505,1030505,2260505,50505,1110505
820505,2004,1310505,990505,1770505,2040505,1710505,1750505,1360505,1590505,1250505,1050505
860505,2004,1420505,250505,2260505,1110505,790505,770505,1510505,1510015,1380505,1170505
870505,2004,990505,880505,1220505,70505,1710505,2180505,1820505,1250505,480505,1580505
880505,2004,870505,1220505,1520505,1250505,2180505,710505,990505,1710505,1270505,820505
930505,2004,970505,1650505,1630505,1000515,2580505,1630510,2740505,1810505,1700505,2480505
940505,2004,1820505,1030505,360505,1510505,1380505,2780505,170505,2620505,1140505,710505
950505,2004,2010505,2430505,1280505,930505,8280605,1810505,2740505,200505,1000515,490506
960505,2004,720505,2390515,2390505,1050505,2110505,50505,2610505,2510505,70505,990505
970505,2004,930505,2580505,1650505,1630505,2740505,1810505,2480505,1700505,1630510,1000515
990505,2004,870505,1770505,70505,1250505,820505,1710505,1010505,1310505,500505,1590505
1000515,2004,1810505,1700505,1850505,1280505,1760505,2200505,200505,460505,2070510,930505
1010505,2004,1310505,990505,1360505,2460505,2040505,500505,1770505,2640505,1440505,1250505
1030505,2004,730505,1140505,1820505,940505,2620505,2360505,2260505,1410505,480505,2200505
1070505,2004,400505,310505,1980505,1820505,1030505,730505,1860505,870505,1710505,2610505
1100505,2004,1750505,1620505,1050505,1440505,1380505,2650505,1390505,70505,360505,2170505
1220505,2004,710505,870505,2180505,1580505,1520505,880505,1250505,1820505,1710505,990505
1280505,2004,1810505,200505,1700505,610510,160505,1000515,1530505,1850505,610505,50505
1310505,2004,1360505,820505,1250505,1770505,2040505,1010505,1390505,990505,1050505,1750505
1360505,2004,1310505,1250505,1770505,1010505,1870505,2040505,1050505,990505,1580505,1640505
1370505,2004,970505,930505,1630505,1630510,2810500,2580505,2740505,2810510,1490018,1810505
1390505,2004,1750505,1310505,1990505,1680505,2640505,2040505,1360505,1440505,1050505,1010505
1420505,2004,1110505,1510505,2140505,860505,1380505,10505,770505,940505,1170505,2780505
1440505,2004,1050505,1750505,1770505,1620505,1870505,1640505,70505,1580505,2180505,240505
1510505,2004,1380505,10505,2140505,1110505,2780505,1620505,830505,1170505,790505,240505
1530505,2004,1850505,1030505,610505,1700505,1810505,640505,1760505,2100505,610510,1410505
1530605,2004,1760605,610505,1280050,2480505,1330505,1280100,4060705,1000310,1860505,1760505
1550505,2004,2070510,2070505,460505,1980505,560505,400505,1670505,260505,1850505,100505
1580505,2004,1870505,1520505,2180505,1640505,1220505,2520510,1380505,1250505,1770505,870505
1590505,2004,1250505,1770505,990505,1710505,500505,2180505,230505,820505,100505,1870505
1600505,2004,440505,2740505,1630510,1630505,1650505,970505,350515,930505,490506,2810500
1610505,2004,1860505,790505,1820505,2620505,2270505,1030505,480505,940505,2260505,1070505
1630505,2004,1650505,1630510,2740505,970505,930505,2480505,1630405,1760505,1650013,350545
1630510,2004,1630505,2740505,1650505,930505,970505,1630605,2810500,350530,2480505,350515
1640505,2004,1580505,2170505,1770505,2520510,1440505,1870505,1620505,1360505,1250505,1520505
1650505,2004,1630505,1630510,2740505,930505,970505,1760505,2430505,2480505,1000515,350545
1670505,2004,1710505,990505,1590505,1980505,2460505,820505,870505,2610505,2180505,1770505
1680505,2004,1390505,2660505,1990505,2120505,90505,1750505,2640505,1310505,990505,2040505
1710505,2004,2180505,2610505,870505,1220505,1770505,990505,2460505,1980505,1590505,2110505
1750505,2004,1440505,1390505,1050505,1770505,1310505,820505,1100505,1360505,2640505,1620505
1760505,2004,1530505,1700505,1850505,1030505,730505,1000515,1330505,1890505,1410505,1810505
1760605,2004,1500505,2150505,4060705,8730605,1860505,1530605,8550605,1330505,1740505,8100605
1770505,2004,2180505,990505,1870505,1360505,1250505,2040505,1440505,1310505,1640505,1750505
1780505,2004,2170505,2460505,990505,870505,1640505,70505,500505,1410505,240505,1820505
1810505,2004,1280505,1700505,200505,1530505,1000515,2580505,610510,1850505,610505,1760505
1820505,2004,1220505,2180505,870505,940505,730505,1380505,2360505,1710505,710505,360505
1850505,2004,2200505,2100505,2110505,1980505,730505,1820505,2620505,1030505,2360505,100505
1870505,2004,1580505,1770505,2180505,1250505,1440505,1360505,1640505,1310505,1520505,1380505
1890505,2004,2200505,100505,1590505,2100505,1980505,500505,1850505,2610505,2110505,1820505
1970505,2004,650505,4680505,4790505,300505,1770505,1870505,990505,820505,1580505,360505
1980505,2004,400505,1710505,2710505,2110505,100505,2200505,2610505,730505,2460505,1590505
1990505,2004,2660505,1390505,1750505,2640505,1680505,90505,2120505,2040505,260505,1010505
2010505,2004,950505,2740505,8280605,1810505,970505,930505,1280505,2810500,490506,2580505
2040505,2004,1770505,2640505,1310505,1360505,820505,1010505,1390505,1250505,990505,1050505
2070505,2004,460505,2070510,1550505,1980505,400505,1890505,100505,2200505,2710505,1850505
2070510,2004,1550505,2070505,260505,2660505,1980505,1990505,90505,6000505,460505,6950505
2100505,2004,2200505,2090505,1850505,1140505,2360505,1030505,1820505,710505,2710505,2110505
2110505,2004,2200505,1980505,1710505,1770505,2460505,1620505,1050505,2620505,1590505,720505
2120505,2004,1750505,820505,1590505,1310505,2040505,2640505,1990505,1680505,1770505,2180505
2140505,2004,2780505,1510505,1380505,1620505,2260505,1820505,790505,2390505,2180505,360505
2170505,2004,2520510,1640505,240505,1780505,1770505,2180505,1580505,1620505,1380505,1170505
2180505,2004,1580505,1770505,360505,1220505,1710505,1870505,870505,1250505,1820505,1380505
2190505,2004,1250505,1360505,1310505,1520505,1870505,140505,2040505,1770505,880505,2180505
2200505,2004,2110505,1850505,2100505,1980505,100505,500505,1590505,1030505,2360505,730505
2290510,2004,1410505,1780505,2460505,2390505,400505,560505,1030505,1980505,1170505,6250505
2360505,2004,730505,2360510,1820505,1030505,2390505,2200505,2100505,1980505,2090505,1140505
2360510,2004,2360505,2390505,1820505,1980505,1030505,2780505,2610505,1710505,730505,2140505
2390505,2004,2510505,2360510,2390515,2360505,2620505,1780505,2140505,2610505,2110505,720505
2390515,2004,2610505,2620505,2390505,720505,6350505,2110505,2180505,360505,1620505,1820505
2430505,2004,2480505,1760505,1650505,2430510,970505,1810505,2580505,930505,8250605,1280505
2430510,2004,2620505,2610505,1810505,1760505,2390505,1030505,50505,720505,2390515,610510
2440505,2004,1760505,2440410,4870550,1650505,2360505,1630505,730505,6050505,2360510,2100505
2460505,2004,1710505,990505,1770505,1010505,2710505,2110505,560505,870505,1980505,1780505
2480505,2004,610505,1530505,610510,1760505,1630505,1810505,2430505,970505,1610505,1330505
2520510,2004,2170505,1580505,1640505,2180505,1870505,240505,1170505,1380505,1770505,1520505
2580505,2004,1810505,1700505,970505,640505,610510,1530505,930505,2290510,1000515,1760505
2610505,2004,1710505,2390515,720505,1980505,2620505,2460505,2110505,2180505,1820505,870505
2620505,2004,2780505,2390515,2510505,790505,2610505,1820505,1030505,1380505,2110505,2170505
2640505,2004,2040505,990505,1050505,1390505,1310505,1620505,1750505,1010505,1770505,70505
2650505,2004,1100505,1750505,1050505,2120505,1680505,1440505,7250505,1390505,1620505,2640505
2660505,2004,1990505,260505,1680505,90505,1390505,2640505,6000505,1010505,1750505,2120505
2710505,2004,1980505,2460505,100505,730505,560505,2200505,870505,480505,1820505,1710505
2740505,2004,1630510,1650505,1630505,970505,930505,2810500,490506,350515,350530,2480505
2780505,2004,2140505,2510505,2620505,1380505,1510505,2260505,1620505,940505,360505,790505
2810500,2004,2810510,2740505,2580505,4410505,1630510,930505,1630505,1810505,970505,2480505
2810510,2004,2810500,2810330,1370505,2740505,350505,2810320,2810328,1630605,1630510,350515
4060705,2004,8510605,8150605,8010605,8050605,8760605,8600605,8550605,1760605,8100605,8180605
