school_id,year,first_lang_not_eng_num,first_lang_not_eng_per,ELL_num,ELL_per,disabilities_num,disabilities_per,low_inc_num,low_inc_per,free_lunch_num,free_lunch_per,reduced_lunch_num,reduced_lunch_per,high_needs_num,high_needs_per
350525,2001,337.0,44.2,259.0,33.9,0.0,0.0,424.0,55.6,,,,,,
350172,2001,13.0,8.6,2.0,1.3,0.0,0.0,114.0,75.5,,,,,,
350166,2001,280.0,57.0,205.0,41.8,0.0,0.0,451.0,91.9,,,,,,
350167,2001,360.0,41.7,250.0,29.0,0.0,0.0,761.0,88.2,,,,,,
350179,2001,313.0,45.0,206.0,29.6,0.0,0.0,575.0,82.6,,,,,,
350180,2001,75.0,24.0,4.0,1.3,0.0,0.0,244.0,78.2,,,,,,
350182,2001,176.0,51.3,119.0,34.7,0.0,0.0,289.0,84.3,,,,,,
350183,2001,71.0,10.2,5.0,0.7,0.0,0.0,549.0,78.7,,,,,,
350184,2001,14.0,8.7,3.0,1.9,0.0,0.0,89.0,55.3,,,,,,
350181,2001,111.0,25.2,25.0,5.7,0.0,0.0,368.0,83.6,,,,,,
350286,2001,537.0,63.2,300.0,35.3,0.0,0.0,677.0,79.6,,,,,,
350190,2001,28.0,9.5,0.0,0.0,0.0,0.0,167.0,56.8,,,,,,
350262,2001,158.0,31.3,126.0,25.0,0.0,0.0,268.0,53.1,,,,,,
350537,2001,882.0,54.1,662.0,40.6,0.0,0.0,902.0,55.4,,,,,,
350215,2001,80.0,27.5,2.0,0.7,0.0,0.0,222.0,76.3,,,,,,
350004,2001,18.0,14.9,2.0,1.7,0.0,0.0,78.0,64.5,,,,,,
350227,2001,213.0,36.3,131.0,22.3,0.0,0.0,447.0,76.1,,,,,,
350226,2001,270.0,34.0,193.0,24.3,0.0,0.0,631.0,79.6,,,,,,
350008,2001,83.0,40.5,68.0,33.2,0.0,0.0,168.0,82.0,,,,,,
350229,2001,247.0,54.4,183.0,40.3,0.0,0.0,401.0,88.3,,,,,,
350231,2001,42.0,16.8,3.0,1.2,0.0,0.0,231.0,92.4,,,,,,
350382,2001,13.0,8.1,1.0,0.6,0.0,0.0,66.0,41.0,,,,,,
350237,2001,13.0,6.9,1.0,0.5,0.0,0.0,129.0,68.6,,,,,,
350542,2001,43.0,22.5,17.0,8.9,0.0,0.0,108.0,56.5,,,,,,
