school_id,year,african_american,asian,hispanic,white,native,male,female
7530020,2003,1.1,0.0,3.2,95.8,0.0,52.6,47.4
7530025,2003,0.7,0.7,1.3,97.0,0.3,53.0,47.0
7530505,2003,1.1,0.9,1.7,96.1,0.2,49.5,50.5
7530030,2003,1.5,0.6,0.4,97.1,0.6,51.0,49.0
7780505,2003,0.7,1.5,1.6,95.4,0.7,45.3,54.7
7780005,2003,1.3,0.2,0.7,97.8,0.0,47.9,52.1
7780010,2003,0.0,0.7,3.6,95.7,0.0,52.1,47.9
2430040,2003,2.0,6.6,1.6,89.8,0.0,50.8,49.2
2430305,2003,1.4,40.6,1.4,55.9,0.6,55.3,44.7
2430020,2003,3.2,17.1,2.0,77.7,0.0,49.3,50.7
2430310,2003,7.8,12.2,4.2,75.3,0.5,50.8,49.2
2430315,2003,1.4,25.2,1.0,72.1,0.3,49.2,50.8
2430025,2003,1.5,15.0,0.9,82.6,0.0,49.2,50.8
2430075,2003,1.4,58.8,2.4,37.4,0.0,55.4,44.6
2430035,2003,5.4,19.0,5.2,68.9,1.4,54.8,45.2
2430060,2003,1.1,13.3,0.7,84.9,0.0,54.8,45.2
2430065,2003,2.0,42.8,4.3,50.6,0.3,53.7,46.3
2430510,2003,1.6,32.5,2.1,63.6,0.3,46.8,53.2
2430325,2003,8.8,18.7,6.7,65.5,0.3,51.5,48.5
2430505,2003,5.1,20.3,3.8,70.4,0.5,50.6,49.4
2430320,2003,4.7,14.6,6.0,73.4,1.3,58.5,41.5
2430090,2003,11.7,28.1,4.8,55.4,0.0,51.8,48.2
2430095,2003,1.1,18.9,1.8,77.8,0.4,48.0,52.0
2430110,2003,0.4,38.5,1.5,59.3,0.4,57.5,42.5
7550505,2003,2.2,2.2,2.7,92.7,0.1,51.3,48.7
2440020,2003,32.6,10.8,9.0,47.4,0.3,54.1,45.9
2440018,2003,43.4,15.7,5.7,35.0,0.2,51.7,48.3
2440015,2003,33.6,13.7,8.1,44.0,0.5,57.5,42.5
2440040,2003,42.1,12.5,6.4,38.7,0.3,49.3,50.7
2440410,2003,39.5,9.2,6.7,44.3,0.4,53.5,46.5
2440505,2003,40.8,15.6,7.5,35.5,0.6,47.7,52.3
2460002,2003,1.0,2.0,1.3,95.4,0.3,54.8,45.2
2460305,2003,1.4,2.4,0.6,95.6,0.0,54.0,46.0
2460005,2003,0.2,2.0,0.2,97.4,0.2,50.1,49.9
2460017,2003,1.3,7.1,0.6,91.0,0.0,51.9,48.1
2460010,2003,0.6,1.5,0.8,97.1,0.0,49.9,50.1
2460505,2003,2.0,3.6,0.6,93.6,0.2,49.8,50.2
2460310,2003,1.9,2.1,1.1,94.5,0.4,51.0,49.0
2480025,2003,4.6,2.6,10.2,81.4,1.2,53.6,46.4
2480003,2003,4.9,4.6,9.3,81.0,0.2,52.1,47.9
2480050,2003,1.8,2.2,48.2,47.4,0.4,51.2,48.8
2480505,2003,4.8,11.5,14.1,69.1,0.6,50.5,49.5
2480520,2003,7.7,16.4,13.0,62.8,0.0,63.8,36.2
2480035,2003,12.3,2.5,22.2,63.1,0.0,50.2,49.8
2490005,2003,0.0,0.5,0.0,99.5,0.0,46.3,53.7
4830305,2003,2.3,0.0,0.5,95.9,1.4,50.0,50.0
4820050,2003,0.0,2.7,0.8,96.5,0.0,46.5,53.5
2500005,2003,1.2,0.6,0.2,98.0,0.0,53.4,46.6
2510060,2003,2.4,2.8,3.4,91.4,0.0,55.9,44.1
2510305,2003,3.7,1.2,2.1,91.8,1.3,52.6,47.4
2510020,2003,3.5,1.2,3.7,91.3,0.2,54.6,45.4
2510025,2003,5.1,2.1,2.6,90.0,0.2,51.0,49.0
2510505,2003,2.9,2.3,2.1,91.9,0.7,51.6,48.4
2520005,2003,0.8,0.8,2.1,95.8,0.4,54.0,46.0
2520510,2003,0.3,1.3,0.3,97.7,0.3,47.7,52.3
2520305,2003,0.3,1.0,2.0,96.6,0.0,48.8,51.2
2530005,2003,0.0,0.0,4.0,96.0,0.0,50.0,50.0
4840505,2003,83.0,0.0,17.0,0.0,0.0,42.6,57.4
4410505,2003,35.1,2.1,25.0,37.7,0.0,47.3,52.7
2580003,2003,6.8,1.4,15.8,76.1,0.0,49.3,50.7
2580015,2003,8.9,1.6,24.4,65.0,0.0,58.5,41.5
2580305,2003,5.2,2.9,26.1,65.7,0.1,49.6,50.4
2580030,2003,8.1,1.0,22.0,68.5,0.3,49.2,50.8
2580025,2003,2.2,0.9,46.3,50.6,0.0,53.2,46.8
2580001,2003,3.7,5.6,16.1,74.5,0.0,59.0,41.0
2580505,2003,3.6,1.7,30.7,63.7,0.2,49.0,51.0
2580050,2003,1.5,1.5,27.6,69.1,0.3,56.1,43.9
2580070,2003,7.4,9.5,24.7,58.1,0.2,50.3,49.7
2610025,2003,0.3,1.9,0.2,97.6,0.1,48.7,51.3
2610505,2003,0.3,1.0,0.9,97.6,0.2,50.0,50.0
2620305,2003,1.6,1.9,2.4,93.8,0.4,51.7,48.3
2620067,2003,0.8,2.5,0.8,95.9,0.0,50.2,49.8
2620050,2003,1.7,3.8,3.3,90.8,0.4,53.1,46.9
2620505,2003,1.2,2.4,1.8,94.3,0.3,47.7,52.3
2620065,2003,0.9,2.6,1.7,94.8,0.0,53.2,46.8
2630010,2003,0.0,0.0,7.3,92.7,0.0,45.5,54.5
2640007,2003,3.3,0.6,1.6,94.5,0.0,48.3,51.7
2640305,2003,2.9,0.5,0.7,95.9,0.0,52.2,47.8
2640010,2003,0.9,0.9,0.0,98.1,0.2,53.8,46.2
2640015,2003,0.0,0.0,0.0,0.0,0.0,,
2640505,2003,3.6,0.6,1.2,94.6,0.1,49.8,50.2
2640020,2003,3.3,0.2,0.2,96.3,0.0,47.0,53.0
2650007,2003,1.5,1.0,1.0,96.3,0.2,54.6,45.4
2650015,2003,0.4,0.0,0.0,99.6,0.0,53.6,46.4
2650505,2003,1.9,2.4,0.1,94.9,0.6,45.4,54.6
2650405,2003,1.5,1.0,0.3,96.4,0.8,53.5,46.5
4860105,2003,23.1,0.8,36.1,39.6,0.5,50.5,49.5
2660005,2003,4.1,8.6,1.8,85.3,0.3,49.7,50.3
2660010,2003,4.1,6.5,0.9,88.5,0.0,50.0,50.0
2660015,2003,4.9,6.9,0.4,87.9,0.0,48.7,51.3
2660505,2003,5.2,4.3,1.1,89.4,0.0,50.3,49.7
2660305,2003,5.4,8.1,1.8,84.7,0.0,49.3,50.7
8710605,2003,0.9,0.8,0.8,97.5,0.0,60.1,39.9
2690010,2003,2.0,3.0,0.5,94.3,0.2,51.4,48.6
2710005,2003,1.3,9.5,1.5,87.8,0.0,52.2,47.8
2710015,2003,1.1,12.6,4.1,82.3,0.0,51.1,48.9
2710020,2003,1.9,13.3,2.7,81.7,0.4,40.2,59.8
2710040,2003,0.0,13.3,2.0,84.7,0.0,56.0,44.0
2710305,2003,2.7,10.5,3.4,83.0,0.5,51.5,48.5
2710505,2003,2.2,7.9,1.9,87.6,0.3,45.5,54.5
2710035,2003,0.9,5.6,1.1,92.3,0.0,54.2,45.8
2710025,2003,1.7,6.4,2.0,89.2,0.7,54.4,45.6
2720005,2003,0.5,0.5,1.6,97.3,0.0,51.4,48.6
7600505,2003,1.2,0.4,0.2,98.2,0.0,50.1,49.9
7600405,2003,0.6,0.9,0.3,98.2,0.0,51.8,48.2
4190305,2003,0.0,0.0,0.0,0.0,0.0,,
8290605,2003,5.6,1.2,23.8,69.4,0.0,58.4,41.6
4490305,2003,10.8,1.8,3.6,83.4,0.4,49.5,50.5
2730005,2003,0.8,2.3,0.0,96.6,0.3,51.0,49.0
2730008,2003,1.9,0.6,1.3,96.0,0.2,53.4,46.6
2730305,2003,0.7,0.3,0.0,98.8,0.1,52.3,47.7
2730015,2003,2.0,0.0,1.0,96.5,0.5,45.3,54.7
2740075,2003,31.7,5.1,25.1,37.9,0.2,50.6,49.4
2740015,2003,6.8,8.7,3.2,79.9,1.4,49.3,50.7
2740005,2003,6.9,3.4,68.1,21.3,0.3,54.1,45.9
2740111,2003,10.0,5.6,55.7,28.8,0.0,48.7,51.3
2740510,2003,16.2,0.0,18.9,64.9,0.0,54.1,45.9
2740083,2003,9.3,7.3,12.8,69.8,0.8,58.4,41.6
2740087,2003,5.7,9.0,50.0,35.3,0.0,49.1,50.9
2740410,2003,50.0,0.0,0.0,50.0,0.0,81.3,18.8
2740505,2003,19.1,8.3,24.8,47.7,0.1,48.2,51.8
2740115,2003,13.2,4.4,11.6,70.1,0.6,50.0,50.0
2740120,2003,15.1,7.2,20.0,57.3,0.4,51.7,48.3
2780305,2003,2.1,1.6,4.1,91.7,0.5,51.4,48.6
2780020,2003,2.2,2.0,4.2,91.5,0.2,50.6,49.4
2780015,2003,1.1,3.1,5.0,90.6,0.3,48.9,51.1
2780505,2003,2.4,0.8,2.3,94.6,0.0,52.2,47.8
4880550,2003,7.4,1.8,1.2,89.6,0.0,56.5,43.5
8730605,2003,1.7,0.2,0.6,97.6,0.0,70.2,29.8
2750005,2003,0.4,1.7,0.2,97.4,0.4,45.9,54.1
2760020,2003,1.7,3.9,2.1,91.9,0.4,50.6,49.4
2760008,2003,1.5,4.2,2.3,91.8,0.2,51.2,48.8
2760305,2003,4.4,3.2,1.4,90.8,0.2,52.8,47.2
2770005,2003,0.7,1.7,36.1,61.6,0.0,58.5,41.5
2770010,2003,0.7,1.8,37.5,60.0,0.0,51.9,48.1
2770020,2003,2.2,1.3,33.8,62.6,0.2,52.5,47.5
8720605,2003,19.6,0.5,7.0,72.6,0.3,57.7,42.3
7650015,2003,0.0,0.0,0.0,100.0,0.0,42.9,57.1
7650505,2003,1.9,0.7,1.0,96.4,0.0,46.9,53.1
7650018,2003,0.0,2.2,0.0,97.8,0.0,50.6,49.4
7650030,2003,0.0,0.0,0.0,92.3,7.7,69.2,30.8
7650035,2003,2.0,0.6,1.2,96.1,0.0,51.6,48.4
8760605,2003,0.9,0.1,7.7,91.0,0.3,60.9,39.1
7660505,2003,1.2,0.5,0.8,97.3,0.2,48.9,51.1
7660010,2003,1.4,0.6,0.3,97.7,0.0,52.4,47.6
7670505,2003,0.9,0.9,0.9,97.4,0.0,48.8,51.2
7670008,2003,0.9,0.5,0.0,98.6,0.0,52.1,47.9
7670415,2003,0.5,0.3,2.1,96.9,0.3,50.9,49.1
2810095,2003,35.7,1.9,43.0,18.9,0.5,48.6,51.4
2810175,2003,34.0,7.1,26.6,32.1,0.3,51.9,48.1
2810165,2003,34.3,1.2,14.8,49.1,0.6,49.1,50.9
2810010,2003,25.3,1.4,54.3,18.6,0.3,52.4,47.6
2810025,2003,21.2,0.2,72.2,6.2,0.2,50.2,49.8
2810035,2003,25.2,2.8,38.2,33.5,0.3,51.7,48.3
2810125,2003,14.6,4.2,52.1,29.2,0.0,47.2,52.8
2810030,2003,38.4,0.7,47.4,13.4,0.0,53.6,46.4
2810325,2003,25.7,5.2,37.1,31.6,0.3,54.1,45.9
2810075,2003,29.2,1.5,58.0,10.6,0.7,51.1,48.9
2810080,2003,15.9,2.9,45.8,35.5,0.0,50.7,49.3
2810195,2003,22.8,0.5,67.4,9.2,0.1,55.8,44.2
2810065,2003,14.6,0.0,51.9,33.2,0.3,50.8,49.2
2810068,2003,40.1,1.3,29.6,29.0,0.0,50.2,49.8
2810510,2003,37.8,1.5,47.0,13.5,0.1,44.8,55.2
2810050,2003,35.6,4.7,34.0,25.7,0.0,54.2,45.8
2810085,2003,42.1,0.2,51.2,6.3,0.2,52.6,47.4
2810100,2003,30.4,1.4,34.4,33.6,0.2,51.2,48.8
2810328,2003,39.4,1.0,43.4,16.0,0.1,52.1,47.9
2810320,2003,30.4,1.7,54.9,12.8,0.1,50.0,50.0
2810110,2003,23.0,6.1,58.3,12.4,0.3,46.7,53.3
2810115,2003,16.5,2.5,62.6,18.0,0.4,47.1,52.9
2810120,2003,34.2,0.5,57.4,7.7,0.2,48.8,51.2
2810330,2003,26.2,2.6,47.6,23.4,0.2,50.6,49.4
2810060,2003,45.1,0.4,31.1,23.1,0.4,51.1,48.9
2810140,2003,23.1,0.7,45.2,31.0,0.0,49.7,50.3
2810155,2003,24.9,2.8,42.0,30.3,0.0,51.0,49.0
2810145,2003,22.2,0.6,57.4,19.6,0.2,50.2,49.8
2810023,2003,27.9,1.0,57.1,13.9,0.2,50.7,49.3
2810620,2003,27.9,0.8,57.9,13.4,0.0,54.2,45.8
2810055,2003,31.5,1.2,59.3,7.7,0.3,51.8,48.2
2810020,2003,13.3,1.2,59.2,26.3,0.0,53.8,46.2
2810500,2003,27.6,2.1,29.6,40.5,0.3,50.9,49.1
4450105,2004,13.9,4.0,15.0,66.8,0.2,50.5,49.5
10003,2004,1.7,1.3,2.5,94.4,0.0,51.3,48.7
10505,2004,2.6,0.5,1.8,95.1,0.0,47.5,52.5
10405,2004,3.1,0.5,1.9,94.4,0.0,51.9,48.1
10015,2004,0.8,0.3,0.0,98.9,0.0,55.1,44.9
4120530,2004,65.7,4.9,6.7,22.6,0.0,52.3,47.7
6000505,2004,1.0,12.1,1.7,84.9,0.2,50.3,49.7
6000405,2004,1.7,14.5,1.2,82.6,0.0,52.3,47.7
30025,2004,1.4,0.4,0.0,98.2,0.0,53.1,46.9
30305,2004,1.5,0.2,0.0,98.4,0.0,52.0,48.0
6030004,2004,1.1,1.8,1.4,95.7,0.0,52.5,47.5
6030505,2004,1.0,0.8,0.4,97.7,0.2,47.8,52.2
6030020,2004,4.4,0.5,1.8,93.2,0.0,53.9,46.1
50003,2004,0.0,0.0,0.0,100.0,0.0,53.2,46.8
50505,2004,1.4,1.6,1.4,95.3,0.3,49.9,50.1
50405,2004,1.2,1.6,3.0,93.9,0.3,54.1,45.9
50303,2004,1.3,1.0,1.6,96.1,0.0,51.7,48.3
50020,2004,0.7,1.0,1.4,96.9,0.0,49.5,50.5
50010,2004,1.5,0.7,4.6,92.7,0.5,52.3,47.7
50030,2004,0.5,0.8,3.1,94.8,0.8,53.9,46.1
50025,2004,1.2,0.7,0.5,97.5,0.0,52.5,47.5
70005,2004,2.0,0.8,2.2,95.0,0.0,53.6,46.4
70505,2004,1.0,1.1,1.5,96.4,0.0,50.6,49.4
70013,2004,1.5,0.7,2.3,94.7,0.8,49.2,50.8
70010,2004,1.3,0.5,2.9,95.1,0.2,56.4,43.6
80009,2004,11.5,6.1,25.1,56.7,0.6,53.6,46.4
80020,2004,13.5,13.1,7.9,65.1,0.4,50.1,49.9
80050,2004,14.9,14.4,8.0,62.0,0.7,46.2,53.8
6050505,2004,10.7,9.9,7.3,70.9,1.2,52.0,48.0
6050405,2004,8.9,8.4,6.6,75.6,0.5,49.6,50.4
90505,2004,0.9,7.7,2.7,88.6,0.1,50.5,49.5
90310,2004,0.6,9.5,2.0,87.9,0.0,48.6,51.4
90003,2004,0.7,7.2,2.4,89.2,0.5,54.9,45.1
90305,2004,1.1,3.1,1.4,94.1,0.4,54.2,45.8
90010,2004,0.3,8.0,0.5,91.2,0.0,50.4,49.6
90004,2004,0.7,14.2,5.7,79.3,0.2,48.3,51.7
90005,2004,0.8,3.8,0.4,95.1,0.0,50.4,49.6
90020,2004,0.7,7.4,0.5,91.3,0.0,51.4,48.6
90025,2004,2.0,9.6,2.0,86.1,0.3,57.0,43.0
90350,2004,1.7,12.3,4.4,81.5,0.0,50.2,49.8
100505,2004,5.9,4.6,2.6,86.9,0.1,49.6,50.4
100010,2004,0.3,6.5,1.7,91.6,0.0,48.6,51.4
100025,2004,4.0,9.1,1.9,84.5,0.5,48.8,51.2
100030,2004,7.5,12.9,2.7,76.9,0.0,46.3,53.7
100005,2004,2.0,6.5,1.5,90.0,0.0,53.6,46.4
100055,2004,2.0,9.8,1.7,86.5,0.0,51.5,48.5
100038,2004,4.6,3.4,1.1,90.8,0.0,55.2,44.8
100410,2004,4.8,5.8,2.6,86.8,0.0,51.2,48.8
100045,2004,4.8,9.2,7.9,77.2,0.9,52.6,47.4
100050,2004,11.7,12.7,2.2,73.3,0.0,50.8,49.2
6100025,2004,1.0,1.0,1.6,96.5,0.0,54.1,45.9
6100010,2004,1.4,0.0,0.0,98.6,0.0,54.8,45.2
6100505,2004,0.7,1.5,1.2,96.5,0.1,51.8,48.2
6100305,2004,1.4,1.2,1.6,95.8,0.0,56.2,43.8
6100005,2004,1.0,1.8,1.3,95.6,0.3,46.6,53.4
140505,2004,2.6,3.2,2.6,91.7,0.0,49.8,50.2
140405,2004,2.6,3.7,3.4,90.3,0.0,49.3,50.7
140015,2004,1.8,3.3,1.3,93.6,0.0,49.8,50.2
140010,2004,4.9,4.5,4.9,85.1,0.6,50.5,49.5
140005,2004,2.2,6.1,5.0,86.1,0.6,53.6,46.4
8010605,2004,1.6,1.2,10.0,87.0,0.2,65.9,34.1
6150505,2004,0.8,0.7,2.1,96.4,0.0,52.9,47.1
6150305,2004,0.6,1.5,4.6,92.8,0.4,54.2,45.8
6150020,2004,2.7,0.3,6.6,88.7,1.7,51.5,48.5
6150050,2004,0.8,0.0,0.0,99.2,0.0,49.2,50.8
4910550,2004,5.9,1.6,4.8,86.9,0.9,50.1,49.9
160001,2004,4.1,2.9,13.3,79.7,0.0,54.3,45.7
160505,2004,3.8,6.4,4.5,85.1,0.2,51.1,48.9
160315,2004,5.5,5.9,7.9,80.2,0.4,50.3,49.7
160008,2004,2.7,4.0,4.7,88.7,0.0,52.0,48.0
160045,2004,1.9,3.5,4.2,90.4,0.0,48.4,51.6
160040,2004,4.7,5.7,8.3,81.3,0.0,54.7,45.3
160050,2004,4.0,8.6,7.5,78.4,1.5,50.5,49.5
160305,2004,2.0,2.0,2.9,92.7,0.3,49.2,50.8
160035,2004,4.4,3.9,6.7,84.8,0.2,53.1,46.9
160320,2004,4.1,7.2,5.9,82.8,0.0,50.5,49.5
170305,2004,1.7,2.6,2.8,92.0,0.9,53.1,46.9
170505,2004,1.4,2.4,2.1,94.2,0.0,48.7,51.3
170010,2004,0.8,1.9,1.9,95.0,0.4,53.8,46.2
170025,2004,0.3,3.2,1.6,91.6,3.2,48.2,51.8
180510,2004,22.3,4.4,1.5,71.2,0.4,47.6,52.4
180010,2004,6.4,4.0,4.8,84.4,0.4,56.8,43.2
200505,2004,5.0,2.7,7.7,84.0,0.5,51.2,48.8
200010,2004,3.2,1.3,4.5,90.5,0.5,49.9,50.1
200025,2004,12.2,3.1,9.2,70.9,4.6,49.8,50.2
200005,2004,0.7,1.4,1.0,96.9,0.0,46.5,53.5
230505,2004,6.4,5.8,2.9,84.6,0.3,51.7,48.3
230305,2004,6.5,9.3,0.6,82.9,0.8,51.2,48.8
230010,2004,5.8,13.5,1.8,78.1,0.8,49.1,50.9
230012,2004,3.7,10.1,2.5,83.3,0.4,45.0,55.0
240505,2004,1.5,0.9,1.6,96.1,0.0,48.7,51.3
240005,2004,0.0,0.9,0.9,98.1,0.0,52.4,47.6
240018,2004,1.1,2.0,1.9,95.0,0.0,50.8,49.2
250003,2004,0.0,0.0,11.1,88.9,0.0,61.1,38.9
250505,2004,0.6,1.9,1.2,95.8,0.5,48.2,51.8
250315,2004,0.0,1.3,3.3,95.3,0.1,50.2,49.8
250510,2004,8.3,0.0,0.0,91.7,0.0,87.5,12.5
250020,2004,1.7,1.0,1.7,95.7,0.0,47.5,52.5
250025,2004,0.0,1.8,2.1,95.9,0.3,48.7,51.3
260505,2004,6.6,11.0,3.4,78.9,0.2,49.6,50.4
260015,2004,5.0,19.7,4.6,70.7,0.0,56.1,43.9
260010,2004,4.6,11.9,2.3,81.1,0.0,48.7,51.3
260035,2004,3.5,13.6,1.9,80.6,0.5,49.4,50.6
260005,2004,3.0,9.5,1.6,85.6,0.2,54.3,45.7
260305,2004,3.7,13.0,2.9,80.1,0.3,52.0,48.0
4200205,2004,86.0,0.3,11.9,0.9,0.9,46.8,53.2
4470205,2004,1.6,3.1,1.6,93.7,0.0,46.2,53.8
270010,2004,0.0,0.0,0.0,99.8,0.2,54.5,45.5
270305,2004,0.5,0.0,0.0,98.9,0.7,49.1,50.9
6180505,2004,1.1,1.9,1.4,95.5,0.2,51.9,48.1
280005,2004,0.0,0.8,1.2,98.0,0.0,47.6,52.4
6200505,2004,0.7,0.9,0.4,96.7,1.3,50.3,49.7
300055,2004,1.9,2.3,5.2,90.6,0.0,53.6,46.4
300505,2004,2.9,0.7,4.1,92.1,0.3,48.5,51.5
300305,2004,1.9,0.4,2.8,94.9,0.0,51.8,48.2
300010,2004,2.4,0.3,3.0,94.3,0.0,58.3,41.7
300015,2004,2.3,2.1,4.0,91.5,0.0,44.8,55.2
300033,2004,1.9,3.5,4.8,89.7,0.0,50.5,49.5
300040,2004,3.5,1.4,7.8,87.2,0.0,50.4,49.6
310505,2004,1.0,2.9,2.5,93.1,0.5,49.6,50.4
310030,2004,0.6,1.5,0.9,96.8,0.3,56.3,43.7
310007,2004,1.5,1.3,1.3,95.6,0.2,48.0,52.0
310026,2004,0.8,2.4,2.3,94.3,0.2,54.5,45.5
310012,2004,0.4,0.9,1.1,96.9,0.7,52.0,48.0
310310,2004,0.6,1.6,2.5,94.7,0.6,52.6,47.4
310305,2004,0.2,1.2,0.8,97.8,0.0,49.9,50.1
310015,2004,1.5,5.0,1.7,90.5,1.2,55.0,45.0
310005,2004,0.3,2.1,2.0,95.4,0.3,53.7,46.3
8050605,2004,0.9,0.7,2.7,95.0,0.7,65.0,35.0
6220015,2004,3.6,1.6,0.8,94.1,0.0,49.0,51.0
6220505,2004,0.0,1.3,1.8,96.8,0.0,46.6,53.4
6220405,2004,1.3,1.2,0.7,96.9,0.0,48.4,51.6
6220008,2004,0.9,1.7,1.9,95.5,0.0,54.4,45.6
6220010,2004,0.5,0.3,1.9,97.3,0.0,55.4,44.6
8060605,2004,10.1,1.1,3.5,84.8,0.5,60.8,39.2
350541,2004,54.1,4.5,13.4,25.5,2.5,43.9,56.1
350021,2004,51.3,4.7,18.3,24.7,1.0,54.7,45.3
350390,2004,25.8,0.9,69.3,3.7,0.3,53.2,46.8
350010,2004,51.1,3.2,43.6,2.1,0.0,53.2,46.8
350548,2004,77.1,6.7,15.0,1.2,0.0,56.9,43.1
350546,2004,51.5,2.0,24.0,22.3,0.3,38.8,61.3
350558,2004,57.6,3.6,23.6,15.0,0.2,41.4,58.6
350507,2004,36.7,1.1,57.8,4.4,0.0,53.3,46.7
350560,2004,11.1,30.2,5.5,53.0,0.2,45.0,55.0
350545,2004,26.7,21.9,11.9,39.3,0.2,40.7,59.3
350505,2004,47.7,5.5,38.4,8.1,0.2,46.7,53.3
350036,2004,50.0,4.2,41.7,4.2,0.0,54.2,45.8
350054,2004,88.9,2.9,5.6,2.2,0.4,52.4,47.6
350052,2004,32.6,0.8,57.7,8.5,0.4,51.8,48.2
350515,2004,46.9,18.1,25.9,8.8,0.4,53.2,46.8
350430,2004,35.8,14.5,30.0,19.3,0.4,53.7,46.3
350518,2004,85.7,4.8,9.5,0.0,0.0,57.1,42.9
350062,2004,4.1,7.1,68.0,20.7,0.0,53.5,46.5
350066,2004,13.3,6.2,54.9,24.8,0.9,58.4,41.6
350072,2004,52.6,0.6,45.2,1.4,0.3,52.3,47.7
350074,2004,55.4,4.7,34.6,4.5,0.9,49.6,50.4
350077,2004,73.8,1.7,21.8,2.3,0.3,57.7,42.3
350080,2004,4.3,0.7,89.5,5.6,0.0,50.2,49.8
350009,2004,8.3,2.2,69.4,20.0,0.0,50.0,50.0
350530,2004,24.4,3.7,48.7,22.7,0.5,54.7,45.3
350088,2004,42.8,21.8,13.0,22.1,0.4,47.0,53.0
350543,2004,73.4,1.3,22.8,2.5,0.0,49.4,50.6
350003,2004,22.4,32.9,25.9,18.8,0.0,54.1,45.9
350006,2004,38.8,2.9,36.9,21.4,0.0,61.2,38.8
350096,2004,32.6,3.4,32.0,30.3,1.7,49.1,50.9
350100,2004,50.5,1.0,46.0,2.0,0.5,52.5,47.5
350522,2004,40.7,26.0,15.7,17.2,0.5,58.8,41.2
350540,2004,50.0,2.8,28.8,18.0,0.4,42.4,57.6
350116,2004,57.1,3.4,14.9,24.6,0.0,53.4,46.6
350122,2004,50.5,0.5,28.2,20.9,0.0,61.8,38.2
350426,2004,74.0,4.6,10.3,11.1,0.0,49.6,50.4
350200,2004,22.4,33.9,25.9,17.8,0.0,54.5,45.5
350135,2004,59.9,1.6,20.6,17.9,0.0,55.6,44.4
350750,2004,38.6,9.3,31.4,20.7,0.0,52.1,47.9
350141,2004,6.4,7.7,58.3,27.7,0.0,46.4,53.6
350013,2004,44.3,12.7,25.9,17.0,0.2,55.1,44.9
350146,2004,44.7,12.3,18.7,24.2,0.1,55.1,44.9
350154,2004,90.9,0.0,5.9,2.1,1.0,54.4,45.6
350156,2004,3.6,3.3,63.0,30.2,0.0,48.9,51.1
350485,2004,54.1,2.6,39.9,2.6,0.7,47.8,52.2
350153,2004,28.1,2.8,53.8,14.9,0.4,50.6,49.4
350525,2004,83.2,2.9,11.3,2.1,0.5,52.0,48.0
350172,2004,54.1,2.7,29.7,12.8,0.7,57.4,42.6
350166,2004,23.8,0.8,73.8,1.5,0.0,50.0,50.0
350167,2004,47.9,19.6,29.8,1.8,0.8,53.0,47.0
350179,2004,37.1,11.2,41.4,9.6,0.7,52.5,47.5
350180,2004,66.3,1.3,29.2,1.9,1.3,53.7,46.3
350182,2004,30.5,0.7,68.1,0.7,0.0,47.7,52.3
350183,2004,78.0,3.1,13.9,4.9,0.2,56.5,43.5
350184,2004,37.9,5.9,15.4,40.8,0.0,57.4,42.6
350181,2004,56.3,4.9,14.6,23.1,1.1,52.7,47.3
350286,2004,12.1,73.2,7.7,7.0,0.0,49.4,50.6
350190,2004,22.6,11.1,11.1,55.2,0.0,43.3,56.7
350262,2004,14.7,4.2,29.4,51.3,0.4,56.1,43.9
350537,2004,56.7,1.3,37.7,4.1,0.2,53.3,46.7
350215,2004,12.7,10.9,37.7,38.0,0.7,50.4,49.6
350004,2004,33.1,6.5,16.1,44.4,0.0,66.9,33.1
350227,2004,52.5,33.3,9.6,4.4,0.2,53.1,46.9
350226,2004,71.3,0.2,25.3,3.3,0.0,55.6,44.4
350008,2004,64.9,9.3,23.2,2.6,0.0,54.6,45.4
350229,2004,32.8,1.2,65.4,0.5,0.0,50.2,49.8
350231,2004,44.3,9.4,22.2,23.6,0.5,48.8,51.2
350382,2004,57.9,4.3,17.1,20.1,0.6,46.3,53.7
350237,2004,44.6,4.6,17.7,33.1,0.0,52.0,48.0
350243,2004,85.2,0.0,14.3,0.5,0.0,50.5,49.5
350383,2004,61.1,1.0,35.0,2.4,0.6,47.2,52.8
350542,2004,61.5,5.6,28.6,3.8,0.4,49.6,50.4
350138,2004,78.0,1.4,16.7,2.9,1.0,56.9,43.1
350575,2004,47.7,22.9,17.4,11.6,0.5,41.3,58.7
350255,2004,35.0,12.3,14.7,38.0,0.0,51.5,48.5
350257,2004,42.7,0.8,54.7,1.6,0.3,48.0,52.0
350264,2004,11.3,3.8,51.4,33.5,0.0,45.8,54.2
350266,2004,52.9,10.8,5.0,29.2,2.1,50.8,49.2
350268,2004,38.9,5.0,46.4,9.5,0.2,53.2,46.8
350278,2004,56.3,5.1,22.5,15.3,0.9,51.2,48.8
350565,2004,26.6,59.3,6.8,6.8,0.5,53.0,47.0
350691,2004,10.5,0.8,80.1,8.4,0.3,48.7,51.3
350240,2004,41.0,23.9,5.5,28.7,0.9,54.6,45.4
350298,2004,41.3,12.6,18.2,26.6,1.4,50.3,49.7
350302,2004,14.3,3.3,51.2,30.3,0.8,53.7,46.3
350304,2004,67.3,1.4,23.2,8.1,0.0,51.2,48.8
350308,2004,34.1,0.0,65.4,0.5,0.0,47.7,52.3
350690,2004,47.4,13.3,31.8,7.0,0.5,41.8,58.2
350535,2004,45.8,2.0,46.5,5.7,0.1,50.3,49.7
