school_id,year,african_american,asian,hispanic,white,native,male,female
200005,2009,1.5,1.5,0.8,93.2,0.4,51.1,48.9
230505,2009,7.0,8.1,3.0,79.8,0.8,50.3,49.7
230305,2009,6.6,12.8,3.3,75.4,0.7,45.8,54.2
230010,2009,8.3,9.5,5.7,70.1,0.4,53.3,46.7
230012,2009,6.0,9.7,4.8,77.0,0.0,51.0,49.0
240505,2009,1.3,2.7,3.1,90.9,0.0,51.4,48.6
240006,2009,2.4,2.4,2.4,91.4,0.0,50.9,49.1
240005,2009,0.0,1.3,1.7,95.7,0.0,54.8,45.2
240025,2009,1.3,2.0,3.6,90.6,0.4,49.3,50.7
240018,2009,1.5,1.1,3.4,92.0,0.3,54.6,45.4
250003,2009,1.7,3.3,0.0,95.0,0.0,56.2,43.8
250505,2009,1.6,2.5,4.1,90.4,0.5,50.2,49.8
250315,2009,1.5,2.8,2.5,91.3,0.4,52.5,47.5
250510,2009,9.1,0.0,0.0,90.9,0.0,75.8,24.2
250020,2009,1.7,4.6,2.4,89.1,0.2,55.1,44.9
250025,2009,2.7,3.9,2.7,89.5,0.4,48.4,51.6
260505,2009,3.4,14.3,4.6,75.0,0.0,50.5,49.5
260015,2009,6.0,21.5,6.6,58.5,0.0,47.5,52.5
260010,2009,4.2,12.0,3.6,75.7,0.0,49.8,50.2
260035,2009,3.0,10.7,3.9,78.0,0.0,47.1,52.9
260005,2009,2.6,10.5,2.8,80.2,0.0,48.5,51.5
260305,2009,3.7,12.5,3.9,73.9,0.1,48.6,51.4
4200205,2009,82.1,1.0,14.1,0.3,0.6,43.9,56.1
4470205,2009,0.7,12.5,1.0,83.2,0.2,50.2,49.8
270010,2009,0.7,0.2,1.5,95.7,0.0,51.4,48.6
270305,2009,1.2,0.5,2.2,94.9,0.0,52.7,47.3
4140305,2009,3.3,0.4,5.3,89.0,0.4,49.0,51.0
6180505,2009,2.1,0.8,3.5,92.2,0.0,52.3,47.7
6180310,2009,1.1,0.8,5.6,87.9,0.0,54.2,45.8
6180035,2009,1.0,0.5,6.8,90.2,0.0,52.4,47.6
280005,2009,0.0,1.7,2.1,95.0,0.0,54.0,46.0
6200505,2009,0.4,2.4,2.1,93.8,0.2,43.8,56.2
300055,2009,1.0,3.7,7.2,86.2,0.0,55.2,44.8
300505,2009,3.7,1.5,5.3,88.5,0.0,46.5,53.5
300305,2009,1.8,1.3,6.7,88.6,0.1,49.7,50.3
300010,2009,2.2,1.6,7.4,86.6,0.0,47.0,53.0
300015,2009,2.2,3.4,5.4,86.9,0.0,52.7,47.3
300033,2009,2.4,1.1,5.9,88.6,0.0,52.4,47.6
300040,2009,2.1,1.6,8.4,84.8,0.0,52.1,47.9
310505,2009,1.5,3.0,2.9,89.9,0.1,51.4,48.6
310030,2009,1.1,1.4,1.4,92.6,0.0,56.2,43.8
310007,2009,1.8,2.5,1.8,92.3,0.0,49.5,50.5
310026,2009,1.6,3.6,1.6,91.0,0.2,53.5,46.5
310012,2009,0.4,1.0,2.8,95.6,0.0,51.2,48.8
310310,2009,1.0,2.3,0.8,95.1,0.1,51.4,48.6
310305,2009,1.9,2.1,1.0,93.2,0.1,49.9,50.1
310015,2009,3.0,7.1,3.3,84.6,0.0,51.4,48.6
310005,2009,0.9,5.8,2.6,89.6,0.0,52.7,47.3
8050605,2009,0.5,0.4,2.9,93.7,0.0,59.3,40.7
6220015,2009,0.9,0.9,3.0,93.0,0.4,43.0,57.0
6220505,2009,1.4,1.1,1.9,95.4,0.0,48.0,52.0
6220405,2009,1.5,1.3,3.6,89.9,0.2,55.3,44.7
6220008,2009,1.1,1.3,4.0,91.1,0.2,53.3,46.7
6220010,2009,0.0,0.3,0.9,96.0,0.6,52.6,47.4
8060605,2009,15.8,1.2,6.3,72.4,0.0,59.4,40.6
350541,2009,43.7,5.0,36.5,14.4,0.0,41.0,59.0
350003,2009,18.9,19.5,30.5,26.2,1.2,53.7,46.3
350021,2009,29.9,6.0,38.1,22.1,1.1,55.5,44.5
350390,2009,15.2,0.5,78.8,4.1,0.0,51.8,48.2
350548,2009,54.4,4.6,39.2,0.7,0.0,54.4,45.6
350546,2009,41.9,4.3,32.8,16.5,0.5,37.3,62.7
350558,2009,47.4,3.7,39.7,7.2,0.0,42.7,57.3
350507,2009,19.0,4.6,67.2,7.5,0.0,51.1,48.9
350560,2009,11.7,27.9,8.3,49.9,0.1,42.8,57.2
350545,2009,28.3,21.1,16.5,31.3,0.8,43.9,56.1
350505,2009,39.7,2.9,51.4,5.2,0.4,52.7,47.3
350036,2009,58.3,8.3,25.0,8.3,0.0,62.5,37.5
350054,2009,82.7,1.2,12.7,1.2,0.6,52.4,47.6
350052,2009,21.3,2.0,66.4,8.5,0.0,55.7,44.3
350515,2009,42.5,21.2,29.6,5.9,0.2,53.6,46.4
350430,2009,26.0,18.6,41.4,11.9,0.8,52.8,47.2
350518,2009,79.4,0.0,19.0,1.6,0.0,57.1,42.9
350581,2009,74.5,1.3,21.6,1.5,0.3,47.2,52.8
350020,2009,20.6,3.9,58.7,14.7,0.1,51.8,48.2
350062,2009,2.1,2.1,83.3,11.3,0.7,52.8,47.2
350066,2009,8.2,3.0,69.4,17.2,0.0,55.2,44.8
350072,2009,40.9,0.3,55.3,1.3,0.3,51.9,48.1
350074,2009,62.9,1.4,28.7,3.1,0.0,53.7,46.3
350077,2009,42.5,2.0,35.0,17.0,0.3,51.0,49.0
350080,2009,2.3,0.4,88.3,8.6,0.0,50.2,49.8
350008,2009,51.3,6.4,38.5,1.1,0.0,51.9,48.1
350009,2009,2.9,3.4,77.0,16.1,0.0,50.6,49.4
350530,2009,16.3,2.0,62.2,18.0,0.6,53.0,47.0
350088,2009,47.1,18.3,20.1,11.4,0.0,55.0,45.0
350543,2009,32.4,1.0,59.8,3.9,1.0,33.3,66.7
350006,2009,30.9,5.2,43.3,18.6,0.0,55.7,44.3
350096,2009,16.5,5.1,39.6,34.9,0.0,52.5,47.5
350100,2009,33.8,0.0,62.7,2.0,0.0,53.2,46.8
350522,2009,36.6,25.6,20.3,16.5,0.3,59.1,40.9
350540,2009,41.4,1.7,43.1,11.4,0.7,45.2,54.8
350116,2009,35.4,1.4,32.4,29.4,0.3,50.0,50.0
350326,2009,12.5,12.5,61.3,11.3,0.6,52.4,47.6
350122,2009,29.4,1.0,44.7,22.8,0.0,55.8,44.2
350426,2009,72.3,3.8,13.5,7.3,0.4,54.2,45.8
350200,2009,24.1,29.6,34.3,9.6,0.9,51.7,48.3
350010,2009,41.2,4.4,47.8,2.7,0.0,52.2,47.8
350135,2009,55.6,0.8,36.4,5.0,0.4,57.3,42.7
350750,2009,31.5,9.2,36.9,20.8,0.0,47.7,52.3
350141,2009,3.4,5.3,71.6,18.6,0.0,55.3,44.7
350013,2009,36.5,9.3,35.6,15.8,0.6,55.6,44.4
350146,2009,40.4,9.3,28.2,19.4,0.6,52.1,47.9
350154,2009,73.2,0.7,23.7,1.4,0.7,49.5,50.5
350156,2009,2.9,1.0,74.7,20.5,0.0,49.4,50.6
350485,2009,41.5,1.6,50.8,4.5,0.9,50.8,49.2
350153,2009,28.0,3.1,61.4,6.3,0.0,49.1,50.9
350525,2009,67.6,2.7,23.6,2.9,0.3,51.8,48.2
350172,2009,30.6,1.4,41.5,25.2,0.7,57.8,42.2
350166,2009,19.9,0.0,77.6,1.9,0.0,51.0,49.0
350167,2009,45.8,17.6,32.7,1.4,0.1,52.8,47.2
350179,2009,38.1,13.5,35.8,10.5,0.8,53.0,47.0
350180,2009,54.3,0.6,41.8,1.3,0.6,49.2,50.8
350182,2009,16.7,0.9,68.1,12.2,0.9,50.8,49.2
350183,2009,66.1,3.6,24.1,2.3,0.7,54.4,45.6
350184,2009,15.8,7.5,24.0,49.3,0.7,52.1,47.9
350181,2009,36.7,5.4,25.7,29.0,1.2,55.2,44.8
350286,2009,12.3,64.9,13.0,7.9,0.1,54.2,45.8
350190,2009,10.2,7.2,23.8,54.8,0.0,54.3,45.7
350001,2009,62.5,6.4,21.0,6.7,0.4,53.9,46.1
350383,2009,52.7,1.1,41.4,3.8,0.2,52.5,47.5
350262,2009,7.0,2.2,41.1,48.1,0.4,51.7,48.3
350537,2009,47.2,0.7,45.8,3.9,0.5,57.3,42.7
350215,2009,5.9,4.5,54.7,31.7,0.3,51.6,48.4
350004,2009,13.7,7.3,31.5,44.4,0.0,68.5,31.5
350227,2009,41.9,35.3,16.0,2.8,0.2,54.0,46.0
350226,2009,77.0,0.9,19.1,2.1,0.6,55.7,44.3
350229,2009,23.5,0.2,71.5,3.4,0.2,48.3,51.7
350231,2009,44.0,7.2,26.8,17.2,0.0,51.2,48.8
350382,2009,42.3,0.6,29.8,22.0,0.0,48.2,51.8
350237,2009,25.3,5.1,29.7,38.6,0.0,50.6,49.4
350243,2009,58.8,0.6,35.0,1.1,1.1,46.9,53.1
350542,2009,65.6,2.0,30.3,1.6,0.0,40.6,59.4
350138,2009,71.4,1.5,20.4,4.1,0.5,55.1,44.9
350575,2009,39.5,21.8,25.8,11.5,0.2,42.7,57.3
350255,2009,14.9,4.0,19.3,59.8,0.4,49.8,50.2
350257,2009,33.1,0.3,62.8,2.0,0.6,49.2,50.8
350264,2009,6.6,1.5,76.4,13.1,0.0,54.1,45.9
350266,2009,36.5,9.4,10.7,34.3,3.4,49.4,50.6
350268,2009,35.1,8.1,47.9,6.0,0.6,52.9,47.1
350278,2009,48.3,2.4,34.7,10.8,0.0,51.0,49.0
350565,2009,25.0,55.3,11.7,5.7,0.8,56.6,43.4
350691,2009,2.7,0.2,90.7,5.9,0.0,48.0,52.0
350240,2009,28.6,25.4,11.0,31.9,0.8,55.5,44.5
350298,2009,29.6,8.0,25.3,32.7,0.6,57.4,42.6
350302,2009,7.0,2.2,67.9,19.9,0.4,57.2,42.8
350304,2009,57.1,1.5,27.1,9.9,0.0,48.3,51.7
350308,2009,28.9,0.8,65.9,2.3,0.0,51.4,48.6
350690,2009,42.0,11.2,35.8,9.2,0.5,48.5,51.5
350535,2009,41.0,1.9,52.2,3.2,0.6,53.4,46.6
350328,2009,53.0,17.0,17.0,10.9,0.4,57.9,42.1
350579,2009,48.0,2.4,37.6,10.7,0.0,53.5,46.5
350346,2009,12.7,2.8,27.1,56.7,0.0,52.0,48.0
350445,2009,35.3,3.5,48.2,11.0,0.3,50.4,49.6
350366,2009,25.3,11.5,55.5,3.6,0.5,47.8,52.2
350360,2009,58.2,0.9,33.0,5.3,0.3,50.3,49.7
350258,2009,25.8,4.8,51.1,15.2,0.0,49.3,50.7
350363,2009,55.3,0.5,27.3,13.5,0.7,79.7,20.3
350370,2009,69.9,0.8,23.8,1.3,0.8,51.8,48.2
350374,2009,25.7,13.0,47.8,13.0,0.0,50.9,49.1
350380,2009,56.3,0.8,35.0,4.5,0.3,56.9,43.1
4490305,2009,26.7,1.1,9.7,60.6,0.2,48.3,51.7
4240505,2009,65.1,0.7,29.6,4.0,0.0,41.9,58.1
4160305,2009,70.5,0.3,21.9,7.2,0.0,53.4,46.6
4810550,2009,68.6,2.0,26.5,1.0,0.0,47.4,52.6
360505,2009,2.9,0.8,2.0,88.0,0.6,46.5,53.5
360325,2009,1.7,0.5,2.9,87.8,0.1,53.3,46.7
360010,2009,0.8,1.0,2.7,88.5,0.0,50.9,49.1
380005,2009,0.0,0.7,1.2,97.0,0.0,50.2,49.8
380013,2009,0.8,0.2,0.9,97.9,0.0,55.9,44.1
390005,2009,1.1,3.2,1.8,90.8,0.3,46.6,53.4
400033,2009,6.6,9.1,10.8,72.2,0.0,50.1,49.9
400505,2009,4.3,9.0,2.9,83.1,0.3,51.1,48.9
400050,2009,6.5,13.6,6.1,73.5,0.0,52.3,47.7
400305,2009,6.0,6.9,4.3,81.9,0.1,52.0,48.0
400015,2009,0.7,5.5,1.9,90.7,0.0,49.9,50.1
400005,2009,1.8,5.1,2.7,88.9,0.0,51.6,48.4
400025,2009,2.3,13.1,1.5,81.6,0.2,52.1,47.9
400020,2009,3.9,7.5,1.0,86.0,0.0,55.0,45.0
400310,2009,1.8,8.1,2.4,85.7,0.4,51.1,48.9
410010,2009,2.8,1.2,2.4,93.5,0.0,48.2,51.8
410005,2009,2.3,1.9,1.5,93.8,0.0,51.5,48.5
6250320,2009,3.4,0.5,1.0,94.1,0.2,53.8,46.2
6250505,2009,3.9,1.8,2.4,90.1,0.3,49.7,50.3
6250050,2009,1.9,1.2,2.1,90.3,0.0,48.7,51.3
6250020,2009,1.3,1.5,3.0,90.1,0.0,56.2,43.8
6250002,2009,3.0,0.8,2.2,91.1,0.0,51.2,48.8
6250315,2009,2.9,1.0,2.3,91.2,0.3,53.9,46.1
6250300,2009,2.6,1.1,1.9,92.7,0.0,52.9,47.1
430005,2009,0.3,0.6,1.4,96.0,0.0,50.0,50.0
9100705,2009,1.6,0.5,2.3,93.5,0.5,26.1,73.9
8100605,2009,1.8,0.5,4.4,91.4,0.1,55.0,45.0
440080,2009,55.1,1.9,22.4,16.8,2.8,82.2,17.8
440515,2009,40.7,2.0,18.7,35.3,0.0,46.7,53.3
440505,2009,55.5,2.5,11.2,28.4,0.8,49.2,50.8
440010,2009,36.0,1.2,10.1,49.2,0.5,50.8,49.2
440110,2009,48.1,2.3,13.7,32.5,0.5,56.5,43.5
440001,2009,33.8,1.4,39.2,21.8,0.8,50.6,49.4
440405,2009,52.3,1.8,18.5,24.5,0.5,53.5,46.5
440023,2009,53.3,0.9,12.1,28.7,0.7,47.7,52.3
440045,2009,36.7,5.1,7.7,46.8,0.4,46.7,53.3
440050,2009,26.9,2.3,15.4,48.5,0.0,63.8,36.2
440055,2009,57.9,1.7,15.6,19.2,0.2,55.8,44.2
440017,2009,42.8,5.4,10.4,38.1,0.4,53.8,46.2
440400,2009,29.4,0.0,19.6,45.1,0.0,80.4,19.6
440065,2009,52.9,5.6,12.7,24.2,0.1,52.3,47.7
440002,2009,46.4,1.5,7.5,39.9,1.0,52.0,48.0
440410,2009,48.3,1.9,15.1,31.3,1.1,51.5,48.5
440078,2009,62.5,2.5,9.7,20.1,0.5,51.4,48.6
440415,2009,50.8,2.8,13.5,29.9,1.2,52.2,47.8
440420,2009,52.4,3.3,14.8,26.6,0.6,48.9,51.1
450005,2009,0.0,0.3,3.4,93.2,0.0,48.3,51.7
460505,2009,9.2,16.0,10.3,60.6,0.2,51.6,48.4
460005,2009,4.2,30.2,8.5,52.6,0.1,55.3,44.7
460015,2009,9.0,11.8,7.6,65.9,0.3,51.3,48.7
460025,2009,5.3,13.1,8.8,69.5,0.0,50.4,49.6
460045,2009,7.0,13.1,13.1,60.6,0.0,49.5,50.5
460030,2009,6.5,30.3,8.2,48.3,0.0,50.5,49.5
460020,2009,7.1,14.1,5.8,65.6,0.0,49.1,50.9
460040,2009,9.1,20.9,8.6,52.9,0.0,49.0,51.0
460060,2009,0.0,15.5,17.2,62.1,0.0,56.9,43.1
460035,2009,10.4,18.2,10.6,55.3,0.0,52.5,47.5
480505,2009,3.2,13.4,2.3,79.0,0.1,50.2,49.8
480007,2009,2.9,13.1,1.9,79.4,0.2,50.3,49.7
480035,2009,4.6,13.2,2.3,76.3,0.4,53.4,46.6
480303,2009,2.5,10.2,3.4,81.8,0.5,52.3,47.7
480015,2009,5.0,16.7,1.9,73.3,1.2,53.9,46.1
480020,2009,2.3,8.9,4.1,82.7,0.3,51.5,48.5
490006,2009,7.0,2.0,56.5,30.4,0.3,45.8,54.2
490506,2009,38.8,9.1,14.4,35.8,0.5,52.0,48.0
490007,2009,30.6,11.6,10.6,42.3,1.1,47.2,52.8
490090,2009,55.7,5.3,22.1,12.3,0.4,56.1,43.9
490080,2009,24.3,17.3,8.6,45.8,0.5,51.6,48.4
490020,2009,26.7,14.7,2.8,48.4,0.7,52.6,47.4
490065,2009,37.9,23.3,11.8,21.1,1.6,46.9,53.1
490040,2009,37.3,8.2,17.2,34.4,0.5,53.7,46.3
490035,2009,27.3,7.4,12.2,48.0,0.6,55.5,44.5
490005,2009,31.4,9.8,8.5,45.5,0.5,55.1,44.9
490030,2009,50.4,17.2,11.3,16.4,0.0,57.0,43.0
490045,2009,39.5,14.0,9.3,32.1,0.3,47.1,52.9
490050,2009,37.7,14.2,6.9,36.6,0.2,52.9,47.1
500505,2009,12.5,4.3,3.7,76.9,0.0,50.4,49.6
500020,2009,5.1,6.3,2.3,82.5,0.0,51.8,48.2
500017,2009,5.9,7.1,2.2,81.0,0.5,54.4,45.6
500012,2009,7.4,8.2,4.1,77.2,0.0,53.7,46.3
500010,2009,3.5,1.8,0.0,87.7,0.0,56.1,43.9
500305,2009,9.2,5.6,3.1,79.5,0.0,50.4,49.6
4320530,2009,0.9,1.9,4.6,90.3,0.0,48.1,51.9
8150605,2009,4.1,0.0,5.4,86.6,1.1,62.2,37.8
510025,2009,0.3,7.4,1.1,88.2,0.1,49.2,50.8
6350005,2009,0.0,0.9,7.1,86.6,0.0,56.3,43.8
6350025,2009,1.1,1.1,2.3,92.6,0.0,48.5,51.5
6350035,2009,1.0,0.0,1.0,95.2,0.0,55.8,44.2
6350305,2009,0.8,1.5,1.7,94.0,0.0,52.3,47.7
6350505,2009,0.5,1.2,1.4,95.6,0.0,53.0,47.0
560030,2009,3.7,8.2,2.2,83.2,0.2,50.2,49.8
560005,2009,4.0,9.6,4.0,78.7,0.2,52.2,47.8
560025,2009,2.7,12.6,3.4,78.5,0.3,49.5,50.5
560505,2009,1.7,6.9,2.1,88.8,0.2,48.5,51.5
560305,2009,1.7,9.4,1.3,86.5,0.3,51.8,48.2
560001,2009,2.3,25.3,4.6,64.4,0.0,60.9,39.1
560310,2009,2.2,6.3,2.2,88.2,0.0,51.3,48.7
560015,2009,3.4,9.9,1.7,84.4,0.2,52.6,47.4
570505,2009,7.6,3.5,78.7,9.6,0.0,53.0,47.0
570050,2009,5.3,1.6,82.0,9.7,0.5,50.0,50.0
570030,2009,8.9,3.1,78.0,8.9,0.2,50.8,49.2
570045,2009,4.9,2.2,82.1,10.3,0.2,49.4,50.6
570040,2009,10.1,3.4,76.7,9.4,0.0,50.1,49.9
570035,2009,2.9,0.6,93.1,3.3,0.0,46.3,53.7
570055,2009,10.4,2.2,79.1,7.8,0.0,47.6,52.4
570003,2009,4.6,2.4,84.4,7.5,0.0,50.7,49.3
570025,2009,11.0,3.0,75.9,9.3,0.0,52.4,47.6
6320025,2009,0.6,1.1,1.7,96.1,0.0,55.6,44.4
610003,2009,2.2,4.1,12.2,77.6,0.7,54.9,45.1
610010,2009,3.7,0.7,30.0,63.3,0.0,53.3,46.7
610305,2009,2.9,1.5,33.0,59.4,0.4,52.4,47.6
610015,2009,2.3,0.7,50.2,41.8,0.7,50.0,50.0
610020,2009,5.9,0.5,8.1,81.2,0.0,51.3,48.7
610021,2009,6.9,0.0,42.5,49.4,1.1,64.4,35.6
610510,2009,3.4,1.2,15.5,78.4,0.1,54.6,45.4
610505,2009,3.7,0.6,24.8,69.8,0.1,45.4,54.6
610310,2009,2.3,1.3,19.3,74.6,0.1,51.9,48.1
610090,2009,6.1,0.5,66.1,26.4,0.0,52.1,47.9
610040,2009,1.4,3.4,16.8,75.0,0.0,55.1,44.9
610022,2009,4.3,1.6,19.8,71.8,0.0,48.0,52.0
610050,2009,2.5,2.5,42.5,51.3,0.0,49.0,51.0
610065,2009,1.1,1.8,11.4,80.6,0.0,51.3,48.7
610001,2009,0.9,2.6,17.5,77.2,0.0,62.3,37.7
4180305,2009,3.8,1.9,15.7,76.7,1.0,59.5,40.5
4370505,2009,66.8,0.7,26.3,1.5,0.4,42.3,57.7
630010,2009,0.0,0.5,1.0,98.0,0.0,52.5,47.5
640050,2009,3.4,2.0,18.2,74.9,0.2,53.2,46.8
640305,2009,4.5,1.6,21.1,72.9,0.0,52.3,47.7
640505,2009,2.9,0.0,22.9,73.5,0.2,56.4,43.6
4380505,2009,88.8,0.0,10.3,0.9,0.0,46.6,53.4
650505,2009,3.9,0.3,0.4,95.4,0.0,49.4,50.6
650005,2009,3.7,1.1,0.0,95.2,0.0,53.4,46.6
650010,2009,2.4,2.9,1.2,93.3,0.0,48.9,51.1
4360305,2009,72.7,1.5,18.0,5.6,0.4,47.2,52.8
4400205,2009,1.5,1.2,87.9,9.4,0.0,49.2,50.8
670005,2009,5.0,6.3,3.8,80.4,0.2,47.2,52.8
670305,2009,7.4,8.7,4.0,78.7,0.2,44.7,55.3
670020,2009,3.2,6.8,4.1,82.4,0.0,51.6,48.4
670030,2009,4.5,5.0,4.5,84.3,0.0,48.2,51.8
6400505,2009,5.5,5.2,2.9,83.8,0.2,48.3,51.7
4390050,2009,36.3,5.2,31.1,22.2,0.0,51.9,48.1
680005,2009,0.0,0.6,0.6,84.6,0.0,52.1,47.9
710505,2009,0.6,1.8,3.5,93.2,0.3,43.0,57.0
710015,2009,1.7,2.0,2.3,92.2,0.0,47.8,52.2
710010,2009,0.8,3.8,4.6,88.1,0.0,52.8,47.2
710305,2009,0.7,1.2,4.6,91.2,0.5,51.4,48.6
710032,2009,0.4,1.8,3.5,93.0,0.0,46.5,53.5
710030,2009,2.4,1.8,5.1,87.6,0.6,55.0,45.0
710045,2009,0.6,2.7,3.6,91.2,0.0,51.4,48.6
720505,2009,1.3,2.2,1.7,92.7,0.3,52.4,47.6
720050,2009,2.5,2.6,1.7,91.6,0.2,49.9,50.1
720030,2009,2.2,2.2,3.7,88.8,0.4,51.8,48.2
720040,2009,2.3,3.5,1.7,90.8,0.3,50.7,49.3
720015,2009,1.5,1.8,0.0,95.2,0.0,54.2,45.8
730010,2009,10.4,5.7,20.4,60.2,0.9,45.5,54.5
730505,2009,7.9,2.7,9.1,78.4,0.4,51.0,49.0
730305,2009,5.5,1.8,7.2,83.6,0.2,50.6,49.4
730005,2009,2.1,3.3,7.1,85.8,0.3,58.6,41.4
730025,2009,2.3,1.6,3.9,91.1,0.0,56.9,43.1
730030,2009,4.8,3.7,4.5,84.4,0.3,53.0,47.0
730045,2009,6.7,3.1,8.9,78.1,1.3,53.6,46.4
740015,2009,1.0,2.5,3.7,90.7,0.2,51.7,48.3
6450505,2009,5.1,1.9,5.0,85.0,1.1,52.6,47.4
6450005,2009,6.4,1.7,3.8,81.6,0.5,50.8,49.2
6450015,2009,3.7,2.5,8.7,78.4,1.7,48.6,51.4
6450305,2009,4.8,1.3,8.1,80.2,1.3,51.9,48.1
6450025,2009,3.7,2.6,11.5,69.6,4.0,52.2,47.8
6500005,2009,0.6,1.2,2.4,92.9,0.0,56.5,43.5
6500305,2009,1.2,0.2,1.4,95.7,0.0,52.7,47.3
6500505,2009,0.9,0.7,1.0,95.9,0.0,50.1,49.9
6500310,2009,0.8,0.8,2.3,93.0,0.0,53.5,46.5
6500010,2009,0.5,1.0,2.6,92.7,0.1,54.0,46.0
770505,2009,0.2,0.5,1.9,97.0,0.0,52.2,47.8
780005,2009,3.3,6.2,1.2,88.3,0.2,52.7,47.3
6550505,2009,2.0,4.5,1.0,92.3,0.2,48.2,51.8
6550405,2009,1.4,4.1,1.2,92.6,0.2,50.7,49.3
790035,2009,3.2,6.8,5.6,82.6,0.0,53.2,46.8
790505,2009,2.3,4.2,3.4,88.5,0.1,50.3,49.7
790030,2009,1.8,3.6,3.6,89.3,0.0,50.0,50.0
790020,2009,1.4,5.1,3.3,89.1,0.0,54.6,45.4
790410,2009,2.2,3.8,5.1,87.6,0.0,56.2,43.8
6580020,2009,0.9,0.0,5.1,90.2,0.0,51.9,48.1
6580310,2009,1.3,0.0,2.1,95.7,0.1,50.8,49.2
6580005,2009,0.5,0.0,4.8,91.8,0.0,52.5,47.5
6580305,2009,0.3,0.0,3.8,93.9,0.3,51.9,48.1
6580030,2009,0.8,0.0,4.7,91.9,0.4,53.9,46.1
6580010,2009,1.4,0.0,3.4,92.4,0.3,56.2,43.8
6580505,2009,0.6,0.0,1.7,95.6,0.2,46.1,53.9
820004,2009,0.4,1.1,0.2,97.3,0.2,53.0,47.0
820006,2009,0.5,1.6,0.4,95.8,0.0,52.2,47.8
820505,2009,0.5,1.2,0.4,97.1,0.0,50.5,49.5
820305,2009,0.4,0.5,0.4,98.1,0.1,50.5,49.5
830005,2009,1.0,0.4,0.9,95.8,0.0,46.8,53.2
830505,2009,1.8,0.5,1.6,93.9,0.2,48.0,52.0
830010,2009,1.5,0.9,1.8,94.7,0.4,50.7,49.3
870305,2009,3.2,2.3,1.4,92.3,0.0,50.6,49.4
870505,2009,3.2,2.7,1.6,92.4,0.1,50.5,49.5
870010,2009,3.2,4.4,3.2,89.1,0.0,44.0,56.0
870013,2009,3.1,4.7,1.9,89.8,0.2,50.8,49.2
870015,2009,2.2,2.9,1.6,93.3,0.0,46.0,54.0
850005,2009,0.4,3.1,2.7,92.0,0.0,44.6,55.4
860005,2009,2.0,4.9,9.3,82.0,0.0,49.3,50.7
860505,2009,1.6,3.4,6.8,87.8,0.0,51.8,48.2
860010,2009,1.5,4.6,7.6,85.9,0.0,48.3,51.7
860020,2009,0.6,1.7,5.6,88.8,0.0,53.9,46.1
860305,2009,3.4,3.6,6.1,85.7,0.0,50.1,49.9
880003,2009,7.3,4.6,2.8,81.3,0.3,47.7,52.3
880405,2009,4.2,3.2,3.6,85.6,0.0,50.0,50.0
880025,2009,4.0,3.8,4.5,83.3,0.0,53.6,46.4
880020,2009,2.7,5.8,3.1,84.4,0.0,49.8,50.2
880505,2009,5.4,1.6,2.6,89.0,0.0,49.9,50.1
880015,2009,2.7,1.7,2.4,88.7,0.3,50.0,50.0
890005,2009,0.9,0.0,7.8,86.7,0.0,53.0,47.0
4280305,2009,75.1,1.5,20.1,1.3,0.0,46.2,53.8
910030,2009,0.0,0.0,7.3,89.0,0.0,48.7,51.3
930505,2009,16.3,6.0,22.0,55.4,0.1,49.9,50.1
930028,2009,17.6,5.5,24.6,51.0,0.9,52.9,47.1
930038,2009,16.2,5.1,23.8,53.7,0.3,51.4,48.6
930018,2009,11.6,2.9,24.6,59.3,0.4,56.8,43.2
930058,2009,17.3,3.5,36.7,40.8,0.8,50.8,49.2
930010,2009,16.2,7.9,35.7,38.7,1.3,53.8,46.2
930015,2009,14.7,8.0,22.9,50.1,1.9,50.4,49.6
4100205,2009,8.1,1.4,69.2,19.0,0.9,50.2,49.8
940010,2009,3.6,1.6,3.6,89.8,0.5,52.6,47.4
940505,2009,4.5,0.3,1.6,91.9,0.6,49.4,50.6
940305,2009,4.9,0.6,2.0,89.6,0.2,50.2,49.8
940030,2009,2.1,2.1,3.4,89.3,0.0,51.5,48.5
950505,2009,9.4,5.9,12.4,70.8,0.6,48.4,51.6
950009,2009,9.7,1.8,17.5,65.6,0.5,52.9,47.1
950305,2009,6.3,6.1,18.1,67.7,0.4,53.4,46.6
950140,2009,0.9,1.8,4.5,89.2,0.0,49.7,50.3
950045,2009,5.4,3.2,37.1,50.4,0.5,54.3,45.7
950013,2009,7.5,4.5,23.5,61.3,0.2,52.6,47.4
950011,2009,7.3,5.6,21.6,61.2,0.3,52.3,47.7
950320,2009,10.7,3.1,16.3,68.0,0.2,53.1,46.9
950315,2009,7.1,2.9,7.3,80.7,0.2,55.5,44.5
950005,2009,5.7,2.1,11.8,78.2,0.0,53.8,46.2
950325,2009,12.9,2.3,18.7,64.9,0.0,59.6,40.4
950145,2009,12.1,8.9,11.8,63.1,0.0,49.7,50.3
950130,2009,4.8,3.5,8.5,76.7,0.2,54.0,46.0
950065,2009,5.8,4.6,13.1,72.8,0.4,49.4,50.6
960005,2009,6.4,1.8,3.3,82.4,2.7,57.0,43.0
960505,2009,3.6,1.0,3.3,89.2,1.0,47.8,52.2
960405,2009,4.3,3.1,2.3,86.9,1.3,53.0,47.0
960305,2009,4.2,2.6,3.6,84.9,1.7,52.6,47.4
960020,2009,2.2,2.2,3.6,85.1,0.8,49.9,50.1
